Serial,Event,&quot;Regions&quot;,Date (YMD),Directly affected,Indirectly Affected,Losses $USD
766,Feux de Forêts,Gharb Chrarda Beni Hssen,24/09/2003,0,0,0
765,Feux de Forêts,Gharb Chrarda Beni Hssen,16/09/2003,0,0,0
764,Feux de Forêts,Gharb Chrarda Beni Hssen,24/07/2003,0,0,0
763,Feux de Forêts,Gharb Chrarda Beni Hssen,26/06/2003,0,0,0
762,Feux de Forêts,Gharb Chrarda Beni Hssen,19/06/2003,0,0,0
761,Feux de Forêts,Rabat Salé Zemmour Zear,24/09/2003,0,0,0
760,Feux de Forêts,Rabat Salé Zemmour Zear,09/09/2003,0,0,0
759,Feux de Forêts,Rabat Salé Zemmour Zear,31/08/2003,0,0,0
758,Feux de Forêts,Rabat Salé Zemmour Zear,21/08/2003,0,0,0
757,Feux de Forêts,Rabat Salé Zemmour Zear,16/08/2003,0,0,0
756,Feux de Forêts,Rabat Salé Zemmour Zear,06/08/2003,0,0,0
754,Feux de Forêts,Rabat Salé Zemmour Zear,17/09/2003,0,0,0
753,Feux de Forêts,Rabat Salé Zemmour Zear,11/09/2003,0,0,0
752,Feux de Forêts,Rabat Salé Zemmour Zear,22/07/2003,0,0,0
751,Feux de Forêts,Rabat Salé Zemmour Zear,18/07/2003,0,0,0
750,Feux de Forêts,Rabat Salé Zemmour Zear,16/07/2003,0,0,0
749,Feux de Forêts,Rabat Salé Zemmour Zear,01/07/2003,0,0,0
748,Feux de Forêts,Rabat Salé Zemmour Zear,23/06/2003,0,0,0
747,Feux de Forêts,Rabat Salé Zemmour Zear,14/06/2003,0,0,0
746,Feux de Forêts,Rabat Salé Zemmour Zear,14/06/2003,0,0,0
745,Feux de Forêts,Rabat Salé Zemmour Zear,30/04/2003,0,0,0
744,Feux de Forêts,Gharb Chrarda Beni Hssen,17/09/2003,0,0,0
743,Feux de Forêts,Gharb Chrarda Beni Hssen,16/09/2003,0,0,0
742,Feux de Forêts,Gharb Chrarda Beni Hssen,13/09/2003,0,0,0
741,Feux de Forêts,Gharb Chrarda Beni Hssen,11/09/2003,0,0,0
740,Feux de Forêts,Gharb Chrarda Beni Hssen,11/09/2003,0,0,0
739,Feux de Forêts,Gharb Chrarda Beni Hssen,09/09/2003,0,0,0
738,Feux de Forêts,Gharb Chrarda Beni Hssen,27/08/2003,0,0,0
737,Feux de Forêts,Gharb Chrarda Beni Hssen,24/08/2003,0,0,0
736,Feux de Forêts,Gharb Chrarda Beni Hssen,20/08/2003,0,0,0
735,Feux de Forêts,Gharb Chrarda Beni Hssen,23/08/2003,0,0,0
734,Feux de Forêts,Gharb Chrarda Beni Hssen,12/08/2003,0,0,0
733,Feux de Forêts,Gharb Chrarda Beni Hssen,09/08/2003,0,0,0
732,Feux de Forêts,Gharb Chrarda Beni Hssen,07/08/2003,0,0,0
731,Feux de Forêts,Gharb Chrarda Beni Hssen,06/08/2003,0,0,0
730,Feux de Forêts,Gharb Chrarda Beni Hssen,01/08/2003,0,0,0
729,Feux de Forêts,Gharb Chrarda Beni Hssen,30/07/2003,0,0,0
728,Feux de Forêts,Gharb Chrarda Beni Hssen,27/07/2003,0,0,0
727,Feux de Forêts,Gharb Chrarda Beni Hssen,26/07/2003,0,0,0
726,Feux de Forêts,Gharb Chrarda Beni Hssen,26/07/2003,0,0,0
725,Feux de Forêts,Gharb Chrarda Beni Hssen,25/07/2003,0,0,0
724,Feux de Forêts,Gharb Chrarda Beni Hssen,23/07/2003,0,0,0
723,Feux de Forêts,Gharb Chrarda Beni Hssen,22/07/2003,0,0,0
722,Feux de Forêts,Gharb Chrarda Beni Hssen,17/07/2003,0,0,0
721,Feux de Forêts,Gharb Chrarda Beni Hssen,03/07/2003,0,0,0
720,Feux de Forêts,Gharb Chrarda Beni Hssen,04/07/2003,0,0,0
719,Feux de Forêts,Gharb Chrarda Beni Hssen,03/07/2003,0,0,0
718,Feux de Forêts,Gharb Chrarda Beni Hssen,03/07/2003,0,0,0
717,Feux de Forêts,Gharb Chrarda Beni Hssen,20/06/2003,0,0,0
716,Feux de Forêts,Gharb Chrarda Beni Hssen,19/06/2003,0,0,0
715,Feux de Forêts,Gharb Chrarda Beni Hssen,15/06/2003,0,0,0
714,Feux de Forêts,Gharb Chrarda Beni Hssen,15/06/2003,0,0,0
713,Feux de Forêts,Gharb Chrarda Beni Hssen,13/06/2003,0,0,0
712,Feux de Forêts,Gharb Chrarda Beni Hssen,12/06/2003,0,0,0
711,Feux de Forêts,Gharb Chrarda Beni Hssen,12/06/2003,0,0,0
710,Feux de Forêts,Gharb Chrarda Beni Hssen,11/06/2003,0,0,0
709,Feux de Forêts,Gharb Chrarda Beni Hssen,06/06/2003,0,0,0
708,Feux de Forêts,Gharb Chrarda Beni Hssen,05/06/2003,0,0,0
707,Feux de Forêts,Gharb Chrarda Beni Hssen,01/06/2003,0,0,0
706,Feux de Forêts,Gharb Chrarda Beni Hssen,28/05/2003,0,0,0
705,Feux de Forêts,Gharb Chrarda Beni Hssen,26/05/2003,0,0,0
704,Feux de Forêts,Gharb Chrarda Beni Hssen,22/05/2003,0,0,0
703,Feux de Forêts,Gharb Chrarda Beni Hssen,22/05/2003,0,0,0
702,Tremblement de terre,Tadla Azilal,14/08/2003,0,0,0
701,Feux de Forêts,l Oriental,10/08/2003,0,0,0
700,Feux de Forêts,l Oriental,27/07/2003,0,0,0
699,Feux de Forêts,l Oriental,26/07/2003,0,0,0
698,Feux de Forêts,l Oriental,25/07/2003,0,0,0
697,Feux de Forêts,l Oriental,21/07/2003,0,0,0
696,Feux de Forêts,l Oriental,19/07/2003,0,0,0
695,Feux de Forêts,l Oriental,09/07/2003,0,0,0
694,Feux de Forêts,l Oriental,03/07/2003,0,0,0
693,Feux de Forêts,l Oriental,07/07/2003,0,0,0
692,Feux de Forêts,l Oriental,29/06/2003,0,0,0
691,Feux de Forêts,l Oriental,23/06/2003,0,0,0
690,Feux de Forêts,l Oriental,19/06/2003,0,0,0
689,Feux de Forêts,l Oriental,15/09/2003,0,0,0
688,Feux de Forêts,l Oriental,15/09/2003,0,0,0
687,Feux de Forêts,l Oriental,09/09/2003,0,0,0
686,Feux de Forêts,l Oriental,20/07/2003,0,0,0
685,Feux de Forêts,l Oriental,29/06/2003,0,0,0
684,Feux de Forêts,l Oriental,28/06/2003,0,0,0
683,Feux de Forêts,l Oriental,27/06/2003,0,0,0
682,Feux de Forêts,l Oriental,26/06/2003,0,0,0
681,Feux de Forêts,l Oriental,21/06/2003,0,0,0
679,Feux de Forêts,l Oriental,04/06/2003,0,0,0
678,Feux de Forêts,l Oriental,02/06/2003,0,0,0
677,Feux de Forêts,l Oriental,21/05/2003,0,0,0
676,Feux de Forêts,l Oriental,08/09/2003,0,0,0
675,Feux de Forêts,l Oriental,26/07/2003,0,0,0
674,Feux de Forêts,l Oriental,31/07/2003,0,0,0
673,Feux de Forêts,l Oriental,20/07/2003,0,0,0
672,Feux de Forêts,l Oriental,10/06/2003,0,0,0
671,Feux de Forêts,l Oriental,29/09/2003,0,0,0
670,Feux de Forêts,l Oriental,11/09/2003,0,0,0
669,Feux de Forêts,l Oriental,25/08/2003,0,0,0
668,Feux de Forêts,l Oriental,14/08/2003,0,0,0
667,Feux de Forêts,l Oriental,14/08/2003,0,0,0
666,Feux de Forêts,l Oriental,11/08/2003,0,0,0
665,Feux de Forêts,l Oriental,10/08/2003,0,0,0
664,Feux de Forêts,l Oriental,03/08/2003,0,0,0
663,Feux de Forêts,l Oriental,03/08/2003,0,0,0
662,Feux de Forêts,l Oriental,01/08/2003,0,0,0
661,Feux de Forêts,l Oriental,01/08/2003,0,0,0
660,Feux de Forêts,l Oriental,01/08/2003,0,0,0
659,Feux de Forêts,l Oriental,27/07/2003,0,0,0
658,Feux de Forêts,l Oriental,26/07/2003,0,0,0
657,Feux de Forêts,l Oriental,21/07/2003,0,0,0
656,Feux de Forêts,l Oriental,02/07/2003,0,0,0
655,Feux de Forêts,l Oriental,29/06/2003,0,0,0
654,Feux de Forêts,l Oriental,28/06/2003,0,0,0
653,Feux de Forêts,l Oriental,26/06/2003,0,0,0
652,Feux de Forêts,l Oriental,21/06/2003,0,0,0
651,Feux de Forêts,l Oriental,02/07/2003,0,0,0
650,Feux de Forêts,l Oriental,29/06/2003,0,0,0
649,Feux de Forêts,l Oriental,28/06/2003,0,0,0
648,Feux de Forêts,l Oriental,26/06/2003,0,0,0
647,Feux de Forêts,l Oriental,10/06/2003,0,0,0
646,Feux de Forêts,l Oriental,01/06/2003,0,0,0
645,Feux de Forêts,l Oriental,01/06/2003,0,0,0
644,Feux de Forêts,l Oriental,18/05/2003,0,0,0
643,Feux de Forêts,l Oriental,10/05/2003,0,0,0
642,Feux de Forêts,l Oriental,10/05/2003,0,0,0
641,Feux de Forêts,l Oriental,02/01/2003,0,0,0
640,Feux de Forêts,Taza Al Hoceima Taounate,02/09/2003,0,0,0
639,Feux de Forêts,Taza Al Hoceima Taounate,01/09/2003,0,0,0
638,Feux de Forêts,Taza Al Hoceima Taounate,30/08/2003,0,0,0
637,Feux de Forêts,Taza Al Hoceima Taounate,26/08/2003,0,0,0
636,Feux de Forêts,Taza Al Hoceima Taounate,18/08/2003,0,0,0
635,Feux de Forêts,Taza Al Hoceima Taounate,15/08/2003,0,0,0
634,Feux de Forêts,Taza Al Hoceima Taounate,02/08/2003,0,0,0
633,Feux de Forêts,Taza Al Hoceima Taounate,30/07/2003,0,0,0
632,Tremblement de terre,Taza Al Hoceima Taounate,30/07/2003,0,0,0
631,Feux de Forêts,Taza Al Hoceima Taounate,30/07/2003,0,0,0
630,Feux de Forêts,Taza Al Hoceima Taounate,20/07/2003,0,0,0
629,Feux de Forêts,Taza Al Hoceima Taounate,19/07/2003,0,0,0
628,Feux de Forêts,Taza Al Hoceima Taounate,17/07/2003,0,0,0
627,Feux de Forêts,Taza Al Hoceima Taounate,12/07/2003,0,0,0
626,Feux de Forêts,Taza Al Hoceima Taounate,07/07/2003,0,0,0
625,Feux de Forêts,Taza Al Hoceima Taounate,14/03/2003,0,0,0
624,Feux de Forêts,Taza Al Hoceima Taounate,29/09/2003,0,0,0
623,Feux de Forêts,Taza Al Hoceima Taounate,27/09/2003,0,0,0
622,Feux de Forêts,Taza Al Hoceima Taounate,17/09/2003,0,0,0
621,Feux de Forêts,Taza Al Hoceima Taounate,28/08/2003,0,0,0
620,Feux de Forêts,Taza Al Hoceima Taounate,25/08/2003,0,0,0
619,Feux de Forêts,Taza Al Hoceima Taounate,19/08/2003,0,0,0
618,Feux de Forêts,Taza Al Hoceima Taounate,13/08/2003,0,0,0
617,Feux de Forêts,Taza Al Hoceima Taounate,11/08/2003,0,0,0
616,Feux de Forêts,Taza Al Hoceima Taounate,29/07/2003,0,0,0
615,Feux de Forêts,Taza Al Hoceima Taounate,26/07/2003,0,0,0
614,Feux de Forêts,Taza Al Hoceima Taounate,10/07/2003,0,0,0
613,Feux de Forêts,Taza Al Hoceima Taounate,09/07/2003,0,0,0
612,Feux de Forêts,Taza Al Hoceima Taounate,30/09/2003,0,0,0
611,Feux de Forêts,Taza Al Hoceima Taounate,15/08/2003,0,0,0
610,Feux de Forêts,Taza Al Hoceima Taounate,12/08/2003,0,0,0
609,Feux de Forêts,Taza Al Hoceima Taounate,11/08/2003,0,0,0
608,Feux de Forêts,Taza Al Hoceima Taounate,18/07/2003,0,0,0
607,Feux de Forêts,Taza Al Hoceima Taounate,28/06/2003,0,0,0
606,Feux de Forêts,Taza Al Hoceima Taounate,22/06/2003,0,0,0
605,Feux de Forêts,Taza Al Hoceima Taounate,21/06/2003,0,0,0
604,Feux de Forêts,Taza Al Hoceima Taounate,20/06/2003,0,0,0
603,Feux de Forêts,Taza Al Hoceima Taounate,17/06/2003,0,0,0
602,Feux de Forêts,Taza Al Hoceima Taounate,09/06/2003,0,0,0
601,Feux de Forêts,Meknès Tafilalet,29/07/2003,0,0,0
600,Feux de Forêts,Meknès Tafilalet,18/09/2003,0,0,0
599,Feux de Forêts,Meknès Tafilalet,18/09/2003,0,0,0
598,Feux de Forêts,Meknès Tafilalet,02/09/2003,0,0,0
597,Feux de Forêts,Meknès Tafilalet,01/09/2003,0,0,0
596,Feux de Forêts,Meknès Tafilalet,09/08/2003,0,0,0
595,Feux de Forêts,Meknès Tafilalet,08/08/2003,0,0,0
594,Feux de Forêts,Meknès Tafilalet,28/07/2003,0,0,0
593,Feux de Forêts,Meknès Tafilalet,23/07/2003,0,0,0
592,Feux de Forêts,Meknès Tafilalet,21/07/2003,0,0,0
591,Feux de Forêts,Meknès Tafilalet,19/07/2003,0,0,0
590,Feux de Forêts,Meknès Tafilalet,24/06/2003,0,0,0
589,Feux de Forêts,Meknès Tafilalet,24/04/2003,0,0,0
588,Feux de Forêts,Meknès Tafilalet,07/10/2003,0,0,0
587,Feux de Forêts,Meknès Tafilalet,21/09/2003,0,0,0
585,Feux de Forêts,Meknès Tafilalet,15/09/2003,0,0,0
584,Feux de Forêts,Meknès Tafilalet,15/09/2003,0,0,0
583,Feux de Forêts,Meknès Tafilalet,13/09/2003,0,0,0
582,Feux de Forêts,Meknès Tafilalet,12/09/2003,0,0,0
581,Feux de Forêts,Meknès Tafilalet,10/09/2003,0,0,0
580,Feux de Forêts,Meknès Tafilalet,07/09/2003,0,0,0
579,Feux de Forêts,Meknès Tafilalet,05/09/2003,0,0,0
578,Feux de Forêts,Meknès Tafilalet,04/09/2003,0,0,0
577,Feux de Forêts,Meknès Tafilalet,02/09/2003,0,0,0
576,Feux de Forêts,Meknès Tafilalet,26/08/2003,0,0,0
575,Feux de Forêts,Meknès Tafilalet,17/08/2003,0,0,0
574,Feux de Forêts,Meknès Tafilalet,15/08/2003,0,0,0
573,Feux de Forêts,Meknès Tafilalet,12/08/2003,0,0,0
572,Feux de Forêts,Meknès Tafilalet,12/08/2003,0,0,0
571,Feux de Forêts,Meknès Tafilalet,06/08/2003,0,0,0
570,Feux de Forêts,Meknès Tafilalet,30/07/2003,0,0,0
569,Feux de Forêts,Meknès Tafilalet,30/06/2003,0,0,0
568,Feux de Forêts,Meknès Tafilalet,29/06/2003,0,0,0
567,Feux de Forêts,Meknès Tafilalet,26/07/2003,0,0,0
566,Feux de Forêts,Meknès Tafilalet,25/07/2003,0,0,0
565,Feux de Forêts,Meknès Tafilalet,17/07/2003,0,0,0
564,Feux de Forêts,Meknès Tafilalet,17/07/2003,0,0,0
563,Feux de Forêts,Meknès Tafilalet,17/07/2003,0,0,0
562,Feux de Forêts,Meknès Tafilalet,12/07/2003,0,0,0
561,Feux de Forêts,Meknès Tafilalet,12/07/2003,0,0,0
560,Feux de Forêts,Meknès Tafilalet,11/07/2003,0,0,0
559,Feux de Forêts,Meknès Tafilalet,11/07/2003,0,0,0
558,Feux de Forêts,Meknès Tafilalet,02/07/2003,0,0,0
557,Feux de Forêts,Meknès Tafilalet,02/07/2003,0,0,0
556,Feux de Forêts,Meknès Tafilalet,10/06/2003,0,0,0
555,Feux de Forêts,Meknès Tafilalet,11/03/2003,0,0,0
554,Feux de Forêts,Meknès Tafilalet,20/03/2003,0,0,0
553,Feux de Forêts,Meknès Tafilalet,02/07/2003,0,0,0
552,Feux de Forêts,Doukkala Abda,01/07/2003,0,0,0
551,Feux de Forêts,Marrakech Tensift Al-Haouz,16/09/2003,0,0,0
550,Feux de Forêts,Marrakech Tensift Al-Haouz,23/08/2003,0,0,0
549,Feux de Forêts,Marrakech Tensift Al-Haouz,17/08/2003,0,0,0
548,Feux de Forêts,Marrakech Tensift Al-Haouz,20/06/2003,0,0,0
547,Feux de Forêts,Marrakech Tensift Al-Haouz,25/05/2003,0,0,0
546,Feux de Forêts,Fès Boulemane,23/09/2003,0,0,0
545,Feux de Forêts,Fès Boulemane,10/09/2003,0,0,0
544,Feux de Forêts,Fès Boulemane,21/08/2003,0,0,0
543,Feux de Forêts,Fès Boulemane,01/08/2003,0,0,0
542,Feux de Forêts,Fès Boulemane,29/07/2003,0,0,0
541,Feux de Forêts,Fès Boulemane,28/07/2003,0,0,0
540,Feux de Forêts,Fès Boulemane,28/07/2003,0,0,0
539,Feux de Forêts,Fès Boulemane,25/07/2003,0,0,0
538,Feux de Forêts,Fès Boulemane,22/07/2003,0,0,0
537,Feux de Forêts,Fès Boulemane,12/07/2003,0,0,0
536,Feux de Forêts,Fès Boulemane,11/07/2003,0,0,0
535,Feux de Forêts,Fès Boulemane,19/06/2003,0,0,0
534,Feux de Forêts,Fès Boulemane,14/09/2003,0,0,0
533,Feux de Forêts,Fès Boulemane,20/07/2003,0,0,0
532,Feux de Forêts,Fès Boulemane,18/07/2003,0,0,0
531,Feux de Forêts,Fès Boulemane,17/07/2003,0,0,0
530,Feux de Forêts,Fès Boulemane,07/07/2003,0,0,0
529,Feux de Forêts,Fès Boulemane,24/06/2003,0,0,0
528,Feux de Forêts,Fès Boulemane,15/06/2003,0,0,0
527,Feux de Forêts,Fès Boulemane,08/06/2003,0,0,0
526,Feux de Forêts,Tadla Azilal,23/08/2003,0,0,0
525,Feux de Forêts,Tadla Azilal,12/08/2003,0,0,0
524,Feux de Forêts,Tadla Azilal,02/08/2003,0,0,0
523,Feux de Forêts,Tadla Azilal,01/08/2003,0,0,0
522,Feux de Forêts,Tadla Azilal,28/05/2003,0,0,0
521,Feux de Forêts,Chaouia Ouardigha,17/09/2003,0,0,0
520,Feux de Forêts,Chaouia Ouardigha,16/09/2003,0,0,0
519,Feux de Forêts,Chaouia Ouardigha,08/08/2003,0,0,0
518,Feux de Forêts,Chaouia Ouardigha,02/07/2003,0,0,0
517,Feux de Forêts,Chaouia Ouardigha,18/06/2003,0,0,0
516,Feux de Forêts,Chaouia Ouardigha,27/05/2003,0,0,0
515,Feux de Forêts,Chaouia Ouardigha,23/05/2003,0,0,0
514,Feux de Forêts,Chaouia Ouardigha,23/05/2003,0,0,0
513,Feux de Forêts,Chaouia Ouardigha,08/09/2003,0,0,0
512,Feux de Forêts,Chaouia Ouardigha,14/08/2003,0,0,0
511,Feux de Forêts,Chaouia Ouardigha,04/07/2003,0,0,0
510,Feux de Forêts,Chaouia Ouardigha,29/06/2003,0,0,0
509,Feux de Forêts,Chaouia Ouardigha,12/06/2003,0,0,0
508,Feux de Forêts,Chaouia Ouardigha,09/06/2003,0,0,0
507,Feux de Forêts,Chaouia Ouardigha,06/06/2003,0,0,0
506,Feux de Forêts,Chaouia Ouardigha,19/05/2003,0,0,0
505,Feux de Forêts,Chaouia Ouardigha,02/05/2003,0,0,0
504,Feux de Forêts,Grand Casablanca,06/08/2003,0,0,0
503,Feux de Forêts,Tadla Azilal,30/09/2003,0,0,0
502,Feux de Forêts,Tadla Azilal,30/09/2003,0,0,0
501,Feux de Forêts,Tadla Azilal,02/09/2003,0,0,0
500,Feux de Forêts,Tadla Azilal,29/08/2003,0,0,0
499,Feux de Forêts,Tadla Azilal,20/07/2003,0,0,0
498,Feux de Forêts,Tadla Azilal,14/07/2003,0,0,0
497,Feux de Forêts,Tadla Azilal,30/06/2003,0,0,0
496,Feux de Forêts,Tanger Tétouan,14/09/2003,0,0,0
495,Feux de Forêts,Tanger Tétouan,25/09/2003,0,0,0
494,Feux de Forêts,Tanger Tétouan,24/08/2003,0,0,0
493,Feux de Forêts,Tanger Tétouan,20/09/2003,0,0,0
492,Feux de Forêts,Tanger Tétouan,20/09/2003,0,0,0
491,Feux de Forêts,Tanger Tétouan,16/09/2003,0,0,0
490,Feux de Forêts,Tanger Tétouan,12/09/2003,0,0,0
489,Feux de Forêts,Tanger Tétouan,24/08/2003,0,0,0
488,Feux de Forêts,Tanger Tétouan,22/08/2003,0,0,0
487,Feux de Forêts,Tanger Tétouan,21/08/2003,0,0,0
486,Feux de Forêts,Tanger Tétouan,13/08/2003,0,0,0
485,Feux de Forêts,Tanger Tétouan,13/08/2003,0,0,0
484,Feux de Forêts,Tanger Tétouan,07/08/2003,0,0,0
483,Feux de Forêts,Tanger Tétouan,05/08/2003,0,0,0
482,Feux de Forêts,Tanger Tétouan,04/08/2003,0,0,0
481,Feux de Forêts,Tanger Tétouan,03/08/2003,0,0,0
480,Feux de Forêts,Tanger Tétouan,01/08/2003,0,0,0
479,Feux de Forêts,Tanger Tétouan,31/07/2003,0,0,0
478,Feux de Forêts,Tanger Tétouan,24/07/2003,0,0,0
477,Feux de Forêts,Tanger Tétouan,24/07/2003,0,0,0
476,Feux de Forêts,Tanger Tétouan,23/07/2003,0,0,0
475,Feux de Forêts,Tanger Tétouan,19/07/2003,0,0,0
474,Feux de Forêts,Tanger Tétouan,01/07/2003,0,0,0
473,Feux de Forêts,Tanger Tétouan,30/08/2003,0,0,0
472,Feux de Forêts,Tanger Tétouan,29/06/2003,0,0,0
471,Feux de Forêts,Tanger Tétouan,26/06/2003,0,0,0
470,Feux de Forêts,Tanger Tétouan,19/08/2003,0,0,0
469,Feux de Forêts,Tanger Tétouan,12/06/2003,0,0,0
468,Feux de Forêts,Tanger Tétouan,26/05/2003,0,0,0
467,Feux de Forêts,Tanger Tétouan,23/08/2003,0,0,0
466,Feux de Forêts,Tanger Tétouan,24/08/2003,0,0,0
465,Feux de Forêts,Tanger Tétouan,23/08/2003,0,0,0
464,Feux de Forêts,Tanger Tétouan,23/08/2003,0,0,0
463,Feux de Forêts,Tanger Tétouan,18/08/2003,0,0,0
462,Feux de Forêts,Tanger Tétouan,18/08/2003,0,0,0
461,Feux de Forêts,Tanger Tétouan,18/08/2003,0,0,0
460,Feux,Tanger Tétouan,16/08/2003,0,0,0
459,Feux de Forêts,Tanger Tétouan,13/08/2003,0,0,0
458,Feux de Forêts,Tanger Tétouan,29/07/2003,0,0,0
457,Feux de Forêts,Tanger Tétouan,28/07/2003,0,0,0
456,Feux de Forêts,Tanger Tétouan,27/07/2003,0,0,0
455,Feux de Forêts,Tanger Tétouan,23/07/2003,0,0,0
454,Feux de Forêts,Tanger Tétouan,23/07/2003,0,0,0
453,Feux de Forêts,Tanger Tétouan,23/07/2003,0,0,0
452,Feux de Forêts,Tanger Tétouan,22/07/2003,0,0,0
451,Feux de Forêts,Tanger Tétouan,20/07/2003,0,0,0
450,Feux de Forêts,Tanger Tétouan,16/07/2003,0,0,0
449,Feux de Forêts,Tanger Tétouan,28/06/2003,0,0,0
448,Feux de Forêts,Tanger Tétouan,28/06/2003,0,0,0
447,Feux de Forêts,Tanger Tétouan,26/06/2003,0,0,0
446,Feux de Forêts,Tanger Tétouan,01/06/2003,0,0,0
445,Feux de Forêts,Tanger Tétouan,25/05/2003,0,0,0
444,Feux de Forêts,Tanger Tétouan,24/09/2003,0,0,0
443,Feux de Forêts,Tanger Tétouan,27/09/2003,0,0,0
442,Feux de Forêts,Tanger Tétouan,20/09/2003,0,0,0
441,Feux de Forêts,Tanger Tétouan,17/09/2003,0,0,0
440,Feux de Forêts,Tanger Tétouan,11/09/2003,0,0,0
439,Feux de Forêts,Tanger Tétouan,01/09/2003,0,0,0
438,Feux de Forêts,Tanger Tétouan,31/08/2003,0,0,0
437,Feux de Forêts,Tanger Tétouan,29/08/2003,0,0,0
435,Feux de Forêts,Tanger Tétouan,24/08/2003,0,0,0
434,Feux de Forêts,Tanger Tétouan,20/08/2003,0,0,0
433,Feux de Forêts,Tanger Tétouan,18/08/2003,0,0,0
432,Feux de Forêts,Tanger Tétouan,17/08/2003,0,0,0
431,Feux de Forêts,Tanger Tétouan,16/08/2003,0,0,0
