Serial,Event,&quot;Estado&quot;,Date (YMD),Directly affected,Indirectly Affected,Losses $USD
2009-01847,DROUGHT,HIDALGO,10/08/2009,0,0,0
2009-01846,DROUGHT,HIDALGO,10/08/2009,0,6000,0
2009-01845,DROUGHT,DURANGO,10/08/2009,0,0,0
2009-01844,DROUGHT,NUEVO LEON,10/08/2009,0,0,0
2009-01843,DROUGHT,QUERETARO,10/08/2009,0,0,0
2009-01842,DROUGHT,ZACATECAS,10/08/2009,0,0,0
2009-01841,DROUGHT,GUANAJUATO,10/08/2009,0,0,0
2009-01840,DROUGHT,TAMAULIPAS,10/08/2009,0,0,0
2009-01839,DROUGHT,YUCATAN,10/08/2009,0,0,0
2009-01838,SPATE,NAYARIT,09/08/2009,0,0,0
2009-01837,SPATE,NAYARIT,09/08/2009,0,0,0
2009-01836,LANDSLIDE,COAHUILA,07/08/2009,0,0,0
2009-01835,DROUGHT,MICHOACAN,07/08/2009,0,0,0
2009-01834,DROUGHT,MICHOACAN,07/08/2009,0,0,0
2009-01833,DROUGHT,MICHOACAN,07/08/2009,0,0,0
2009-01832,DROUGHT,MICHOACAN,07/08/2009,0,0,0
2009-01831,DROUGHT,MICHOACAN,07/08/2009,0,0,0
2009-01830,EPIDEMIC,MICHOACAN,07/08/2009,0,0,0
2009-01829,EPIDEMIC,MICHOACAN,07/08/2009,0,0,0
2009-01828,EPIDEMIC,MICHOACAN,07/08/2009,0,0,0
2009-01827,EPIDEMIC,MICHOACAN,07/08/2009,0,0,0
2009-01826,FLOOD,ESTADO DE MEXICO,06/08/2009,0,0,0
2009-01825,LANDSLIDE,ESTADO DE MEXICO,06/08/2009,0,0,0
2009-01824,PLAGUE,YUCATAN,05/08/2009,0,0,0
2009-01823,DROUGHT,DISTRITO FEDERAL,05/08/2009,0,0,0
2009-01822,DROUGHT,DISTRITO FEDERAL,05/08/2009,0,0,0
2009-01821,DROUGHT,DISTRITO FEDERAL,05/08/2009,0,0,0
2009-01820,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01819,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01818,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01817,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01816,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01815,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01814,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01813,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01812,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01811,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01810,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01809,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01808,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01807,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01806,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01805,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01804,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01803,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01802,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01801,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01800,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01799,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01798,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01797,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01796,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01795,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01794,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01793,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01792,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01791,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01790,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01789,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01788,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01787,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01786,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01785,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01784,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01783,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01782,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01781,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01780,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01779,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01778,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01777,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01776,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01775,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01774,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01773,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01772,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01771,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01770,DROUGHT,PUEBLA,05/08/2009,0,0,0
2009-01769,DROUGHT,PUEBLA,05/08/2009,0,25000,0
2009-01768,LEAK,DISTRITO FEDERAL,05/08/2009,0,0,0
2009-01766,FROST,NUEVO LEON,05/12/2009,0,0,0
2009-01765,Onda fría,ZACATECAS,03/12/2009,0,0,0
2009-01764,SNOWSTORM,SONORA,01/12/2009,0,0,0
2009-01763,EPIDEMIC,ZACATECAS,31/12/2009,0,0,0
2009-01762,EPIDEMIC,YUCATAN,31/12/2009,0,0,0
2009-01761,EPIDEMIC,VERACRUZ,31/12/2009,0,0,0
2009-01760,EPIDEMIC,TLAXCALA,31/12/2009,0,0,0
2009-01759,EPIDEMIC,TAMAULIPAS,31/12/2009,0,0,0
2009-01758,EPIDEMIC,TABASCO,31/12/2009,0,0,0
2009-01757,EPIDEMIC,SONORA,31/12/2009,0,0,0
2009-01756,EPIDEMIC,SINALOA,31/12/2009,0,0,0
2009-01755,EPIDEMIC,SAN LUIS POTOSI,31/12/2009,0,0,0
2009-01754,EPIDEMIC,QUINTANA ROO,31/12/2009,0,0,0
2009-01753,EPIDEMIC,QUERETARO,31/12/2009,0,0,0
2009-01752,EPIDEMIC,PUEBLA,31/12/2009,0,0,0
2009-01751,EPIDEMIC,OAXACA,31/12/2009,0,0,0
2009-01750,EPIDEMIC,NUEVO LEON,31/12/2009,0,0,0
2009-01749,EPIDEMIC,NAYARIT,31/12/2009,0,0,0
2009-01748,EPIDEMIC,MORELOS,31/12/2009,0,0,0
2009-01747,EPIDEMIC,MICHOACAN,31/12/2009,0,0,0
2009-01746,EPIDEMIC,ESTADO DE MEXICO,31/12/2009,0,0,0
2009-01745,EPIDEMIC,JALISCO,31/12/2009,0,0,0
2009-01744,EPIDEMIC,HIDALGO,31/12/2009,0,0,0
2009-01743,EPIDEMIC,GUERRERO,31/12/2009,0,0,0
2009-01742,EPIDEMIC,GUANAJUATO,31/12/2009,0,0,0
2009-01741,EPIDEMIC,DURANGO,31/12/2009,0,0,0
2009-01740,EPIDEMIC,DISTRITO FEDERAL,31/12/2009,0,0,0
2009-01739,EPIDEMIC,COLIMA,31/12/2009,0,0,0
2009-01738,EPIDEMIC,COAHUILA,31/12/2009,0,0,0
2009-01737,EPIDEMIC,CHIHUAHUA,31/12/2009,0,0,0
2009-01736,EPIDEMIC,CHIAPAS,31/12/2009,0,0,0
2009-01735,EPIDEMIC,CAMPECHE,31/12/2009,0,0,0
2009-01734,EPIDEMIC,BAJA CALIFORNIA SUR,31/12/2009,0,0,0
2009-01733,EPIDEMIC,BAJA CALIFORNIA,31/12/2009,0,0,0
2009-01732,EPIDEMIC,AGUASCALIENTES,31/12/2009,0,0,0
2009-01731,STRONGWIND,NUEVO LEON,31/12/2009,0,0,0
2009-01730,STRONGWIND,NUEVO LEON,31/12/2009,0,0,0
2009-01729,Onda fría,CHIHUAHUA,31/12/2009,0,0,0
2009-01728,SNOWSTORM,DURANGO,30/12/2009,0,0,0
2009-01727,SNOWSTORM,DURANGO,30/12/2009,0,0,0
2009-01726,SNOWSTORM,DURANGO,30/12/2009,0,0,0
2009-01725,SNOWSTORM,DURANGO,30/12/2009,0,0,0
2009-01724,SNOWSTORM,SONORA,30/12/2009,0,0,0
2009-01723,EPIDEMIC,BAJA CALIFORNIA,27/12/2009,0,0,0
2009-01722,EXPLOSION,SAN LUIS POTOSI,26/12/2009,0,0,0
2009-01721,EPIDEMIC,PUEBLA,05/08/2009,0,0,0
2009-01720,STRONGWIND,VERACRUZ,26/12/2009,0,0,0
2009-01719,STRONGWIND,VERACRUZ,26/12/2009,0,0,0
2009-01718,SNOWSTORM,CHIHUAHUA,24/12/2009,0,0,0
2009-01717,SNOWSTORM,CHIHUAHUA,24/12/2009,0,0,0
2009-01716,SNOWSTORM,CHIHUAHUA,24/12/2009,0,0,0
2009-01715,SNOWSTORM,CHIHUAHUA,24/12/2009,0,0,0
2009-01714,EPIDEMIC,PUEBLA,05/08/2009,0,0,0
2009-01713,EPIDEMIC,PUEBLA,05/08/2009,0,0,0
2009-01712,EPIDEMIC,PUEBLA,05/08/2009,0,0,0
2009-01711,Onda fría,QUERETARO,24/12/2009,0,0,0
2009-01710,EPIDEMIC,PUEBLA,05/08/2009,0,0,0
2009-01709,Onda fría,QUERETARO,24/12/2009,0,0,0
2009-01708,Onda fría,QUERETARO,24/12/2009,0,0,0
2009-01707,DROUGHT,DURANGO,05/08/2009,0,60000,0
2009-01706,Onda fría,QUERETARO,24/12/2009,0,0,0
2009-01705,Onda fría,QUERETARO,24/12/2009,0,0,0
2009-01704,HEATWAVE,SINALOA,04/08/2009,0,0,0
2009-01703,Onda fría,QUERETARO,24/12/2009,0,0,0
2009-01702,DROUGHT,YUCATAN,04/08/2009,0,0,0
2009-01701,DROUGHT,YUCATAN,04/08/2009,0,0,0
2009-01700,DROUGHT,YUCATAN,04/08/2009,0,0,0
2009-01699,DROUGHT,YUCATAN,04/08/2009,0,0,0
2009-01698,DROUGHT,YUCATAN,04/08/2009,0,0,0
2009-01697,DROUGHT,YUCATAN,04/08/2009,0,0,0
2009-01696,DROUGHT,YUCATAN,04/08/2009,0,0,0
2009-01695,DROUGHT,YUCATAN,04/08/2009,0,0,0
2009-01694,DROUGHT,YUCATAN,04/08/2009,0,0,0
2009-01693,DROUGHT,YUCATAN,04/08/2009,0,0,0
2009-01692,DROUGHT,YUCATAN,04/08/2009,0,0,0
2009-01691,SNOWSTORM,SONORA,24/12/2009,0,0,0
2009-01690,SNOWSTORM,SONORA,24/12/2009,0,0,0
2009-01689,FIRE,CHIHUAHUA,24/12/2009,0,0,0
2009-01688,Onda fría,JALISCO,23/12/2009,0,0,0
2009-01687,EPIDEMIC,QUINTANA ROO,23/12/2009,0,0,0
2009-01686,EPIDEMIC,QUINTANA ROO,23/12/2009,0,0,0
2009-01685,EPIDEMIC,QUINTANA ROO,23/12/2009,0,0,0
2009-01684,EPIDEMIC,QUINTANA ROO,23/12/2009,0,0,0
2009-01683,EPIDEMIC,QUINTANA ROO,23/12/2009,0,0,0
2009-01682,EPIDEMIC,QUINTANA ROO,23/12/2009,0,0,0
2009-01681,EPIDEMIC,QUINTANA ROO,23/12/2009,0,0,0
2009-01680,EPIDEMIC,QUINTANA ROO,23/12/2009,0,0,0
2009-01679,EPIDEMIC,QUINTANA ROO,23/12/2009,0,0,0
2009-01678,LANDSLIDE,DISTRITO FEDERAL,20/12/2009,0,0,0
2009-01677,POLLUTION,GUANAJUATO,20/12/2009,0,0,0
2009-01676,Intoxicación,OAXACA,19/12/2009,0,0,0
2009-01675,FIRE,CHIHUAHUA,15/12/2009,0,0,0
2009-01674,BIOLOGICAL,QUINTANA ROO,14/12/2009,0,0,0
2009-01673,BIOLOGICAL,QUINTANA ROO,14/12/2009,0,0,0
2009-01672,FOG,AGUASCALIENTES,10/12/2009,0,0,0
2009-01671,SNOWSTORM,SONORA,10/12/2009,0,0,0
2009-01670,SNOWSTORM,SONORA,10/12/2009,0,0,0
2009-01669,SNOWSTORM,SONORA,10/12/2009,0,0,0
2009-01668,SNOWSTORM,SONORA,10/12/2009,0,0,0
2009-01667,SNOWSTORM,SONORA,10/12/2009,0,0,0
2009-01666,SNOWSTORM,SONORA,10/12/2009,0,0,0
2009-01665,SNOWSTORM,SONORA,10/12/2009,0,0,0
2009-01664,SNOWSTORM,SONORA,10/12/2009,0,0,0
2009-01663,SNOWSTORM,SONORA,10/12/2009,0,0,0
2009-01662,SNOWSTORM,SONORA,10/12/2009,0,0,0
2009-01661,SNOWSTORM,SONORA,10/12/2009,0,0,0
2009-01660,SNOWSTORM,SONORA,10/12/2009,0,0,0
2009-01659,SURGE,SONORA,09/12/2009,0,0,0
2009-01658,STORM,BAJA CALIFORNIA,09/12/2009,0,0,0
2009-01657,SNOWSTORM,BAJA CALIFORNIA,09/12/2009,0,0,0
2009-01656,Hundimiento,ESTADO DE MEXICO,09/12/2009,16,0,0
2009-01655,Onda fría,TAMAULIPAS,09/12/2009,60,0,0
2009-01654,STRONGWIND,CHIHUAHUA,09/12/2009,0,0,0
2009-01653,FROST,ZACATECAS,08/12/2009,0,0,0
2009-01652,FROST,ZACATECAS,08/12/2009,0,0,0
2009-01651,FROST,ZACATECAS,08/12/2009,0,0,0
2009-01650,FROST,ZACATECAS,08/12/2009,0,0,0
2009-01649,FROST,ZACATECAS,08/12/2009,0,0,0
2009-01648,FROST,ZACATECAS,08/12/2009,0,0,0
2009-01647,RAIN,BAJA CALIFORNIA,08/12/2009,0,0,0
2009-01646,RAIN,BAJA CALIFORNIA,08/12/2009,0,0,0
2009-01645,RAIN,BAJA CALIFORNIA,08/12/2009,0,0,0
2009-01644,RAIN,BAJA CALIFORNIA,08/12/2009,0,0,0
2009-01643,Onda fría,CHIHUAHUA,08/12/2009,0,0,0
2009-01642,Onda fría,CHIHUAHUA,08/12/2009,0,0,0
2009-01641,Onda fría,CHIHUAHUA,08/12/2009,0,0,0
2009-01640,Onda fría,CHIHUAHUA,08/12/2009,0,0,0
2009-01639,Onda fría,CHIHUAHUA,08/12/2009,0,0,0
2009-01638,STRUCTURE,YUCATAN,08/12/2009,0,0,0
2009-01637,POLLUTION,OAXACA,08/12/2009,0,0,0
2009-01636,POLLUTION,OAXACA,08/12/2009,0,0,0
2009-01635,POLLUTION,OAXACA,08/12/2009,0,0,0
2009-01634,POLLUTION,OAXACA,08/12/2009,0,0,0
2009-01633,Onda fría,SINALOA,07/12/2009,100,0,0
2009-01632,Onda fría,SINALOA,07/12/2009,300,0,0
2009-01631,PLAGUE,YUCATAN,07/12/2009,0,0,0
2009-01630,STRONGWIND,YUCATAN,07/12/2009,0,0,0
2009-01629,STRONGWIND,YUCATAN,07/12/2009,0,0,0
2009-01628,STRONGWIND,YUCATAN,07/12/2009,0,0,0
2009-01627,STRONGWIND,YUCATAN,07/12/2009,0,0,0
2009-01626,STRONGWIND,YUCATAN,07/12/2009,0,0,0
2009-01625,STRONGWIND,YUCATAN,07/12/2009,0,0,0
2009-01624,FIRE,DURANGO,06/12/2009,0,500,0
2009-01623,FROST,AGUASCALIENTES,05/12/2009,0,0,0
2009-01622,Onda fría,TAMAULIPAS,05/12/2009,0,0,0
2009-01621,Onda fría,TAMAULIPAS,05/12/2009,100,0,0
2009-01767,FROST,NUEVO LEON,05/12/2009,0,0,0
2009-01620,FROST,SONORA,05/12/2009,0,0,0
2009-01619,FROST,CHIHUAHUA,05/12/2009,0,0,0
2009-01618,FROST,SONORA,05/12/2009,0,0,0
2009-01617,FROST,ZACATECAS,05/12/2009,0,0,0
2009-01616,FROST,ZACATECAS,05/12/2009,0,0,0
2009-01615,FROST,ZACATECAS,05/12/2009,0,0,0
2009-01614,SNOWSTORM,CHIHUAHUA,05/12/2009,0,0,0
2009-01613,FROST,COAHUILA,05/12/2009,0,0,0
2009-01612,SNOWSTORM,CHIHUAHUA,05/12/2009,0,0,0
2009-01611,SNOWSTORM,CHIHUAHUA,05/12/2009,0,0,0
2009-01610,STRONGWIND,HIDALGO,04/12/2009,0,0,0
2009-01609,SNOWSTORM,CHIHUAHUA,04/12/2009,0,0,0
2009-01608,Onda fría,DURANGO,04/12/2009,0,0,0
2009-01607,STRONGWIND,ZACATECAS,03/12/2009,0,0,0
2009-01606,FOG,NUEVO LEON,03/12/2009,0,0,0
2009-01605,HEATWAVE,TABASCO,30/05/2009,0,0,0
2009-01604,HEATWAVE,TABASCO,30/05/2009,0,0,0
2009-01603,HEATWAVE,TABASCO,30/05/2009,0,0,0
2009-01602,HEATWAVE,TABASCO,30/05/2009,0,0,0
2009-01601,HEATWAVE,TABASCO,30/05/2009,0,0,0
2009-01600,HEATWAVE,TABASCO,30/05/2009,0,0,0
2009-01599,HEATWAVE,TABASCO,30/05/2009,0,0,0
2009-01598,ACCIDENT,GUANAJUATO,03/12/2009,0,0,0
2009-01597,HEATWAVE,TABASCO,30/05/2009,0,0,0
2009-01596,HEATWAVE,TABASCO,30/05/2009,0,0,0
2009-01595,HEATWAVE,CHIAPAS,30/05/2009,0,0,0
2009-01594,Onda fría,TAMAULIPAS,03/12/2009,0,0,0
2009-01593,HEATWAVE,SINALOA,30/05/2009,0,0,0
2009-01592,HEATWAVE,SONORA,30/05/2009,0,0,0
2009-01591,HEATWAVE,VERACRUZ,30/05/2009,0,0,0
2009-01590,HEATWAVE,BAJA CALIFORNIA,30/05/2009,0,0,0
2009-01589,Hundimiento,GUANAJUATO,03/12/2009,0,0,0
2009-01588,HEATWAVE,CAMPECHE,30/05/2009,0,0,0
2009-01587,PLAGUE,AGUASCALIENTES,31/05/2009,0,0,0
2009-01586,HEATWAVE,YUCATAN,30/05/2009,0,0,0
2009-01585,HEATWAVE,CAMPECHE,30/05/2009,0,0,0
2009-01584,RAIN,VERACRUZ,30/05/2009,0,0,0
2009-01583,DROUGHT,YUCATAN,29/05/2009,0,0,0
2009-01582,DROUGHT,YUCATAN,29/05/2009,0,0,0
2009-01581,DROUGHT,YUCATAN,29/05/2009,0,0,0
2009-01580,DROUGHT,YUCATAN,29/05/2009,0,0,0
2009-01579,DROUGHT,YUCATAN,29/05/2009,0,0,0
2009-01578,DROUGHT,YUCATAN,29/05/2009,0,0,0
2009-01577,SNOWSTORM,CHIHUAHUA,02/12/2009,0,0,0
2009-01576,DROUGHT,YUCATAN,29/05/2009,0,0,0
2009-01575,SNOWSTORM,CHIHUAHUA,02/12/2009,0,0,0
2009-01574,DROUGHT,YUCATAN,29/05/2009,0,0,0
2009-01573,Onda fría,YUCATAN,01/12/2009,0,0,0
2009-01572,DROUGHT,YUCATAN,29/05/2009,0,0,0
2009-01571,Onda fría,YUCATAN,01/12/2009,0,0,0
2009-01570,Racionamiento,SONORA,01/12/2009,0,0,0
2009-01569,BIOLOGICAL,ESTADO DE MEXICO,28/05/2009,0,0,0
2009-01568,SNOWSTORM,SONORA,01/12/2009,0,0,0
2009-01567,SNOWSTORM,SONORA,01/12/2009,0,0,0
2009-01566,Racionamiento,ESTADO DE MEXICO,27/05/2009,0,0,0
2009-01565,Racionamiento,ESTADO DE MEXICO,27/05/2009,0,0,0
2009-01564,Racionamiento,ESTADO DE MEXICO,27/05/2009,0,0,0
2009-01563,Racionamiento,ESTADO DE MEXICO,27/05/2009,0,0,0
2009-01562,Racionamiento,ESTADO DE MEXICO,27/05/2009,0,0,0
2009-01561,Racionamiento,ESTADO DE MEXICO,27/05/2009,0,0,0
2009-01560,Racionamiento,ESTADO DE MEXICO,27/05/2009,0,0,0
2009-01559,Racionamiento,ESTADO DE MEXICO,27/05/2009,0,0,0
2009-01558,Racionamiento,ESTADO DE MEXICO,27/05/2009,0,0,0
2009-01557,Racionamiento,ESTADO DE MEXICO,27/05/2009,0,0,0
2009-01556,Racionamiento,ESTADO DE MEXICO,27/05/2009,0,0,0
2009-01555,Racionamiento,ESTADO DE MEXICO,27/05/2009,0,1800000,0
2009-01554,Racionamiento,DISTRITO FEDERAL,27/05/2009,0,0,0
2009-01553,SURGE,BAJA CALIFORNIA,29/11/2009,0,0,0
2009-01552,Racionamiento,DISTRITO FEDERAL,27/05/2009,0,0,0
2009-01551,SNOWSTORM,BAJA CALIFORNIA,29/11/2009,0,0,0
2009-01550,Racionamiento,DISTRITO FEDERAL,27/05/2009,0,0,0
2009-01549,Racionamiento,DISTRITO FEDERAL,27/05/2009,0,0,0
2009-01548,Onda fría,GUANAJUATO,29/11/2009,0,0,0
2009-01547,Racionamiento,DISTRITO FEDERAL,27/05/2009,0,0,0
2009-01546,SNOWSTORM,BAJA CALIFORNIA,29/11/2009,0,0,0
2009-01545,Racionamiento,DISTRITO FEDERAL,27/05/2009,0,0,0
2009-01544,Onda fría,CHIHUAHUA,24/11/2009,0,0,0
2009-01543,Racionamiento,DISTRITO FEDERAL,27/05/2009,0,0,0
2009-01542,Onda fría,CHIHUAHUA,24/11/2009,0,0,0
2009-01541,Racionamiento,DISTRITO FEDERAL,27/05/2009,0,0,0
2009-01540,Racionamiento,DISTRITO FEDERAL,27/05/2009,0,0,0
2009-01539,Onda fría,CHIHUAHUA,24/11/2009,0,0,0
2009-01538,Racionamiento,DISTRITO FEDERAL,27/05/2009,0,5000000,0
2009-01537,Onda fría,DURANGO,24/11/2009,0,0,0
2009-01536,PLAGUE,ESTADO DE MEXICO,24/11/2009,0,0,0
2009-01535,PLAGUE,ESTADO DE MEXICO,24/11/2009,0,0,0
2009-01534,PLAGUE,MICHOACAN,24/11/2009,0,0,0
2009-01533,PLAGUE,MICHOACAN,24/11/2009,0,0,0
2009-01532,PLAGUE,MICHOACAN,24/11/2009,0,0,0
2009-01531,Onda fría,CHIHUAHUA,23/11/2009,0,0,0
2009-01530,ERUPTION,TLAXCALA,23/11/2009,0,0,0
2009-01529,FIRE,DISTRITO FEDERAL,23/11/2009,0,0,0
2009-01528,Intoxicación,DISTRITO FEDERAL,23/11/2009,0,0,0
2009-01527,FIRE,NAYARIT,22/11/2009,0,0,0
2009-01526,EXPLOSION,BAJA CALIFORNIA,22/11/2009,0,0,0
2009-01525,EPIDEMIC,CAMPECHE,20/11/2009,0,0,0
2009-01524,EPIDEMIC,VERACRUZ,17/11/2009,0,0,0
2009-01523,EPIDEMIC,TABASCO,17/11/2009,0,0,0
2009-01522,EPIDEMIC,COLIMA,17/11/2009,0,0,0
2009-01521,EPIDEMIC,JALISCO,17/11/2009,0,0,0
2009-01520,EPIDEMIC,MICHOACAN,17/11/2009,0,0,0
2009-01519,EPIDEMIC,GUERRERO,17/11/2009,0,0,0
2009-01518,EPIDEMIC,NAYARIT,17/11/2009,0,0,0
2009-01517,STRONGWIND,TAMAULIPAS,17/11/2009,0,0,0
2009-01516,STRONGWIND,TAMAULIPAS,17/11/2009,0,0,0
2009-01515,STRONGWIND,TAMAULIPAS,17/11/2009,0,0,0
2009-01514,STRONGWIND,TAMAULIPAS,17/11/2009,0,0,0
2009-01513,STRONGWIND,TAMAULIPAS,17/11/2009,0,0,0
2009-01512,Racionamiento,DISTRITO FEDERAL,14/11/2009,0,0,0
2009-01511,Racionamiento,DISTRITO FEDERAL,14/11/2009,0,0,0
2009-01510,Racionamiento,DISTRITO FEDERAL,14/11/2009,0,0,0
2009-01509,Racionamiento,DISTRITO FEDERAL,14/11/2009,0,0,0
2009-01508,Racionamiento,DISTRITO FEDERAL,14/11/2009,0,0,0
2009-01507,Racionamiento,DISTRITO FEDERAL,14/11/2009,0,0,0
2009-01506,Racionamiento,DISTRITO FEDERAL,14/11/2009,0,0,0
2009-01505,Racionamiento,DISTRITO FEDERAL,14/11/2009,0,0,0
2009-01504,Racionamiento,DISTRITO FEDERAL,14/11/2009,0,0,0
2009-01503,Racionamiento,DISTRITO FEDERAL,14/11/2009,0,0,0
2009-01502,Racionamiento,ESTADO DE MEXICO,14/11/2009,0,0,0
2009-01501,Racionamiento,ESTADO DE MEXICO,14/11/2009,0,0,0
2009-01500,Racionamiento,ESTADO DE MEXICO,14/11/2009,0,0,0
2009-01499,Racionamiento,ESTADO DE MEXICO,14/11/2009,0,0,0
2009-01498,Racionamiento,ESTADO DE MEXICO,14/11/2009,0,0,0
2009-01497,Racionamiento,ESTADO DE MEXICO,14/11/2009,0,0,0
2009-01496,Racionamiento,ESTADO DE MEXICO,14/11/2009,0,0,0
2009-01495,Racionamiento,ESTADO DE MEXICO,14/11/2009,0,0,0
2009-01494,Racionamiento,ESTADO DE MEXICO,14/11/2009,0,0,0
2009-01493,Racionamiento,ESTADO DE MEXICO,14/11/2009,0,0,0
2009-01492,Racionamiento,ESTADO DE MEXICO,14/11/2009,0,0,0
2009-01491,Racionamiento,ESTADO DE MEXICO,14/11/2009,0,0,0
2009-01490,Racionamiento,ESTADO DE MEXICO,14/11/2009,0,1800000,0
2009-01489,EPIDEMIC,MICHOACAN,11/11/2009,0,0,0
2009-01488,BIOLOGICAL,MICHOACAN,10/11/2009,0,0,0
2009-01487,BIOLOGICAL,MICHOACAN,10/11/2009,0,0,0
2009-01486,BIOLOGICAL,MICHOACAN,10/11/2009,0,0,0
2009-01485,BIOLOGICAL,ESTADO DE MEXICO,10/11/2009,0,0,0
2009-01484,BIOLOGICAL,ESTADO DE MEXICO,10/11/2009,0,0,0
2009-01483,RAIN,QUINTANA ROO,09/11/2009,0,0,0
2009-01482,RAIN,QUINTANA ROO,09/11/2009,0,0,0
2009-01481,STORM,YUCATAN,09/11/2009,250,0,0
2009-01480,FLOOD,YUCATAN,09/11/2009,0,0,0
2009-01479,STORM,TABASCO,09/11/2009,0,0,0
2009-01478,POLLUTION,GUANAJUATO,09/11/2009,0,0,0
2009-01477,FLOOD,YUCATAN,07/11/2009,0,0,0
2009-01476,FLOOD,YUCATAN,07/11/2009,0,0,0
2009-01475,FLOOD,YUCATAN,07/11/2009,0,0,0
2009-01474,FLOOD,TABASCO,07/11/2009,0,0,0
2009-01473,SURGE,TABASCO,07/11/2009,0,0,0
2009-01472,POLLUTION,DISTRITO FEDERAL,06/11/2009,0,0,0
2009-01471,FLOOD,YUCATAN,06/11/2009,0,0,0
2009-01470,FLOOD,VERACRUZ,06/11/2009,0,0,0
2009-01469,FLOOD,VERACRUZ,06/11/2009,0,0,0
2009-01468,FLOOD,VERACRUZ,06/11/2009,0,0,0
2009-01467,FLOOD,VERACRUZ,06/11/2009,0,0,0
2009-01466,FLOOD,VERACRUZ,06/11/2009,0,0,0
2009-01465,FLOOD,VERACRUZ,06/11/2009,0,0,0
2009-01464,FLOOD,VERACRUZ,06/11/2009,0,0,0
2009-01463,FLOOD,VERACRUZ,06/11/2009,0,0,0
2009-01462,FLOOD,VERACRUZ,06/11/2009,61000,0,0
2009-01461,FLOOD,VERACRUZ,05/11/2009,18000,0,0
2009-01460,FLOOD,VERACRUZ,05/11/2009,3000,0,0
2009-01459,RAIN,YUCATAN,05/11/2009,0,0,0
2009-01458,RAIN,YUCATAN,05/11/2009,0,0,0
2009-01457,RAIN,YUCATAN,05/11/2009,0,0,0
2009-01456,RAIN,YUCATAN,05/11/2009,0,0,0
2009-01455,RAIN,YUCATAN,05/11/2009,0,0,0
2009-01454,RAIN,YUCATAN,05/11/2009,0,0,0
2009-01453,RAIN,YUCATAN,05/11/2009,0,0,0
2009-01452,RAIN,YUCATAN,05/11/2009,0,0,0
2009-01451,RAIN,YUCATAN,05/11/2009,0,0,0
2009-01450,RAIN,YUCATAN,05/11/2009,0,0,0
2009-01449,RAIN,YUCATAN,05/11/2009,0,0,0
2009-01448,RAIN,YUCATAN,05/11/2009,0,0,0
