"Event Year","Event ID","Country","Peril","Loss (USD)","Loss Type"
3065,6360,"Bangladesh","Cyclone",2299838.08537142,"Occurrence"
3065,6361,"Bangladesh","Cyclone",22972520.0954437,"Occurrence"
3065,6362,"Bangladesh","Cyclone",42591559.805137,"Occurrence"
3066,6363,"Bangladesh","Cyclone",1068547443.90615,"Occurrence"
3067,6364,"Bangladesh","Cyclone",86176821.152481,"Occurrence"
3069,6365,"Bangladesh","Cyclone",46329987.3603372,"Occurrence"
3069,6366,"Bangladesh","Cyclone",3653391.41510549,"Occurrence"
3070,6367,"Bangladesh","Cyclone",1310442.24803434,"Occurrence"
3070,6368,"Bangladesh","Cyclone",503.088419657582,"Occurrence"
3070,6369,"Bangladesh","Cyclone",6557.70975936555,"Occurrence"
3071,6370,"Bangladesh","Cyclone",1853.96905118656,"Occurrence"
3071,6371,"Bangladesh","Cyclone",38916.7700351019,"Occurrence"
3072,6372,"Bangladesh","Cyclone",9935.6924622036,"Occurrence"
3072,6373,"Bangladesh","Cyclone",24234154.646784,"Occurrence"
3072,6374,"Bangladesh","Cyclone",198471.961117257,"Occurrence"
3072,6375,"Bangladesh","Cyclone",4819.28123756395,"Occurrence"
3072,6376,"Bangladesh","Cyclone",4287.88979316925,"Occurrence"
3072,6377,"Bangladesh","Cyclone",2355896.43634777,"Occurrence"
3073,6378,"Bangladesh","Cyclone",232051.507920988,"Occurrence"
3073,6379,"Bangladesh","Cyclone",10443029.6352096,"Occurrence"
3073,6380,"Bangladesh","Cyclone",718435.290718459,"Occurrence"
3074,6381,"Bangladesh","Cyclone",389689.57190815,"Occurrence"
3074,6382,"Bangladesh","Cyclone",183763.949255529,"Occurrence"
3074,6383,"Bangladesh","Cyclone",179315.249717621,"Occurrence"
3075,6384,"Bangladesh","Cyclone",62097.1507106588,"Occurrence"
3075,6385,"Bangladesh","Cyclone",5610176.40446332,"Occurrence"
3075,6386,"Bangladesh","Cyclone",6004.63392407193,"Occurrence"
3075,6387,"Bangladesh","Cyclone",330355594.393407,"Occurrence"
3076,6388,"Bangladesh","Cyclone",4497371011.491,"Occurrence"
3076,6389,"Bangladesh","Cyclone",2454013.32709021,"Occurrence"
3077,6390,"Bangladesh","Cyclone",5689810.16195487,"Occurrence"
3078,6391,"Bangladesh","Cyclone",357597.818411265,"Occurrence"
3078,6392,"Bangladesh","Cyclone",24679.9895375901,"Occurrence"
3079,6393,"Bangladesh","Cyclone",46053.9922794528,"Occurrence"
3079,6394,"Bangladesh","Cyclone",25896087.3432235,"Occurrence"
3081,6395,"Bangladesh","Cyclone",2968349.45585145,"Occurrence"
3081,6396,"Bangladesh","Cyclone",536.591521864398,"Occurrence"
3082,6397,"Bangladesh","Cyclone",195475.999427396,"Occurrence"
3082,6398,"Bangladesh","Cyclone",88607.5334768865,"Occurrence"
3083,6399,"Bangladesh","Cyclone",199613.918889981,"Occurrence"
3083,6400,"Bangladesh","Cyclone",608406.897045038,"Occurrence"
3083,6401,"Bangladesh","Cyclone",138775.498697999,"Occurrence"
3085,6402,"Bangladesh","Cyclone",1530704.96401182,"Occurrence"
3085,6403,"Bangladesh","Cyclone",254180.202556923,"Occurrence"
3086,6404,"Bangladesh","Cyclone",4922.49378033583,"Occurrence"
3086,6405,"Bangladesh","Cyclone",165690597.993689,"Occurrence"
3086,6406,"Bangladesh","Cyclone",828821.722818716,"Occurrence"
3086,6407,"Bangladesh","Cyclone",40339.6947990407,"Occurrence"
3087,6408,"Bangladesh","Cyclone",2014984.85548274,"Occurrence"
3087,6409,"Bangladesh","Cyclone",9944923.24100765,"Occurrence"
3088,6410,"Bangladesh","Cyclone",89781.3863981467,"Occurrence"
3090,6411,"Bangladesh","Cyclone",45380.3760911071,"Occurrence"
3091,6412,"Bangladesh","Cyclone",6964.00617388177,"Occurrence"
3092,6413,"Bangladesh","Cyclone",4328265.0114094,"Occurrence"
3092,6414,"Bangladesh","Cyclone",272399477.175824,"Occurrence"
3092,6415,"Bangladesh","Cyclone",81881.7824562239,"Occurrence"
3093,6416,"Bangladesh","Cyclone",1204714.84156542,"Occurrence"
3094,6417,"Bangladesh","Cyclone",1313619.16147783,"Occurrence"
3094,6418,"Bangladesh","Cyclone",60876921.3318209,"Occurrence"
3094,6419,"Bangladesh","Cyclone",2015889.70806421,"Occurrence"
3095,6420,"Bangladesh","Cyclone",2226512.59034792,"Occurrence"
3095,6421,"Bangladesh","Cyclone",10480955.6839605,"Occurrence"
3095,6422,"Bangladesh","Cyclone",61442.3265096702,"Occurrence"
3095,6423,"Bangladesh","Cyclone",48778.0005590281,"Occurrence"
3096,6424,"Bangladesh","Cyclone",2004787.93850637,"Occurrence"
3096,6425,"Bangladesh","Cyclone",59194.4585565547,"Occurrence"
3096,6426,"Bangladesh","Cyclone",783093.903884284,"Occurrence"
3096,6427,"Bangladesh","Cyclone",56552.5433184811,"Occurrence"
3097,6428,"Bangladesh","Cyclone",91678.4338928814,"Occurrence"
3099,6429,"Bangladesh","Cyclone",449693.392705982,"Occurrence"
3099,6430,"Bangladesh","Cyclone",821781.237727509,"Occurrence"
3099,6431,"Bangladesh","Cyclone",59724.4127127899,"Occurrence"
3100,6432,"Bangladesh","Cyclone",217815.233559336,"Occurrence"
3100,6433,"Bangladesh","Cyclone",1030241.37967669,"Occurrence"
3101,6434,"Bangladesh","Cyclone",25636.5389447123,"Occurrence"
3102,6435,"Bangladesh","Cyclone",437029.312153749,"Occurrence"
3102,6436,"Bangladesh","Cyclone",96509.5203848213,"Occurrence"
3103,6437,"Bangladesh","Cyclone",744090.147679571,"Occurrence"
3104,6438,"Bangladesh","Cyclone",7477870.36921204,"Occurrence"
3105,6439,"Bangladesh","Cyclone",4961015.22977336,"Occurrence"
3105,6440,"Bangladesh","Cyclone",158005.171202061,"Occurrence"
3105,6441,"Bangladesh","Cyclone",13941196.4778155,"Occurrence"
3106,6442,"Bangladesh","Cyclone",91806865.0962487,"Occurrence"
3106,6443,"Bangladesh","Cyclone",764711760.39115,"Occurrence"
3106,6444,"Bangladesh","Cyclone",33248081.8978064,"Occurrence"
3106,6445,"Bangladesh","Cyclone",18928499.4975533,"Occurrence"
3108,6446,"Bangladesh","Cyclone",5402209.88475805,"Occurrence"
3108,6447,"Bangladesh","Cyclone",1022307.29008511,"Occurrence"
3109,6448,"Bangladesh","Cyclone",49688.6695908413,"Occurrence"
3110,6449,"Bangladesh","Cyclone",65759109.4508628,"Occurrence"
3111,6450,"Bangladesh","Cyclone",10129188.6091244,"Occurrence"
3111,6451,"Bangladesh","Cyclone",7421.49770720766,"Occurrence"
3113,6452,"Bangladesh","Cyclone",4985.6509526106,"Occurrence"
3113,6453,"Bangladesh","Cyclone",954360.547603174,"Occurrence"
3114,6454,"Bangladesh","Cyclone",5059826689.83352,"Occurrence"
3114,6455,"Bangladesh","Cyclone",306948.627093799,"Occurrence"
3115,6456,"Bangladesh","Cyclone",262146.1378382,"Occurrence"
3116,6457,"Bangladesh","Cyclone",310300.75483288,"Occurrence"
3118,6458,"Bangladesh","Cyclone",1511947.63744147,"Occurrence"
3119,6459,"Bangladesh","Cyclone",35.1919200935837,"Occurrence"
3119,6460,"Bangladesh","Cyclone",812162.818235502,"Occurrence"
3119,6461,"Bangladesh","Cyclone",7237.65382507676,"Occurrence"
3119,6462,"Bangladesh","Cyclone",239967937.129282,"Occurrence"
3120,6463,"Bangladesh","Cyclone",11160859650.4747,"Occurrence"
3120,6464,"Bangladesh","Cyclone",1021712.33442169,"Occurrence"
3120,6465,"Bangladesh","Cyclone",46168.5576322798,"Occurrence"
3121,6466,"Bangladesh","Cyclone",71129085.2322252,"Occurrence"
3121,6467,"Bangladesh","Cyclone",7921856.62167852,"Occurrence"
3121,6468,"Bangladesh","Cyclone",17800468.835209,"Occurrence"
3121,6469,"Bangladesh","Cyclone",157764.928743583,"Occurrence"
3121,6470,"Bangladesh","Cyclone",975973147.080749,"Occurrence"
3123,6471,"Bangladesh","Cyclone",1660015.06409062,"Occurrence"
3123,6472,"Bangladesh","Cyclone",280463018.130691,"Occurrence"
3124,6473,"Bangladesh","Cyclone",13300.7838170104,"Occurrence"
3124,6474,"Bangladesh","Cyclone",23499.6239750685,"Occurrence"
3124,6475,"Bangladesh","Cyclone",12886600.2792318,"Occurrence"
3124,6476,"Bangladesh","Cyclone",1787451.95470663,"Occurrence"
3124,6477,"Bangladesh","Cyclone",555203.349623762,"Occurrence"
3125,6478,"Bangladesh","Cyclone",1639570.37389165,"Occurrence"
3125,6479,"Bangladesh","Cyclone",43800557.5679485,"Occurrence"
3125,6480,"Bangladesh","Cyclone",7201290.52548347,"Occurrence"
3125,6481,"Bangladesh","Cyclone",3701.38686335697,"Occurrence"
3126,6482,"Bangladesh","Cyclone",3340.05678717197,"Occurrence"
3126,6483,"Bangladesh","Cyclone",1244214.62441459,"Occurrence"
3126,6484,"Bangladesh","Cyclone",141850.660933916,"Occurrence"
3126,6485,"Bangladesh","Cyclone",2315611.33900211,"Occurrence"
3127,6486,"Bangladesh","Cyclone",2381803.8592867,"Occurrence"
3127,6487,"Bangladesh","Cyclone",850681855.893427,"Occurrence"
3128,6488,"Bangladesh","Cyclone",229407.104645594,"Occurrence"
3128,6489,"Bangladesh","Cyclone",735580.193633472,"Occurrence"
3128,6490,"Bangladesh","Cyclone",57890499.3430616,"Occurrence"
3128,6491,"Bangladesh","Cyclone",49292.8372766878,"Occurrence"
3129,6492,"Bangladesh","Cyclone",4635576.2113073,"Occurrence"
3129,6493,"Bangladesh","Cyclone",29292547.2776024,"Occurrence"
3130,6494,"Bangladesh","Cyclone",533042025.307346,"Occurrence"
3131,6495,"Bangladesh","Cyclone",16060.2504619083,"Occurrence"
3132,6496,"Bangladesh","Cyclone",77945.6108642794,"Occurrence"
3132,6497,"Bangladesh","Cyclone",21133.3430117304,"Occurrence"
3133,6498,"Bangladesh","Cyclone",1745.29593963909,"Occurrence"
3133,6499,"Bangladesh","Cyclone",276056.649869503,"Occurrence"
3133,6500,"Bangladesh","Cyclone",102848251.17549,"Occurrence"
3134,6501,"Bangladesh","Cyclone",4932531.32421679,"Occurrence"
3135,6502,"Bangladesh","Cyclone",1065900.76885478,"Occurrence"
3135,6503,"Bangladesh","Cyclone",477802.990097196,"Occurrence"
3135,6504,"Bangladesh","Cyclone",2263305.33404334,"Occurrence"
3136,6505,"Bangladesh","Cyclone",124589.141845816,"Occurrence"
3137,6506,"Bangladesh","Cyclone",44048.9102291274,"Occurrence"
3137,6507,"Bangladesh","Cyclone",309612.566153063,"Occurrence"
3139,6508,"Bangladesh","Cyclone",370201615.455158,"Occurrence"
3139,6509,"Bangladesh","Cyclone",615243.491497129,"Occurrence"
3139,6510,"Bangladesh","Cyclone",747480.132901975,"Occurrence"
3139,6511,"Bangladesh","Cyclone",145314522.487789,"Occurrence"
3140,6512,"Bangladesh","Cyclone",17264.2380688059,"Occurrence"
3140,6513,"Bangladesh","Cyclone",125292.673988792,"Occurrence"
3140,6514,"Bangladesh","Cyclone",830460.247224568,"Occurrence"
3141,6515,"Bangladesh","Cyclone",3360441.67230477,"Occurrence"
3142,6516,"Bangladesh","Cyclone",14857.3987982557,"Occurrence"
3142,6517,"Bangladesh","Cyclone",291608.815951705,"Occurrence"
3142,6518,"Bangladesh","Cyclone",75818.4180438924,"Occurrence"
3143,6519,"Bangladesh","Cyclone",683958.572021851,"Occurrence"
3144,6520,"Bangladesh","Cyclone",877575.372113593,"Occurrence"
3144,6521,"Bangladesh","Cyclone",122136.417518363,"Occurrence"
3145,6522,"Bangladesh","Cyclone",675249.954355438,"Occurrence"
3146,6523,"Bangladesh","Cyclone",12750.7203376263,"Occurrence"
3147,6524,"Bangladesh","Cyclone",219374.40795981,"Occurrence"
3147,6525,"Bangladesh","Cyclone",77172.1543584207,"Occurrence"
3147,6526,"Bangladesh","Cyclone",1227104507.50869,"Occurrence"
3150,6527,"Bangladesh","Cyclone",3792.576721643,"Occurrence"
3150,6528,"Bangladesh","Cyclone",4136954.36770088,"Occurrence"
3151,6529,"Bangladesh","Cyclone",1432888.26355218,"Occurrence"
3151,6530,"Bangladesh","Cyclone",25190.4963990935,"Occurrence"
3151,6531,"Bangladesh","Cyclone",20189454.3325035,"Occurrence"
3152,6532,"Bangladesh","Cyclone",1842805.82275951,"Occurrence"
3152,6533,"Bangladesh","Cyclone",39230134.2211172,"Occurrence"
3153,6534,"Bangladesh","Cyclone",558408.273367327,"Occurrence"
3153,6535,"Bangladesh","Cyclone",1946504.87833863,"Occurrence"
3154,6536,"Bangladesh","Cyclone",57216.344876972,"Occurrence"
3155,6537,"Bangladesh","Cyclone",298516.58361176,"Occurrence"
3155,6538,"Bangladesh","Cyclone",767037887.623776,"Occurrence"
3155,6539,"Bangladesh","Cyclone",7608947.64173551,"Occurrence"
3156,6540,"Bangladesh","Cyclone",524989071.99386,"Occurrence"
3156,6541,"Bangladesh","Cyclone",1307277.75737727,"Occurrence"
3156,6542,"Bangladesh","Cyclone",441.179254984265,"Occurrence"
3157,6543,"Bangladesh","Cyclone",29442179.3074776,"Occurrence"
3157,6544,"Bangladesh","Cyclone",9270827.89908032,"Occurrence"
3157,6545,"Bangladesh","Cyclone",17915.9308053273,"Occurrence"
3157,6546,"Bangladesh","Cyclone",347332.229846379,"Occurrence"
3158,6547,"Bangladesh","Cyclone",117413193.725181,"Occurrence"
3158,6548,"Bangladesh","Cyclone",2048.56866124929,"Occurrence"
3159,6549,"Bangladesh","Cyclone",1175604482.29097,"Occurrence"
3159,6550,"Bangladesh","Cyclone",115417.086425524,"Occurrence"
3159,6551,"Bangladesh","Cyclone",75729.1221473532,"Occurrence"
3159,6552,"Bangladesh","Cyclone",1860.60808686365,"Occurrence"
3159,6553,"Bangladesh","Cyclone",5001182419.18991,"Occurrence"
3160,6554,"Bangladesh","Cyclone",18464668.4520368,"Occurrence"
3160,6555,"Bangladesh","Cyclone",732851.006533195,"Occurrence"
3160,6556,"Bangladesh","Cyclone",2137698.91721655,"Occurrence"
3161,6557,"Bangladesh","Cyclone",120676.162386411,"Occurrence"
3161,6558,"Bangladesh","Cyclone",201015.950654574,"Occurrence"
3161,6559,"Bangladesh","Cyclone",236758010.202053,"Occurrence"
3161,6560,"Bangladesh","Cyclone",131597.780232013,"Occurrence"
3162,6561,"Bangladesh","Cyclone",135335.300753147,"Occurrence"
3162,6562,"Bangladesh","Cyclone",28498811.6526462,"Occurrence"
3163,6563,"Bangladesh","Cyclone",7123688.8479673,"Occurrence"
3164,6564,"Bangladesh","Cyclone",35209.7574805678,"Occurrence"
3165,6565,"Bangladesh","Cyclone",3895.04597678207,"Occurrence"
3166,6566,"Bangladesh","Cyclone",905858.062307878,"Occurrence"
3166,6567,"Bangladesh","Cyclone",1829790804.98018,"Occurrence"
3167,6568,"Bangladesh","Cyclone",1123358.17976567,"Occurrence"
3167,6569,"Bangladesh","Cyclone",772164.68394528,"Occurrence"
3168,6570,"Bangladesh","Cyclone",112488.587902793,"Occurrence"
3168,6571,"Bangladesh","Cyclone",14774590.5094612,"Occurrence"
3169,6572,"Bangladesh","Cyclone",175851774.11807,"Occurrence"
3169,6573,"Bangladesh","Cyclone",125054.351187106,"Occurrence"
3170,6574,"Bangladesh","Cyclone",177041.347183465,"Occurrence"
3170,6575,"Bangladesh","Cyclone",143803.992007277,"Occurrence"
3171,6576,"Bangladesh","Cyclone",1883952152.18618,"Occurrence"
3171,6577,"Bangladesh","Cyclone",310047682.486881,"Occurrence"
3171,6578,"Bangladesh","Cyclone",221650.722124764,"Occurrence"
3174,6579,"Bangladesh","Cyclone",7969203.39112428,"Occurrence"
3175,6580,"Bangladesh","Cyclone",2264.4644422386,"Occurrence"
3175,6581,"Bangladesh","Cyclone",2804.94367133675,"Occurrence"
3175,6582,"Bangladesh","Cyclone",7551842.68585282,"Occurrence"
3176,6583,"Bangladesh","Cyclone",212974.591732543,"Occurrence"
3177,6584,"Bangladesh","Cyclone",1580355.09349428,"Occurrence"
3178,6585,"Bangladesh","Cyclone",719318.750180282,"Occurrence"
3180,6586,"Bangladesh","Cyclone",2754460339.76415,"Occurrence"
3180,6587,"Bangladesh","Cyclone",1189863.64094349,"Occurrence"
3181,6588,"Bangladesh","Cyclone",2088038.54745699,"Occurrence"
3182,6589,"Bangladesh","Cyclone",104471.825140342,"Occurrence"
3183,6590,"Bangladesh","Cyclone",23844580.8124172,"Occurrence"
3183,6591,"Bangladesh","Cyclone",247025.978597772,"Occurrence"
3184,6592,"Bangladesh","Cyclone",1794678.43580887,"Occurrence"
3185,6593,"Bangladesh","Cyclone",26155.2206822172,"Occurrence"
3185,6594,"Bangladesh","Cyclone",62510.935461092,"Occurrence"
3185,6595,"Bangladesh","Cyclone",38873.5102723801,"Occurrence"
3185,6596,"Bangladesh","Cyclone",6810.50693645054,"Occurrence"
3185,6597,"Bangladesh","Cyclone",21361.3642687353,"Occurrence"
3185,6598,"Bangladesh","Cyclone",1718502.5543201,"Occurrence"
3185,6599,"Bangladesh","Cyclone",2676090.88700598,"Occurrence"
3186,6600,"Bangladesh","Cyclone",13173.7056513144,"Occurrence"
3186,6601,"Bangladesh","Cyclone",258203.04698736,"Occurrence"
3187,6602,"Bangladesh","Cyclone",1253948.50686314,"Occurrence"
3188,6603,"Bangladesh","Cyclone",777411.362482545,"Occurrence"
3190,6604,"Bangladesh","Cyclone",598986.953342709,"Occurrence"
3190,6605,"Bangladesh","Cyclone",43945.4048377524,"Occurrence"
3190,6606,"Bangladesh","Cyclone",4860721.19942673,"Occurrence"
3190,6607,"Bangladesh","Cyclone",726004.542437835,"Occurrence"
3190,6608,"Bangladesh","Cyclone",1182237.55651541,"Occurrence"
3190,6609,"Bangladesh","Cyclone",19851.8752025132,"Occurrence"
3191,6610,"Bangladesh","Cyclone",1094.03608300429,"Occurrence"
3192,6611,"Bangladesh","Cyclone",649907.1329143,"Occurrence"
3192,6612,"Bangladesh","Cyclone",1100418.08653848,"Occurrence"
3192,6613,"Bangladesh","Cyclone",723220.1892338,"Occurrence"
3192,6614,"Bangladesh","Cyclone",273.102042020308,"Occurrence"
3192,6615,"Bangladesh","Cyclone",7483990.87703185,"Occurrence"
3193,6616,"Bangladesh","Cyclone",58033261.6585031,"Occurrence"
3193,6617,"Bangladesh","Cyclone",54115.4218143464,"Occurrence"
3194,6618,"Bangladesh","Cyclone",2933.33874742064,"Occurrence"
3195,6619,"Bangladesh","Cyclone",189428.284192731,"Occurrence"
3195,6620,"Bangladesh","Cyclone",1101417.55259306,"Occurrence"
3195,6621,"Bangladesh","Cyclone",63115446.3868155,"Occurrence"
3195,6622,"Bangladesh","Cyclone",40453753.5125891,"Occurrence"
3196,6623,"Bangladesh","Cyclone",1045193.85919898,"Occurrence"
3196,6624,"Bangladesh","Cyclone",362796.210522441,"Occurrence"
3196,6625,"Bangladesh","Cyclone",970.460701572552,"Occurrence"
3196,6626,"Bangladesh","Cyclone",38476.2810608745,"Occurrence"
3197,6627,"Bangladesh","Cyclone",39290.1042811099,"Occurrence"
3197,6628,"Bangladesh","Cyclone",10593.5961455256,"Occurrence"
3197,6629,"Bangladesh","Cyclone",61117.4088363683,"Occurrence"
3198,6630,"Bangladesh","Cyclone",577.037080152812,"Occurrence"
3199,6631,"Bangladesh","Cyclone",14969485.2115823,"Occurrence"
3199,6632,"Bangladesh","Cyclone",7436245.75635551,"Occurrence"
3201,6633,"Bangladesh","Cyclone",200175608.39135,"Occurrence"
3202,6634,"Bangladesh","Cyclone",17938783.0801482,"Occurrence"
3203,6635,"Bangladesh","Cyclone",960196.109063949,"Occurrence"
3204,6636,"Bangladesh","Cyclone",52300127.884907,"Occurrence"
3204,6637,"Bangladesh","Cyclone",1321590.75381459,"Occurrence"
3204,6638,"Bangladesh","Cyclone",143693.743354624,"Occurrence"
3205,6639,"Bangladesh","Cyclone",1324530.14766781,"Occurrence"
3205,6640,"Bangladesh","Cyclone",7973597.70688827,"Occurrence"
3205,6641,"Bangladesh","Cyclone",1396499.37925014,"Occurrence"
3206,6642,"Bangladesh","Cyclone",150411.524431312,"Occurrence"
3206,6643,"Bangladesh","Cyclone",10909101.3176858,"Occurrence"
3207,6644,"Bangladesh","Cyclone",1467783.659051,"Occurrence"
3208,6645,"Bangladesh","Cyclone",30241.7481951348,"Occurrence"
3208,6646,"Bangladesh","Cyclone",166779.430047143,"Occurrence"
3208,6647,"Bangladesh","Cyclone",921.695386105222,"Occurrence"
3209,6648,"Bangladesh","Cyclone",222567726.554568,"Occurrence"
3211,6649,"Bangladesh","Cyclone",136754.098516688,"Occurrence"
3212,6650,"Bangladesh","Cyclone",1699543.40563041,"Occurrence"
3212,6651,"Bangladesh","Cyclone",36189768.5484102,"Occurrence"
3212,6652,"Bangladesh","Cyclone",39334.7442738104,"Occurrence"
3212,6653,"Bangladesh","Cyclone",65739.481462867,"Occurrence"
3213,6654,"Bangladesh","Cyclone",751126.658147261,"Occurrence"
3213,6655,"Bangladesh","Cyclone",37804493.9144538,"Occurrence"
3214,6656,"Bangladesh","Cyclone",3583221.5771157,"Occurrence"
3214,6657,"Bangladesh","Cyclone",4913.20914791125,"Occurrence"
3214,6658,"Bangladesh","Cyclone",1222978.48536252,"Occurrence"
3216,6659,"Bangladesh","Cyclone",92182619.6410962,"Occurrence"
3216,6660,"Bangladesh","Cyclone",5091193.41031011,"Occurrence"
3216,6661,"Bangladesh","Cyclone",22580296.1746395,"Occurrence"
3217,6662,"Bangladesh","Cyclone",8659.6248395507,"Occurrence"
3218,6663,"Bangladesh","Cyclone",290.25294474021,"Occurrence"
3218,6664,"Bangladesh","Cyclone",5034908.23384426,"Occurrence"
3218,6665,"Bangladesh","Cyclone",656567.211202135,"Occurrence"
3219,6666,"Bangladesh","Cyclone",3348.17770983573,"Occurrence"
3220,6667,"Bangladesh","Cyclone",86216.5501538448,"Occurrence"
3220,6668,"Bangladesh","Cyclone",69326245.9340965,"Occurrence"
3221,6669,"Bangladesh","Cyclone",161243.399196504,"Occurrence"
3221,6670,"Bangladesh","Cyclone",5611305.64467339,"Occurrence"
3221,6671,"Bangladesh","Cyclone",187.194150428479,"Occurrence"
3221,6672,"Bangladesh","Cyclone",144894.658204029,"Occurrence"
3221,6673,"Bangladesh","Cyclone",38807862.54821,"Occurrence"
3221,6674,"Bangladesh","Cyclone",1021296.88997445,"Occurrence"
3223,6675,"Bangladesh","Cyclone",5300316.97934574,"Occurrence"
3223,6676,"Bangladesh","Cyclone",1129405.54522648,"Occurrence"
3224,6677,"Bangladesh","Cyclone",4847688.73319016,"Occurrence"
3224,6678,"Bangladesh","Cyclone",9204180.1558414,"Occurrence"
3225,6679,"Bangladesh","Cyclone",16758134.0501709,"Occurrence"
3227,6680,"Bangladesh","Cyclone",4480143.93426934,"Occurrence"
3227,6681,"Bangladesh","Cyclone",56094651.7808516,"Occurrence"
3228,6682,"Bangladesh","Cyclone",1297763.92746259,"Occurrence"
3228,6683,"Bangladesh","Cyclone",70092.5761352395,"Occurrence"
3228,6684,"Bangladesh","Cyclone",9353.70004753722,"Occurrence"
3229,6685,"Bangladesh","Cyclone",32270855.8682747,"Occurrence"
3229,6686,"Bangladesh","Cyclone",1215244.80598093,"Occurrence"
3229,6687,"Bangladesh","Cyclone",10159.7015240197,"Occurrence"
3230,6688,"Bangladesh","Cyclone",47268523.7016793,"Occurrence"
3231,6689,"Bangladesh","Cyclone",339040.829387473,"Occurrence"
3232,6690,"Bangladesh","Cyclone",20428.4557109896,"Occurrence"
3232,6691,"Bangladesh","Cyclone",97280221.9825767,"Occurrence"
3232,6692,"Bangladesh","Cyclone",1561.80800179819,"Occurrence"
3233,6693,"Bangladesh","Cyclone",10786.645276201,"Occurrence"
3233,6694,"Bangladesh","Cyclone",2495760.46409432,"Occurrence"
3234,6695,"Bangladesh","Cyclone",250052.897872838,"Occurrence"
3234,6696,"Bangladesh","Cyclone",309052.628879033,"Occurrence"
3234,6697,"Bangladesh","Cyclone",9305585.07429853,"Occurrence"
3234,6698,"Bangladesh","Cyclone",1097464.13013931,"Occurrence"
3234,6699,"Bangladesh","Cyclone",4415029.39951032,"Occurrence"
3234,6700,"Bangladesh","Cyclone",6703818.79933485,"Occurrence"
3235,6701,"Bangladesh","Cyclone",1312587478.87415,"Occurrence"
3235,6702,"Bangladesh","Cyclone",35432752.0915411,"Occurrence"
3235,6703,"Bangladesh","Cyclone",1406992.96163136,"Occurrence"
3235,6704,"Bangladesh","Cyclone",1708725.2198872,"Occurrence"
3235,6705,"Bangladesh","Cyclone",2106987.19777313,"Occurrence"
3237,6706,"Bangladesh","Cyclone",13797648.4544195,"Occurrence"
3237,6707,"Bangladesh","Cyclone",91562382.8874257,"Occurrence"
3238,6708,"Bangladesh","Cyclone",93473894.757097,"Occurrence"
3238,6709,"Bangladesh","Cyclone",18262643.3695786,"Occurrence"
3239,6710,"Bangladesh","Cyclone",233259500.004878,"Occurrence"
3239,6711,"Bangladesh","Cyclone",2474.57483417911,"Occurrence"
3240,6712,"Bangladesh","Cyclone",77694.6977119465,"Occurrence"
3240,6713,"Bangladesh","Cyclone",71177.6942668164,"Occurrence"
3240,6714,"Bangladesh","Cyclone",79959.8301975293,"Occurrence"
3240,6715,"Bangladesh","Cyclone",1783.79330432501,"Occurrence"
3241,6716,"Bangladesh","Cyclone",4180.74955794314,"Occurrence"
3241,6717,"Bangladesh","Cyclone",94930978.2076556,"Occurrence"
3242,6718,"Bangladesh","Cyclone",752424.952852937,"Occurrence"
3242,6719,"Bangladesh","Cyclone",9658796.25747028,"Occurrence"
3242,6720,"Bangladesh","Cyclone",158910.286908465,"Occurrence"
3242,6721,"Bangladesh","Cyclone",6099231.82599427,"Occurrence"
3242,6722,"Bangladesh","Cyclone",35594619.8880387,"Occurrence"
3242,6723,"Bangladesh","Cyclone",244352.961433103,"Occurrence"
3243,6724,"Bangladesh","Cyclone",645380.741797544,"Occurrence"
3243,6725,"Bangladesh","Cyclone",90875.0439004811,"Occurrence"
3244,6726,"Bangladesh","Cyclone",4704273.68958123,"Occurrence"
3244,6727,"Bangladesh","Cyclone",12823874.3398627,"Occurrence"
3244,6728,"Bangladesh","Cyclone",1285231721.13308,"Occurrence"
3244,6729,"Bangladesh","Cyclone",609.00565611727,"Occurrence"
3246,6730,"Bangladesh","Cyclone",153194.100055619,"Occurrence"
3246,6731,"Bangladesh","Cyclone",2202108.16018313,"Occurrence"
3246,6732,"Bangladesh","Cyclone",2739980.02128043,"Occurrence"
3247,6733,"Bangladesh","Cyclone",69697.1593897323,"Occurrence"
3248,6734,"Bangladesh","Cyclone",7498400.18582859,"Occurrence"
3248,6735,"Bangladesh","Cyclone",2440174.40475996,"Occurrence"
3249,6736,"Bangladesh","Cyclone",316108933.844118,"Occurrence"
3249,6737,"Bangladesh","Cyclone",21734999.8704282,"Occurrence"
3249,6738,"Bangladesh","Cyclone",207781.65048242,"Occurrence"
3249,6739,"Bangladesh","Cyclone",2544275.46014357,"Occurrence"
3249,6740,"Bangladesh","Cyclone",253092.633726631,"Occurrence"
3250,6741,"Bangladesh","Cyclone",16269050.7030272,"Occurrence"
3250,6742,"Bangladesh","Cyclone",50793.2433087598,"Occurrence"
3251,6743,"Bangladesh","Cyclone",550174.101551704,"Occurrence"
3251,6744,"Bangladesh","Cyclone",2692517.94876125,"Occurrence"
3251,6745,"Bangladesh","Cyclone",236213.160467113,"Occurrence"
3252,6746,"Bangladesh","Cyclone",928677.492246664,"Occurrence"
3253,6747,"Bangladesh","Cyclone",5135720.21424673,"Occurrence"
3253,6748,"Bangladesh","Cyclone",297383.135635567,"Occurrence"
3253,6749,"Bangladesh","Cyclone",30352424.155931,"Occurrence"
3254,6750,"Bangladesh","Cyclone",10716865.2230445,"Occurrence"
