Serial,Event,&quot;Region&quot;,Date (YMD),Directly affected,Indirectly Affected,Losses $USD
1134,DROUGHT,TADJOURAH,2007/4/0,0,0,0
1133,DROUGHT,TADJOURAH,2009/4/0,0,0,0
1132,DROUGHT,TADJOURAH,2010/3/0,0,0,0
1131,DROUGHT,TADJOURAH,2006/10/0,0,0,0
1130,DROUGHT,TADJOURAH,2007/9/0,0,0,0
1129,DROUGHT,TADJOURAH,2008/10/0,0,0,0
1128,DROUGHT,TADJOURAH,2008/11/0,0,0,0
1127,DROUGHT,TADJOURAH,2010/11/0,0,0,0
1126,DROUGHT,TADJOURAH,2009/4/0,0,0,0
1125,DROUGHT,TADJOURAH,2009/6/0,0,0,0
1124,DROUGHT,TADJOURAH,2010/5/0,0,0,0
1123,DROUGHT,TADJOURAH,2011/8/0,0,0,0
1122,ACCIDENT,TADJOURAH,2006/9/0,0,0,0
1121,ACCIDENT,TADJOURAH,2004/7/0,0,0,0
1119,DROUGHT,TADJOURAH,2009/9/0,0,0,0
1118,DROUGHT,TADJOURAH,2009/9/0,0,0,0
1117,FLOOD,TADJOURAH,2006/11/0,0,0,0
1116,FLOOD,TADJOURAH,2003/7/0,0,0,0
1108,FLOOD,TADJOURAH,24/09/2011,0,0,0
1106,FLOOD,TADJOURAH,2008/11/0,5,0,0
1104,DROUGHT,TADJOURAH,2009/9/0,0,0,0
1103,FLOOD,TADJOURAH,2006/9/0,0,0,0
1102,foudre,TADJOURAH,2010/10/0,0,0,0
1101,foudre,TADJOURAH,2010/7/0,0,0,0
1100,ACCIDENT,TADJOURAH,2006/2/0,0,0,0
1099,ACCIDENT,TADJOURAH,1999/4/0,0,0,0
1098,DROUGHT,TADJOURAH,2011/0/0,1,0,0
1097,DROUGHT,TADJOURAH,2009/7/0,0,0,0
1096,DROUGHT,TADJOURAH,2010/12/0,0,0,0
1094,EPIDEMIC,TADJOURAH,2011/7/0,0,0,0
1093,EPIDEMIC,TADJOURAH,2009/9/0,0,0,0
