Serial,Event,&quot;Region&quot;,Date (YMD),Directly affected,Indirectly Affected,Losses $USD
25145,FLOOD,Oromiya,01/08/2010,0,5000,0
25144,FLOOD,Oromiya,01/08/2010,0,0,0
25143,FLOOD,Oromiya,01/08/2010,0,22000,0
25142,RAIN,Oromiya,01/08/2010,0,0,0
25141,FLOOD,Oromiya,01/08/2010,0,0,0
25140,Land slide,Oromiya,01/08/2010,0,0,0
25139,Land slide,Oromiya,01/08/2010,0,8000,0
25138,FLOOD,Oromiya,01/08/2010,0,2500,0
25137,Land slide,Oromiya,01/08/2010,0,0,0
25136,FLOOD,Oromiya,01/04/2010,0,14000,0
25135,FLOOD,Oromiya,01/04/2010,0,3000,0
18172,CONFLICT,Tigray,07/09/1999,0,0,0
24995,DROUGHT,Tigray,07/09/2008,0,0,0
24994,DROUGHT,Tigray,07/09/2008,0,0,0
24993,DROUGHT,Tigray,07/09/2008,0,0,0
24762,DROUGHT,Tigray,07/09/2008,0,674304,0
24761,DROUGHT,Tigray,07/09/2008,0,0,0
24760,DROUGHT,Tigray,07/09/2007,0,151070,0
24759,DROUGHT,Tigray,07/09/2008,0,0,0
24758,DROUGHT,Tigray,07/09/2008,0,0,0
24757,DROUGHT,Tigray,07/09/2008,0,0,0
24756,DROUGHT,Tigray,07/09/2008,0,0,0
24755,DROUGHT,Tigray,07/09/2008,0,0,0
24608,FLOOD,Tigray,24/07/1996,0,0,0
24599,HAILSTORM,Tigray,07/09/1996,0,200,0
24548,DROUGHT,Tigray,07/09/1999,0,0,0
24547,DROUGHT,Tigray,07/09/1999,0,0,0
24342,Land slide,Tigray,07/09/1996,0,0,0
24318,HAILSTORM,Tigray,07/09/1995,0,268,0
24317,HAILSTORM,Tigray,07/09/1995,0,0,0
24316,HAILSTORM,Tigray,07/09/2000,0,0,0
24315,HAILSTORM,Tigray,29/08/1995,0,0,0
24314,HAILSTORM,Tigray,01/06/1994,0,0,0
24313,HAILSTORM,Tigray,01/06/1994,0,0,0
24312,HAILSTORM,Tigray,01/06/1994,0,0,0
24311,HAILSTORM,Tigray,01/06/1994,0,0,0
24310,HAILSTORM,Tigray,23/08/1999,0,0,0
24309,HAILSTORM,Tigray,23/08/1999,0,0,0
24308,HAILSTORM,Tigray,07/09/2005,0,0,0
24307,HAILSTORM,Tigray,07/09/2000,0,0,0
24306,HAILSTORM,Tigray,07/09/2000,0,0,0
24305,HAILSTORM,Tigray,07/09/2000,0,0,0
24304,HAILSTORM,Tigray,01/07/2003,0,0,0
24303,HAILSTORM,Tigray,07/09/1995,0,0,0
24302,HAILSTORM,Tigray,07/09/1995,0,0,0
24301,HAILSTORM,Tigray,07/09/1995,0,0,0
24300,HAILSTORM,Tigray,01/09/1993,0,0,0
24299,HAILSTORM,Tigray,01/07/2001,0,0,0
24298,HAILSTORM,Tigray,07/09/2000,0,34625,0
24180,FLOOD,Tigray,07/09/2007,0,2697,0
24179,FLOOD,Tigray,01/08/2006,0,0,0
24177,FLOOD,Tigray,01/06/1998,0,0,0
24176,FLOOD,Tigray,07/09/1995,0,0,0
24175,FLOOD,Tigray,01/06/2004,0,0,0
24174,FLOOD,Tigray,07/09/2007,0,462,0
24173,FLOOD,Tigray,01/08/2006,0,0,0
24172,FLOOD,Tigray,07/09/1996,0,0,0
24171,FLOOD,Tigray,07/09/2007,0,87,0
24170,FLOOD,Tigray,01/08/2006,0,0,0
24169,FLOOD,Tigray,01/09/2004,0,50,0
24168,FLOOD,Tigray,01/09/2004,0,1875,0
24167,FLOOD,Tigray,07/09/2001,0,0,0
24166,FLOOD,Tigray,01/08/2004,0,0,0
24178,FLOOD,Tigray,07/09/2007,0,237,0
24165,FLOOD,Tigray,07/09/1992,0,0,0
24164,FLOOD,Tigray,07/09/2007,0,1400,0
24163,FLOOD,Tigray,01/09/2003,0,0,0
24162,FLOOD,Tigray,11/08/2001,0,1027,0
24161,FLOOD,Tigray,01/06/1998,0,0,0
24160,FLOOD,Tigray,01/03/2004,0,0,0
24159,FLOOD,Tigray,01/09/2005,0,0,0
24158,FLOOD,Tigray,01/08/2004,0,0,0
24157,FLOOD,Tigray,07/09/1992,0,0,0
24156,FLOOD,Tigray,07/09/1985,0,0,0
24155,FLOOD,Tigray,01/06/2004,0,0,0
24154,FLOOD,Tigray,01/08/1996,0,0,0
24153,FLOOD,Tigray,20/08/1996,0,0,0
24152,FLOOD,Tigray,01/08/2006,0,0,0
24151,FLOOD,Tigray,01/08/2005,0,3400,0
24150,FLOOD,Tigray,07/09/1995,0,112,0
24149,FLOOD,Tigray,07/09/1995,0,0,0
24148,FLOOD,Tigray,07/09/1995,0,0,0
24147,FLOOD,Tigray,01/08/2006,0,0,0
24146,FLOOD,Tigray,01/08/1996,0,2900,0
24145,FLOOD,Tigray,09/03/1995,0,0,0
24144,FLOOD,Tigray,21/08/1995,0,0,0
24143,FLOOD,Tigray,07/09/1992,0,0,0
24142,FLOOD,Tigray,01/08/2004,0,0,0
24141,FLOOD,Tigray,07/09/1995,0,0,0
24140,FLOOD,Tigray,01/08/2004,0,0,0
24139,FLOOD,Tigray,09/03/1995,0,0,0
24138,FLOOD,Tigray,07/09/1995,0,0,0
22795,DROUGHT,Tigray,07/09/2008,0,0,0
22794,DROUGHT,Tigray,07/09/2008,0,0,0
22793,DROUGHT,Tigray,07/09/2008,0,0,0
22792,DROUGHT,Tigray,07/09/2008,0,0,0
22791,DROUGHT,Tigray,07/09/2008,0,0,0
22790,DROUGHT,Tigray,07/09/2008,0,0,0
22789,DROUGHT,Tigray,07/09/2008,0,11,0
22788,DROUGHT,Tigray,07/09/2008,0,11,0
22787,DROUGHT,Tigray,07/09/2008,0,10,0
22786,DROUGHT,Tigray,07/09/2008,0,9,0
22785,DROUGHT,Tigray,07/09/2008,0,7,0
22784,DROUGHT,Tigray,07/09/2008,0,12,0
22783,DROUGHT,Tigray,07/09/2008,0,8,0
22782,DROUGHT,Tigray,07/09/2008,0,16,0
22781,DROUGHT,Tigray,07/09/2006,0,146105,0
22758,DROUGHT,Tigray,07/09/1996,0,10,0
22727,DROUGHT,Tigray,07/09/2006,0,146105,0
22726,DROUGHT,Tigray,07/09/1999,0,0,0
22725,DROUGHT,Tigray,07/09/1990,0,800000,0
22724,DROUGHT,Tigray,07/09/1995,0,3400,0
22723,DROUGHT,Tigray,07/09/2005,0,20434,0
22722,DROUGHT,Tigray,07/09/2004,0,55800,0
22721,DROUGHT,Tigray,07/09/2003,0,73300,0
22720,DROUGHT,Tigray,07/09/2002,0,32300,0
22719,DROUGHT,Tigray,07/09/2001,0,41800,0
22718,DROUGHT,Tigray,07/09/2000,0,12700,0
22717,DROUGHT,Tigray,07/09/1999,0,5035,0
22716,DROUGHT,Tigray,07/09/1998,0,57000,0
22715,DROUGHT,Tigray,07/09/1997,0,14800,0
22714,DROUGHT,Tigray,07/09/1996,0,6050,0
22713,DROUGHT,Tigray,07/09/1995,0,8500,0
22712,DROUGHT,Tigray,07/09/1994,0,6000,0
22711,DROUGHT,Tigray,07/09/2005,0,30017,0
22710,DROUGHT,Tigray,07/09/2004,0,128001,0
22709,DROUGHT,Tigray,07/09/2003,0,88800,0
22708,DROUGHT,Tigray,07/09/2002,0,21000,0
22707,DROUGHT,Tigray,07/09/2001,0,24200,0
22706,DROUGHT,Tigray,07/09/2000,0,15012,0
22705,DROUGHT,Tigray,07/09/1999,0,16051,0
22704,DROUGHT,Tigray,07/09/1998,0,63400,0
22703,DROUGHT,Tigray,07/09/1996,0,4000,0
22702,DROUGHT,Tigray,07/09/1995,0,8000,0
22701,DROUGHT,Tigray,07/09/1994,0,20000,0
22700,DROUGHT,Tigray,07/09/2004,0,49100,0
22699,DROUGHT,Tigray,07/09/2003,0,55900,0
22698,DROUGHT,Tigray,07/09/2002,0,48260,0
22697,DROUGHT,Tigray,07/09/2001,0,49600,0
22696,DROUGHT,Tigray,07/09/2000,0,13540,0
22695,DROUGHT,Tigray,07/09/1999,0,0,0
22694,DROUGHT,Tigray,07/09/1999,0,13610,0
22693,DROUGHT,Tigray,07/09/1998,0,56200,0
22692,DROUGHT,Tigray,07/09/1997,0,12400,0
22691,DROUGHT,Tigray,07/09/1996,0,13350,0
22690,DROUGHT,Tigray,07/09/1995,0,16000,0
22689,DROUGHT,Tigray,07/09/2005,0,24599,0
22688,DROUGHT,Tigray,07/09/2004,0,60000,0
22687,DROUGHT,Tigray,07/09/2003,0,92650,0
22686,DROUGHT,Tigray,07/09/2002,0,34900,0
22685,DROUGHT,Tigray,07/09/2001,0,40000,0
22684,DROUGHT,Tigray,07/09/2000,0,9820,0
22683,DROUGHT,Tigray,07/09/1999,0,3227,0
22682,DROUGHT,Tigray,07/09/1998,0,60000,0
22681,DROUGHT,Tigray,07/09/1997,0,32400,0
22680,DROUGHT,Tigray,07/09/1996,0,6967,0
22679,DROUGHT,Tigray,07/09/1995,0,12000,0
22678,DROUGHT,Tigray,07/09/1994,0,19000,0
22677,DROUGHT,Tigray,07/09/2005,0,28870,0
22676,DROUGHT,Tigray,07/09/2004,0,64000,0
22675,DROUGHT,Tigray,07/09/2003,0,98000,0
22674,DROUGHT,Tigray,07/09/2002,0,42500,0
22673,DROUGHT,Tigray,07/09/2001,0,55000,0
22672,DROUGHT,Tigray,07/09/2000,0,12750,0
22671,DROUGHT,Tigray,07/09/1999,0,2017,0
22670,DROUGHT,Tigray,07/09/1998,0,49800,0
22669,DROUGHT,Tigray,07/09/1997,0,91900,0
22668,DROUGHT,Tigray,07/09/1996,0,16900,0
22667,DROUGHT,Tigray,07/09/1995,0,16500,0
22666,DROUGHT,Tigray,07/09/1994,0,27500,0
22665,DROUGHT,Tigray,07/09/2005,0,2202,0
22664,DROUGHT,Tigray,07/09/2004,0,34900,0
22663,DROUGHT,Tigray,07/09/2003,0,40100,0
22662,DROUGHT,Tigray,07/09/2002,0,25000,0
22661,DROUGHT,Tigray,07/09/2001,0,24500,0
22660,DROUGHT,Tigray,07/09/2000,0,7260,0
22659,DROUGHT,Tigray,07/09/1999,0,1590,0
22658,DROUGHT,Tigray,07/09/1998,0,30000,0
22657,DROUGHT,Tigray,07/09/1997,0,5100,0
22656,DROUGHT,Tigray,07/09/1996,0,16000,0
22655,DROUGHT,Tigray,07/09/1995,0,6333,0
22654,DROUGHT,Tigray,07/09/1994,0,25000,0
22653,DROUGHT,Tigray,07/09/2005,0,18555,0
22652,DROUGHT,Tigray,07/09/2004,0,69001,0
22651,DROUGHT,Tigray,07/09/2003,0,51300,0
22650,DROUGHT,Tigray,07/09/2002,0,23000,0
22649,DROUGHT,Tigray,07/09/2001,0,16600,0
22648,DROUGHT,Tigray,07/09/2000,0,8298,0
22647,DROUGHT,Tigray,07/09/1999,0,13608,0
22646,DROUGHT,Tigray,07/09/1998,0,53500,0
22645,DROUGHT,Tigray,07/09/1997,0,5200,0
22644,DROUGHT,Tigray,07/09/1995,0,21000,0
22643,DROUGHT,Tigray,07/09/1994,0,31000,0
22642,DROUGHT,Tigray,07/09/2005,0,6370,0
22641,DROUGHT,Tigray,07/09/2004,0,24100,0
22640,DROUGHT,Tigray,07/09/2003,0,33600,0
22639,DROUGHT,Tigray,07/09/2002,0,18840,0
22638,DROUGHT,Tigray,02/12/2002,0,0,0
22637,DROUGHT,Tigray,07/09/2001,0,22400,0
22636,DROUGHT,Tigray,07/09/2000,0,7358,0
22635,DROUGHT,Tigray,07/09/1999,0,1613,0
22634,DROUGHT,Tigray,07/09/1998,0,20500,0
22633,DROUGHT,Tigray,07/09/1997,0,5500,0
22632,DROUGHT,Tigray,07/09/1996,0,4000,0
22631,DROUGHT,Tigray,07/09/1995,0,9333,0
22630,DROUGHT,Tigray,07/09/1994,0,4500,0
22629,DROUGHT,Tigray,07/09/2003,0,0,0
22628,DROUGHT,Tigray,07/09/2005,0,5880,0
22627,DROUGHT,Tigray,07/09/2004,0,42000,0
22626,DROUGHT,Tigray,07/09/2003,0,46800,0
22625,DROUGHT,Tigray,07/09/2002,0,39400,0
22624,DROUGHT,Tigray,07/09/2001,0,45100,0
22623,DROUGHT,Tigray,07/09/2000,0,23037,0
22622,DROUGHT,Tigray,07/09/1999,0,38000,0
22621,DROUGHT,Tigray,07/09/1998,0,40000,0
22620,DROUGHT,Tigray,07/09/1997,0,12000,0
22619,DROUGHT,Tigray,07/09/1996,0,26000,0
22618,DROUGHT,Tigray,07/09/1995,0,23000,0
22617,DROUGHT,Tigray,07/09/2005,0,3921,0
22616,DROUGHT,Tigray,07/09/2004,0,5000,0
22615,DROUGHT,Tigray,07/09/2003,0,18600,0
22614,DROUGHT,Tigray,07/09/2002,0,3200,0
22613,DROUGHT,Tigray,07/09/2000,0,2800,0
22612,DROUGHT,Tigray,07/09/1997,0,1100,0
22611,DROUGHT,Tigray,07/09/1995,0,3300,0
22610,DROUGHT,Tigray,07/09/1994,0,6000,0
22609,DROUGHT,Tigray,07/09/2004,0,16000,0
22608,DROUGHT,Tigray,07/09/2003,0,46300,0
22607,DROUGHT,Tigray,07/09/2002,0,7500,0
22606,DROUGHT,Tigray,07/09/2000,0,12024,0
22605,DROUGHT,Tigray,07/09/1999,0,3210,0
22604,DROUGHT,Tigray,07/09/1998,0,51800,0
22603,DROUGHT,Tigray,07/09/1997,0,10000,0
22602,DROUGHT,Tigray,07/09/1994,0,9500,0
22601,DROUGHT,Tigray,07/09/2005,0,3363,0
22600,DROUGHT,Tigray,07/09/2004,0,25000,0
22599,DROUGHT,Tigray,07/09/2003,0,49400,0
22598,DROUGHT,Tigray,07/09/2002,0,11000,0
22597,DROUGHT,Tigray,07/09/2000,0,2090,0
22596,DROUGHT,Tigray,07/09/1996,0,7100,0
22595,DROUGHT,Tigray,07/09/1995,0,1800,0
22594,DROUGHT,Tigray,07/09/1994,0,5000,0
22593,DROUGHT,Tigray,07/09/2005,0,14523,0
22592,DROUGHT,Tigray,07/09/2004,0,16000,0
22591,DROUGHT,Tigray,07/09/2003,0,27800,0
22590,DROUGHT,Tigray,07/09/2002,0,6600,0
22589,DROUGHT,Tigray,07/09/2001,0,14700,0
22588,DROUGHT,Tigray,07/09/2000,0,5650,0
22587,DROUGHT,Tigray,07/09/1999,0,2795,0
22586,DROUGHT,Tigray,07/09/1998,0,13000,0
22585,DROUGHT,Tigray,07/09/1997,0,6000,0
22584,DROUGHT,Tigray,07/09/1995,0,800,0
22583,DROUGHT,Tigray,07/09/1994,0,20000,0
22582,DROUGHT,Tigray,07/09/2004,0,74000,0
22581,DROUGHT,Tigray,07/09/2003,0,20400,0
22580,DROUGHT,Tigray,07/09/2002,0,1300,0
22579,DROUGHT,Tigray,07/09/1999,0,5998,0
22578,DROUGHT,Tigray,07/09/1998,0,58900,0
22577,DROUGHT,Tigray,07/09/1997,0,22000,0
22576,DROUGHT,Tigray,07/09/1999,0,28341,0
22575,DROUGHT,Tigray,07/09/1998,0,48400,0
22574,DROUGHT,Tigray,07/09/1997,0,70900,0
22573,DROUGHT,Tigray,07/09/1994,0,44333,0
22572,DROUGHT,Tigray,07/09/1999,0,3299,0
22571,DROUGHT,Tigray,07/09/1998,0,35000,0
22570,DROUGHT,Tigray,07/09/1997,0,18300,0
22569,DROUGHT,Tigray,07/09/1994,0,37500,0
22568,DROUGHT,Tigray,07/09/1999,0,18197,0
22567,DROUGHT,Tigray,07/09/1998,0,38000,0
22566,DROUGHT,Tigray,07/09/1997,0,44100,0
22565,DROUGHT,Tigray,07/09/1994,0,44000,0
22564,DROUGHT,Tigray,07/09/1999,0,27246,0
22563,DROUGHT,Tigray,07/09/1998,0,50000,0
22562,DROUGHT,Tigray,07/09/1997,0,40700,0
22561,DROUGHT,Tigray,07/09/1994,0,35500,0
22560,DROUGHT,Tigray,07/09/1998,0,19000,0
22559,DROUGHT,Tigray,07/09/1997,0,22000,0
22558,DROUGHT,Tigray,07/09/1994,0,18000,0
22557,DROUGHT,Tigray,07/09/1999,0,13384,0
22556,DROUGHT,Tigray,07/09/1998,0,55000,0
22555,DROUGHT,Tigray,07/09/1997,0,54100,0
22554,DROUGHT,Tigray,07/09/1994,0,41000,0
22553,DROUGHT,Tigray,07/09/2005,0,6997,0
22552,DROUGHT,Tigray,07/09/2004,0,74000,0
22551,DROUGHT,Tigray,07/09/2003,0,95761,0
22550,DROUGHT,Tigray,07/09/2002,0,63000,0
22549,DROUGHT,Tigray,07/09/2001,0,46000,0
22548,DROUGHT,Tigray,07/09/2000,0,12540,0
22547,DROUGHT,Tigray,07/09/1995,0,8000,0
22546,DROUGHT,Tigray,07/09/2005,0,14523,0
22545,DROUGHT,Tigray,07/09/2004,0,77200,0
22544,DROUGHT,Tigray,07/09/2003,0,102200,0
22543,DROUGHT,Tigray,07/09/2002,0,40000,0
22542,DROUGHT,Tigray,07/09/2001,0,71700,0
22541,DROUGHT,Tigray,07/09/2000,0,16238,0
22540,DROUGHT,Tigray,07/09/1996,0,32233,0
22539,DROUGHT,Tigray,07/09/1995,0,32333,0
22538,DROUGHT,Tigray,07/09/2005,0,25737,0
22537,DROUGHT,Tigray,07/09/2004,0,55000,0
22536,DROUGHT,Tigray,07/09/2003,0,80900,0
22535,DROUGHT,Tigray,07/09/2002,0,35600,0
22534,DROUGHT,Tigray,07/09/2001,0,38000,0
22533,DROUGHT,Tigray,07/09/2000,0,18078,0
22532,DROUGHT,Tigray,07/09/1996,0,12900,0
22531,DROUGHT,Tigray,07/09/1995,0,18200,0
22530,DROUGHT,Tigray,07/09/2005,0,20632,0
22529,DROUGHT,Tigray,07/09/2004,0,56000,0
22528,DROUGHT,Tigray,07/09/2003,0,78200,0
22527,DROUGHT,Tigray,07/09/2002,0,34700,0
22526,DROUGHT,Tigray,07/09/1996,0,34000,0
22525,DROUGHT,Tigray,07/09/1995,0,29600,0
22524,DROUGHT,Tigray,07/09/2005,0,19868,0
22523,DROUGHT,Tigray,07/09/2004,0,55000,0
22522,DROUGHT,Tigray,07/09/2003,0,75000,0
22521,DROUGHT,Tigray,07/09/2002,0,40500,0
22520,DROUGHT,Tigray,07/09/2001,0,54400,0
22519,DROUGHT,Tigray,07/09/2000,0,14350,0
22518,DROUGHT,Tigray,07/09/1996,0,25600,0
22517,DROUGHT,Tigray,07/09/1995,0,46650,0
22516,DROUGHT,Tigray,07/09/2005,0,788,0
22515,DROUGHT,Tigray,07/09/2004,0,22000,0
22514,DROUGHT,Tigray,07/09/2003,0,23600,0
22513,DROUGHT,Tigray,07/09/1996,0,16800,0
22512,DROUGHT,Tigray,07/09/1995,0,10400,0
22511,DROUGHT,Tigray,07/09/2005,0,22055,0
22510,DROUGHT,Tigray,07/09/2004,0,63400,0
22509,DROUGHT,Tigray,07/09/2003,0,81400,0
22508,DROUGHT,Tigray,07/09/2002,0,72000,0
22507,DROUGHT,Tigray,07/09/2001,0,64000,0
22506,DROUGHT,Tigray,07/09/2000,0,16056,0
22505,DROUGHT,Tigray,07/09/1996,0,20050,0
22504,DROUGHT,Tigray,07/09/1995,0,23800,0
22503,DROUGHT,Tigray,07/09/2005,0,25194,0
22502,DROUGHT,Tigray,07/09/2004,0,76000,0
22501,DROUGHT,Tigray,07/09/2003,0,104300,0
22500,DROUGHT,Tigray,07/09/2002,0,57200,0
22499,DROUGHT,Tigray,07/09/2001,0,50200,0
22498,DROUGHT,Tigray,07/09/2000,0,15820,0
22497,DROUGHT,Tigray,07/09/1999,0,6729,0
22496,DROUGHT,Tigray,07/09/1998,0,65000,0
22495,DROUGHT,Tigray,07/09/1997,0,15900,0
22494,DROUGHT,Tigray,07/09/1996,0,12133,0
22493,DROUGHT,Tigray,07/09/1995,0,7700,0
22492,DROUGHT,Tigray,07/09/1994,0,10500,0
22491,DROUGHT,Tigray,07/09/2004,0,25000,0
22490,DROUGHT,Tigray,07/09/2003,0,52700,0
22489,DROUGHT,Tigray,07/09/2002,0,39000,0
22488,DROUGHT,Tigray,07/09/2001,0,19700,0
22487,DROUGHT,Tigray,07/09/2000,0,6525,0
22486,DROUGHT,Tigray,07/09/1999,0,2000,0
22485,DROUGHT,Tigray,07/09/1998,0,10000,0
22484,DROUGHT,Tigray,07/09/1997,0,14800,0
22483,DROUGHT,Tigray,07/09/1996,0,14800,0
22482,DROUGHT,Tigray,07/09/1995,0,8500,0
22481,DROUGHT,Tigray,07/09/1994,0,9000,0
22480,DROUGHT,Tigray,07/09/2005,0,4374,0
22479,DROUGHT,Tigray,07/09/2004,0,41000,0
22478,DROUGHT,Tigray,07/09/2003,0,56500,0
22477,DROUGHT,Tigray,07/09/2002,0,50000,0
22476,DROUGHT,Tigray,07/09/2001,0,20000,0
22475,DROUGHT,Tigray,07/09/2000,0,12561,0
22474,DROUGHT,Tigray,07/09/1999,0,3300,0
22473,DROUGHT,Tigray,07/09/1998,0,18000,0
22472,DROUGHT,Tigray,07/09/1997,0,18700,0
22471,DROUGHT,Tigray,07/09/1996,0,17250,0
22470,DROUGHT,Tigray,07/09/1995,0,9550,0
22469,DROUGHT,Tigray,07/09/1994,0,11000,0
22468,DROUGHT,Tigray,07/09/2005,0,18974,0
22467,DROUGHT,Tigray,07/09/2004,0,40000,0
22466,DROUGHT,Tigray,07/09/2003,0,85400,0
22465,DROUGHT,Tigray,07/09/2002,0,31000,0
22464,DROUGHT,Tigray,07/09/2001,0,40000,0
22463,DROUGHT,Tigray,07/09/2000,0,15032,0
22462,DROUGHT,Tigray,07/09/1999,0,5475,0
22461,DROUGHT,Tigray,07/09/1998,0,62000,0
22460,DROUGHT,Tigray,07/09/1997,0,19500,0
22459,DROUGHT,Tigray,07/09/1996,0,24100,0
22458,DROUGHT,Tigray,07/09/1995,0,9300,0
22457,DROUGHT,Tigray,07/09/1994,0,4000,0
22456,DROUGHT,Tigray,07/09/2005,0,1811,0
22455,DROUGHT,Tigray,07/09/2004,0,21000,0
22454,DROUGHT,Tigray,07/09/2003,0,33900,0
22453,DROUGHT,Tigray,07/09/2002,0,29600,0
22452,DROUGHT,Tigray,07/09/2001,0,12100,0
22451,DROUGHT,Tigray,07/09/2000,0,5735,0
22450,DROUGHT,Tigray,07/09/1999,0,1821,0
22449,DROUGHT,Tigray,07/09/1998,0,13500,0
22448,DROUGHT,Tigray,07/09/1997,0,24800,0
22447,DROUGHT,Tigray,07/09/1995,0,5850,0
22446,DROUGHT,Tigray,07/09/2004,0,37000,0
22445,DROUGHT,Tigray,07/09/2003,0,74866,0
22444,DROUGHT,Tigray,07/09/2002,0,52600,0
22443,DROUGHT,Tigray,07/09/2001,0,44400,0
22442,DROUGHT,Tigray,07/09/2000,0,11283,0
22441,DROUGHT,Tigray,07/09/1999,0,4322,0
22440,DROUGHT,Tigray,07/09/1998,0,52000,0
22439,DROUGHT,Tigray,07/09/1997,0,23300,0
22438,DROUGHT,Tigray,07/09/1996,0,22400,0
22437,DROUGHT,Tigray,07/09/1995,0,7567,0
22436,DROUGHT,Tigray,07/09/1994,0,7500,0
22435,DROUGHT,Tigray,07/09/2005,0,7746,0
22434,DROUGHT,Tigray,07/09/2004,0,25000,0
22433,DROUGHT,Tigray,07/09/2003,0,53300,0
22432,DROUGHT,Tigray,07/09/2002,0,35000,0
22431,DROUGHT,Tigray,07/09/2001,0,31700,0
22430,DROUGHT,Tigray,07/09/2000,0,8800,0
22429,DROUGHT,Tigray,07/09/1999,0,2206,0
22428,DROUGHT,Tigray,07/09/1998,0,45000,0
22427,DROUGHT,Tigray,07/09/1997,0,6800,0
22426,DROUGHT,Tigray,07/09/1996,0,27400,0
22425,DROUGHT,Tigray,07/09/1995,0,18300,0
22424,DROUGHT,Tigray,07/09/1994,0,26000,0
22423,DROUGHT,Tigray,07/09/2005,0,29895,0
22422,DROUGHT,Tigray,07/09/2003,0,149100,0
22421,DROUGHT,Tigray,07/09/2002,0,63300,0
22420,DROUGHT,Tigray,07/09/2002,0,1607,0
22419,DROUGHT,Tigray,07/09/2001,0,33800,0
22418,DROUGHT,Tigray,07/09/2000,0,18460,0
22417,DROUGHT,Tigray,07/09/1999,0,5847,0
22416,DROUGHT,Tigray,07/09/1998,0,50000,0
22415,DROUGHT,Tigray,07/09/1997,0,13100,0
22414,DROUGHT,Tigray,07/09/1996,0,12625,0
22413,DROUGHT,Tigray,07/09/1995,0,9075,0
22412,DROUGHT,Tigray,07/09/1994,0,16750,0
22411,DROUGHT,Tigray,07/09/2005,0,11864,0
22410,DROUGHT,Tigray,07/09/2004,0,57000,0
22409,DROUGHT,Tigray,07/09/2003,0,79700,0
22408,DROUGHT,Tigray,07/09/2002,0,40000,0
22407,DROUGHT,Tigray,07/09/2001,0,39300,0
22406,DROUGHT,Tigray,07/09/2000,0,11720,0
22405,DROUGHT,Tigray,07/09/1999,0,3000,0
22404,DROUGHT,Tigray,07/09/1998,0,26000,0
22403,DROUGHT,Tigray,07/09/1997,0,29500,0
22402,DROUGHT,Tigray,07/09/1996,0,10600,0
22401,DROUGHT,Tigray,07/09/1995,0,7100,0
22400,DROUGHT,Tigray,07/09/1994,0,12500,0
18838,FIRE,Tigray,07/09/2008,0,22,0
18402,FOREST FIRE,Tigray,07/09/1995,0,0,0
18397,CONFLICT,Tigray,02/03/2001,0,0,0
18396,CONFLICT,Tigray,07/09/2001,0,0,0
18395,CONFLICT,Tigray,07/09/2001,0,0,0
18394,CONFLICT,Tigray,07/09/2001,0,0,0
18393,CONFLICT,Tigray,02/08/2001,0,0,0
18392,CONFLICT,Tigray,02/05/2001,0,0,0
18382,FOREST FIRE,Tigray,01/11/2007,0,0,0
18346,FIRE,Tigray,01/03/2002,0,0,0
18345,FIRE,Tigray,07/09/2001,0,0,0
18344,FIRE,Tigray,07/09/1996,0,0,0
18343,FIRE,Tigray,07/09/1991,0,0,0
18342,FIRE,Tigray,12/12/1995,0,0,0
18181,OTHER,Tigray,07/09/1994,0,0,0
18180,OTHER,Tigray,07/09/2007,0,10000,0
18178,CONFLICT,Tigray,07/09/1998,0,0,0
18177,CONFLICT,Tigray,07/09/1998,0,0,0
18176,CONFLICT,Tigray,07/09/1998,0,0,0
18171,CONFLICT,Tigray,07/09/2003,0,0,0
18170,CONFLICT,Tigray,07/09/2000,0,0,0
18169,CONFLICT,Tigray,01/04/2005,0,0,0
18168,CONFLICT,Tigray,07/09/1998,0,0,0
18167,CONFLICT,Tigray,07/09/2000,0,0,0
18166,CONFLICT,Tigray,01/02/2006,0,62000,0
18165,CONFLICT,Tigray,07/09/2002,0,0,0
18164,CONFLICT,Tigray,01/04/2005,0,0,0
18163,CONFLICT,Tigray,07/09/1998,0,0,0
18162,CONFLICT,Tigray,01/04/2005,0,0,0
18161,CONFLICT,Tigray,07/09/2000,0,0,0
18160,CONFLICT,Tigray,07/09/2000,0,0,0
18159,CONFLICT,Tigray,01/04/2005,0,0,0
18158,CONFLICT,Tigray,07/09/1998,0,0,0
18157,CONFLICT,Tigray,01/02/2005,0,0,0
18156,CONFLICT,Tigray,07/09/1998,0,0,0
18155,CONFLICT,Tigray,06/12/2006,0,51000,0
18154,CONFLICT,Tigray,07/09/2000,0,0,0
18153,CONFLICT,Tigray,05/12/2005,0,0,0
18152,CONFLICT,Tigray,07/09/1998,0,0,0
18151,CONFLICT,Tigray,01/04/2005,0,0,0
18150,CONFLICT,Tigray,07/09/1998,0,0,0
17999,PLAGUE,Tigray,02/10/2006,0,0,0
17985,PLAGUE,Tigray,30/11/2007,0,0,0
17984,PLAGUE,Tigray,30/11/2006,0,0,0
17977,PLAGUE,Tigray,30/11/2006,0,0,0
17976,PLAGUE,Tigray,30/11/2007,0,0,0
17975,PLAGUE,Tigray,30/11/2008,0,0,0
17974,PLAGUE,Tigray,30/11/2006,0,0,0
17973,PLAGUE,Tigray,07/09/2007,0,0,0
17972,PLAGUE,Tigray,30/11/2008,0,0,0
17971,PLAGUE,Tigray,30/11/2006,0,0,0
