Serial,Event,&quot;County&quot;,Date (YMD),Directly affected,Indirectly Affected,Losses $USD
30558,ROAD ACCIDENT,KILIFI,25/06/2022,0,0,0
30557,ROAD ACCIDENT,NAIROBI,26/06/2022,0,0,0
30557,ROAD ACCIDENT,NAIROBI,26/06/2022,0,0,0
30556,ROAD ACCIDENT,NAIROBI,25/06/2022,0,0,0
30554,ROAD ACCIDENT,KIAMBU,17/06/2022,0,0,0
30555,ROAD ACCIDENT,NAIROBI,25/06/2022,0,0,0
30552,ROAD ACCIDENT,NAIROBI,25/06/2022,0,0,0
30553,ROAD ACCIDENT,MERU,14/06/2022,0,0,0
30551,DROWNING,KISII,15/06/2022,0,0,0
30550,ROAD ACCIDENT,TAITA-TAVETA,15/06/2022,0,0,0
30549,ROAD ACCIDENT,NAIROBI,25/06/2022,0,0,0
30547,ROAD ACCIDENT,MOMBASA,15/06/2022,0,0,0
30545,ROAD ACCIDENT,NAIROBI,26/06/2022,0,0,0
30546,DROWNING,BOMET,15/07/2022,0,0,0
30544,ROAD ACCIDENT,NANDI,17/06/2022,0,0,0
30543,ROAD ACCIDENT,TAITA-TAVETA,25/06/2022,0,0,0
30542,ROAD ACCIDENT,MURANGA,14/07/2022,0,0,0
30541,ROAD ACCIDENT,EMBU,14/07/2022,0,0,0
30539,ROAD ACCIDENT,NAKURU,11/07/2022,0,0,0
30538,ROAD ACCIDENT,SIAYA,11/07/2022,0,0,0
30537,DROWNING,KAKAMEGA,11/07/2022,0,0,0
30536,ROAD ACCIDENT,BARINGO,13/07/2022,0,0,0
30535,ROAD ACCIDENT,NAIROBI,11/07/2022,0,0,0
30535,ROAD ACCIDENT,NAIROBI,11/07/2022,0,0,0
30534,ROAD ACCIDENT,NAIROBI,11/07/2022,0,0,0
30533,ROAD ACCIDENT,KIAMBU,11/07/2022,0,0,0
30532,FIRE,NYAMIRA,11/07/2022,0,0,0
30531,ROAD ACCIDENT,NYAMIRA,11/07/2022,0,0,0
30530,ROAD ACCIDENT,KISUMU,07/07/2022,0,0,0
30529,ROAD ACCIDENT,SIAYA,12/07/2022,0,0,0
30528,ROAD ACCIDENT,NAIROBI,07/07/2022,0,0,0
30527,DROWNING,SIAYA,12/07/2022,0,0,0
30525,ROAD ACCIDENT,KIRINYAGA,06/07/2022,0,0,0
30526,ROAD ACCIDENT,NAKURU,12/07/2022,0,0,0
30524,ROAD ACCIDENT,KWALE,12/07/2022,0,0,0
30523,DROWNING,KAKAMEGA,12/07/2022,0,0,0
30522,ROAD ACCIDENT,KIAMBU,12/07/2022,0,0,0
30521,ROAD ACCIDENT,KIAMBU,07/07/2022,0,0,0
30520,WINDSTORM,KIAMBU,07/07/2022,0,0,0
30519,FIRE,HOMABAY,12/07/2022,0,0,0
30518,ROAD ACCIDENT,TAITA-TAVETA,12/07/2022,0,0,0
30517,ROAD ACCIDENT,MOMBASA,07/07/2022,0,0,0
30516,DROWNING,UASIN-GISHU,12/07/2022,0,0,0
30515,ROAD ACCIDENT,GARISSA,08/07/2022,0,0,0
30514,ROAD ACCIDENT,NYANDARUA,07/07/2022,0,0,0
30513,ROAD ACCIDENT,UASIN-GISHU,08/07/2022,0,0,0
30511,ROAD ACCIDENT,KERICHO,08/07/2022,0,0,0
30510,ROAD ACCIDENT,NAIROBI,09/07/2022,0,0,0
30509,ROAD ACCIDENT,MAKUENI,12/07/2022,0,0,0
30508,ROAD ACCIDENT,NAKURU,08/07/2022,0,0,0
30506,ROAD ACCIDENT,KIAMBU,08/07/2022,0,0,0
30505,FIRE,BUSIA,12/07/2022,0,0,0
30504,ROAD ACCIDENT,KISUMU,08/07/2022,0,0,0
30502,ROAD ACCIDENT,NAIROBI,08/07/2022,0,0,0
30501,ROAD ACCIDENT,TAITA-TAVETA,08/07/2022,0,0,0
30501,ROAD ACCIDENT,TAITA-TAVETA,08/07/2022,0,0,0
30499,ROAD ACCIDENT,BOMET,08/07/2022,0,0,0
30498,FIRE,NAROK,08/07/2022,0,0,0
30496,WINDSTORM,MURANGA,08/07/2022,0,0,0
30495,ROAD ACCIDENT,HOMABAY,08/07/2022,0,0,0
30494,FIRE,KISII,01/07/2022,0,0,0
30493,DROWNING,BARINGO,01/07/2022,0,0,0
30492,FIRE,KISII,05/07/2022,0,0,0
30491,FIRE,BUSIA,05/07/2022,0,0,0
30490,DROWNING,NAIROBI,05/07/2022,0,0,0
30489,FIRE,NAIROBI,05/07/2022,0,0,0
30488,ROAD ACCIDENT,NAIROBI,05/07/2022,0,0,0
30487,ROAD ACCIDENT,MARSABIT,04/07/2022,0,0,0
30486,ROAD ACCIDENT,NAIROBI,04/07/2022,0,0,0
30485,ROAD ACCIDENT,NAIROBI,04/07/2022,0,0,0
30484,ROAD ACCIDENT,TRANS-NZOIA,03/07/2022,0,0,0
30483,ROAD ACCIDENT,UASIN-GISHU,03/07/2022,0,0,0
30482,ROAD ACCIDENT,MARSABIT,03/07/2022,0,0,0
30481,ROAD ACCIDENT,NYANDARUA,02/07/2022,0,0,0
30480,ROAD ACCIDENT,MACHAKOS,02/07/2022,0,0,0
30479,FIRE,WEST POKOT,03/07/2022,0,0,0
30478,ROAD ACCIDENT,KISUMU,03/07/2022,0,0,0
30477,ROAD ACCIDENT,KIRINYAGA,03/07/2022,0,0,0
30476,DROWNING,SAMBURU,02/07/2022,0,0,0
30475,ROAD ACCIDENT,NAIROBI,03/07/2022,0,0,0
30474,FIRE,NYANDARUA,01/07/2022,0,0,0
30473,ROAD ACCIDENT,TURKANA,30/06/2022,0,0,0
30472,ROAD ACCIDENT,MURANGA,30/06/2022,0,0,0
30471,ROAD ACCIDENT,KWALE,30/06/2022,0,0,0
30470,ROAD ACCIDENT,NAIROBI,30/06/2022,0,0,0
30469,ROAD ACCIDENT,MACHAKOS,30/06/2022,0,0,0
30468,DROWNING,MACHAKOS,30/06/2022,0,0,0
30465,DROWNING,LAMU,27/06/2022,0,0,0
30466,ROAD ACCIDENT,NAROK,28/06/2022,0,0,0
30464,ROAD ACCIDENT,NAIROBI,27/06/2022,0,0,0
30463,DROWNING,MACHAKOS,28/06/2022,0,0,0
30462,ROAD ACCIDENT,NAIROBI,28/06/2022,0,0,0
30461,ROAD ACCIDENT,NAIROBI,23/06/2022,0,0,0
30460,ROAD ACCIDENT,NAIROBI,2022/706/27,0,0,0
30458,ROAD ACCIDENT,KIAMBU,26/06/2022,0,0,0
30459,ROAD ACCIDENT,NAIROBI,23/06/2022,0,0,0
30457,ROAD ACCIDENT,UASIN-GISHU,26/06/2022,0,0,0
30456,ROAD ACCIDENT,KIAMBU,23/06/2022,0,0,0
30455,DROWNING,MOMBASA,27/06/2022,0,0,0
30454,FIRE,GARISSA,23/06/2022,0,0,0
30453,ROAD ACCIDENT,MERU,27/06/2022,0,0,0
30452,ROAD ACCIDENT,NAIROBI,07/07/2022,0,0,0
30451,FIRE,NAIROBI,23/06/2022,0,0,0
30450,FIRE,EMBU,23/06/2022,0,0,0
30449,ROAD ACCIDENT,KIRINYAGA,04/07/2022,0,0,0
30448,ROAD ACCIDENT,TAITA-TAVETA,21/06/2022,0,0,0
30447,ROAD ACCIDENT,KWALE,23/06/2022,0,0,0
30446,DROWNING,NAIROBI,21/06/2022,0,0,0
30445,ROAD ACCIDENT,KIRINYAGA,21/06/2022,0,0,0
30444,FIRE,NYAMIRA,21/06/2022,0,0,0
30443,ROAD ACCIDENT,KWALE,20/06/2022,0,0,0
30441,ROAD ACCIDENT,MERU,20/06/2022,0,0,0
30440,ROAD ACCIDENT,NAIROBI,20/06/2022,0,0,0
30437,FIRE,KIAMBU,18/06/2022,0,0,0
30437,FIRE,KIAMBU,21/06/2022,0,0,0
30435,ROAD ACCIDENT,NYERI,18/06/2022,0,0,0
30433,ROAD ACCIDENT,NAIROBI,18/06/2022,0,0,0
30431,DROWNING,LAMU,16/06/2022,0,0,0
30430,ROAD ACCIDENT,KERICHO,16/06/2022,0,0,0
30429,ROAD ACCIDENT,NAIROBI,18/06/2022,0,0,0
30428,ROAD ACCIDENT,NAIROBI,16/06/2022,0,0,0
30427,ROAD ACCIDENT,NAIROBI,16/06/2022,0,0,0
30426,FIRE,KIAMBU,16/06/2022,0,0,0
30425,ROAD ACCIDENT,BARINGO,15/06/2022,0,0,0
30423,FIRE,KIAMBU,17/06/2022,0,0,0
30422,FIRE,KIAMBU,16/06/2022,0,0,0
30421,ELECTROCUTION,NAIROBI,17/06/2022,0,0,0
30420,FIRE,MACHAKOS,17/06/2022,0,0,0
30418,ROAD ACCIDENT,KIAMBU,15/06/2022,0,0,0
30417,ROAD ACCIDENT,MERU,14/06/2022,0,0,0
30416,DROWNING,KISII,15/06/2022,0,0,0
30412,ROAD ACCIDENT,NANDI,15/06/2022,0,0,0
30410,ROAD ACCIDENT,MURANGA,17/06/2022,0,0,0
30411,ROAD ACCIDENT,NAROK,13/06/2022,0,0,0
30409,ROAD ACCIDENT,EMBU,13/06/2022,0,0,0
30408,ROAD ACCIDENT,NYAMIRA,14/06/2022,0,0,0
30407,ROAD ACCIDENT,EMBU,14/06/2022,0,0,0
30406,ROAD ACCIDENT,KIAMBU,17/06/2022,0,0,0
30405,ROAD ACCIDENT,KIAMBU,17/06/2022,0,0,0
30404,ROAD ACCIDENT,KIAMBU,13/06/2022,0,0,0
30403,ROAD ACCIDENT,EMBU,13/06/2022,0,0,0
30402,ROAD ACCIDENT,NYAMIRA,16/06/2022,0,0,0
30401,DROWNING,KILIFI,13/06/2022,0,0,0
30400,DROWNING,BARINGO,12/06/2022,0,0,0
30399,ROAD ACCIDENT,MOMBASA,13/06/2022,0,0,0
30398,ROAD ACCIDENT,MACHAKOS,13/06/2022,0,0,0
30397,ROAD ACCIDENT,MACHAKOS,13/06/2022,0,0,0
30396,FIRE,VIHIGA,13/06/2022,0,0,0
30395,ROAD ACCIDENT,NANDI,13/06/2022,0,0,0
30394,ROAD ACCIDENT,NAIROBI,13/06/2022,0,0,0
30393,ROAD ACCIDENT,NAIROBI,13/06/2022,0,0,0
30391,ROAD ACCIDENT,NAIROBI,13/06/2022,0,0,0
30391,ROAD ACCIDENT,NAIROBI,13/06/2022,0,0,0
30390,FIRE,KERICHO,09/06/2022,0,0,0
30388,FIRE,KERICHO,07/06/2022,0,0,0
30388,FIRE,KERICHO,07/06/2022,0,0,0
30387,ROAD ACCIDENT,KWALE,09/06/2022,0,0,0
30386,ROAD ACCIDENT,NAKURU,09/06/2022,0,0,0
30385,ROAD ACCIDENT,BUNGOMA,09/06/2022,0,0,0
30384,ROAD ACCIDENT,NAIROBI,09/06/2022,0,0,0
30383,ROAD ACCIDENT,BARINGO,08/06/2022,0,0,0
30382,ROAD ACCIDENT,KIAMBU,08/06/2022,0,0,0
30381,FIRE,NAKURU,08/06/2022,0,0,0
30380,FIRE,NAKURU,08/06/2022,0,0,0
30379,ROAD ACCIDENT,NAIROBI,14/06/2022,0,0,0
30378,FIRE,NAIROBI,08/06/2022,0,0,0
30367,ROAD ACCIDENT,UASIN-GISHU,14/06/2022,0,0,0
30367,WINDSTORM,UASIN-GISHU,14/06/2022,0,0,0
30365,ROAD ACCIDENT,MURANGA,14/06/2022,0,0,0
30364,ROAD ACCIDENT,VIHIGA,07/06/2022,0,0,0
30364,ROAD ACCIDENT,VIHIGA,07/06/2022,0,0,0
30363,ROAD ACCIDENT,MURANGA,07/06/2022,0,0,0
30363,ROAD ACCIDENT,MURANGA,07/06/2022,0,0,0
30363,ROAD ACCIDENT,MURANGA,07/06/2022,0,0,0
30362,FIRE,MAKUENI,07/06/2022,0,0,0
30362,FIRE,MAKUENI,07/06/2022,0,0,0
30360,FIRE,MERU,07/06/2022,0,0,0
30360,FIRE,MERU,07/06/2022,0,0,0
30355,DROWNING,NAROK,09/06/2022,0,0,0
30355,DROWNING,NAROK,09/06/2022,0,0,0
30352,ROAD ACCIDENT,KIAMBU,07/06/2022,0,0,0
30351,DROWNING,MACHAKOS,07/06/2022,0,0,0
30351,DROWNING,MACHAKOS,07/06/2022,0,0,0
30350,ROAD ACCIDENT,MACHAKOS,07/06/2022,0,0,0
30350,ROAD ACCIDENT,MACHAKOS,07/06/2022,0,0,0
30349,ROAD ACCIDENT,TRANS-NZOIA,06/06/2022,0,0,0
30348,ROAD ACCIDENT,GARISSA,05/06/2022,0,0,0
30347,ROAD ACCIDENT,NAIROBI,06/06/2022,0,0,0
30346,DROWNING,MIGORI,08/06/2022,0,0,0
30345,ROAD ACCIDENT,NYANDARUA,05/06/2022,0,0,0
30344,ROAD ACCIDENT,NAIROBI,05/06/2022,0,0,0
30341,ROAD ACCIDENT,NAIROBI,06/06/2022,0,0,0
30341,ROAD ACCIDENT,NAIROBI,06/06/2022,0,0,0
30339,ROAD ACCIDENT,KISUMU,05/06/2022,0,0,0
30337,ROAD ACCIDENT,TURKANA,05/06/2022,0,0,0
30335,ROAD ACCIDENT,TURKANA,07/06/2022,0,0,0
30333,FIRE,SIAYA,05/06/2022,0,0,0
30332,ROAD ACCIDENT,KIAMBU,05/06/2022,0,0,0
30332,ROAD ACCIDENT,KIAMBU,05/06/2022,0,0,0
30329,ROAD ACCIDENT,KIAMBU,04/06/2022,0,0,0
30328,ROAD ACCIDENT,KIAMBU,04/06/2022,0,0,0
30327,ROAD ACCIDENT,KIAMBU,05/06/2022,0,0,0
30326,DROWNING,LAMU,05/06/2022,0,0,0
30325,FIRE,KISUMU,05/06/2022,0,0,0
30324,FIRE,NAIROBI,05/06/2022,0,0,0
30323,ROAD ACCIDENT,NYAMIRA,04/06/2022,0,0,0
30322,ROAD ACCIDENT,KIAMBU,04/06/2022,0,0,0
30321,ROAD ACCIDENT,KIAMBU,03/06/2022,0,0,0
30320,ROAD ACCIDENT,NAKURU,03/06/2022,0,0,0
30320,ROAD ACCIDENT,NAKURU,03/06/2022,0,0,0
30317,ROAD ACCIDENT,NAKURU,06/06/2022,0,0,0
30318,ROAD ACCIDENT,KIAMBU,06/06/2022,0,0,0
30314,ROAD ACCIDENT,VIHIGA,03/06/2022,0,0,0
30315,ROAD ACCIDENT,NAIROBI,03/06/2022,0,0,0
30312,ROAD ACCIDENT,NAIROBI,04/06/2022,0,0,0
30313,ROAD ACCIDENT,NYERI,03/06/2022,0,0,0
30309,FIRE,NAROK,02/06/2022,0,0,0
30311,FIRE,NAIROBI,05/06/2022,0,0,0
30306,FIRE,KILIFI,03/06/2022,0,0,0
30305,ROAD ACCIDENT,NAIROBI,04/06/2022,0,0,0
30304,FIRE,NYANDARUA,06/06/2022,0,0,0
30303,ROAD ACCIDENT,BARINGO,06/06/2022,0,0,0
30302,DROWNING,WEST POKOT,03/06/2022,0,0,0
30301,FIRE,BARINGO,06/06/2022,0,0,0
30300,FIRE,NAIROBI,06/06/2022,0,0,0
30299,ROAD ACCIDENT,KIAMBU,28/05/2022,0,0,0
30298,FIRE,MARSABIT,01/06/2022,0,0,0
30298,FIRE,MARSABIT,01/06/2022,0,0,0
30297,ROAD ACCIDENT,NAIROBI,01/06/2022,0,0,0
30297,ROAD ACCIDENT,NAIROBI,01/06/2022,0,0,0
30296,ROAD ACCIDENT,NAIROBI,01/06/2022,0,0,0
30294,FIRE,MERU,01/06/2022,0,0,0
30292,DROWNING,SIAYA,30/05/2022,0,0,0
30290,ROAD ACCIDENT,KIAMBU,31/05/2022,0,0,0
30290,ROAD ACCIDENT,KIAMBU,31/05/2022,0,0,0
30291,WINDSTORM,SIAYA,30/05/2022,0,0,0
30289,ROAD ACCIDENT,MARSABIT,31/05/2022,0,0,0
30287,ROAD ACCIDENT,MOMBASA,31/05/2022,0,0,0
30285,DROWNING,KIRINYAGA,29/05/2022,0,0,0
30283,TERROR ATTACK,LAIKIPIA,01/06/2022,0,0,0
30276,DROWNING,KERICHO,31/05/2022,0,0,0
30275,ROAD ACCIDENT,NAIROBI,31/05/2022,0,0,0
30274,ROAD ACCIDENT,GARISSA,27/05/2022,0,0,0
30273,ROAD ACCIDENT,EMBU,28/05/2022,0,0,0
30272,DROWNING,MURANGA,30/05/2022,0,0,0
30271,DROWNING,KISUMU,27/05/2022,0,0,0
30270,ROAD ACCIDENT,UASIN-GISHU,27/05/2022,0,0,0
30268,ROAD ACCIDENT,KIAMBU,27/05/2022,0,0,0
30267,ROAD ACCIDENT,KIAMBU,27/05/2022,0,0,0
30266,ROAD ACCIDENT,NAIROBI,27/05/2022,0,0,0
30265,FIRE,NAIROBI,28/05/2022,0,0,0
30264,DROWNING,MURANGA,26/05/2022,0,0,0
30263,ROAD ACCIDENT,TRANS-NZOIA,27/05/2022,0,0,0
30261,ROAD ACCIDENT,SIAYA,25/05/2022,0,0,0
30260,ROAD ACCIDENT,NYAMIRA,27/05/2022,0,0,0
30259,DROWNING,MOMBASA,30/05/2022,0,0,0
30258,ROAD ACCIDENT,KAKAMEGA,27/05/2022,0,0,0
30257,LANDSLIDE,NAIROBI,27/05/2022,0,0,0
30255,STRUCTURAL COLLAPSE,NAIROBI,26/05/2022,0,0,0
30254,ROAD ACCIDENT,NAIROBI,27/05/2022,0,0,0
30252,FIRE,LAIKIPIA,27/05/2022,0,0,0
30251,FIRE,KWALE,27/05/2022,0,0,0
30250,ROAD ACCIDENT,MACHAKOS,27/05/2022,0,0,0
30249,ROAD ACCIDENT,KILIFI,27/05/2022,0,0,0
30248,ROAD ACCIDENT,NAIROBI,27/05/2022,0,0,0
30248,ROAD ACCIDENT,NAIROBI,27/05/2022,0,0,0
30247,ROAD ACCIDENT,KITUI,27/05/2022,0,0,0
30245,ROAD ACCIDENT,KIAMBU,27/05/2022,0,0,0
30241,FIRE,NAIROBI,24/05/2022,0,0,0
30240,ROAD ACCIDENT,BUSIA,24/05/2022,0,0,0
30240,ROAD ACCIDENT,BUSIA,24/05/2022,0,0,0
30239,ELECTROCUTION,UASIN-GISHU,21/05/2022,0,0,0
30238,ROAD ACCIDENT,NAKURU,21/05/2022,0,0,0
30237,FIRE,MACHAKOS,20/05/2022,0,0,0
30236,ROAD ACCIDENT,KAJIADO,13/05/2022,0,0,0
30236,ROAD ACCIDENT,KAJIADO,13/05/2022,0,0,0
30233,DROWNING,BUSIA,20/05/2022,0,0,0
30235,FIRE,TANA-RIVER,14/05/2022,0,0,0
30232,FIRE,KIAMBU,23/05/2022,0,0,0
30227,DROWNING,KIRINYAGA,20/05/2022,0,0,0
30230,ROAD ACCIDENT,KILIFI,16/05/2022,0,0,0
30230,ROAD ACCIDENT,KILIFI,16/05/2022,0,0,0
30228,FIRE,NYANDARUA,16/05/2022,0,0,0
30226,ROAD ACCIDENT,NANDI,17/05/2022,0,0,0
30225,ROAD ACCIDENT,KAJIADO,16/05/2022,0,0,0
30224,ROAD ACCIDENT,TAITA-TAVETA,17/05/2022,0,0,0
30223,ROAD ACCIDENT,NAKURU,17/05/2022,0,0,0
30222,DROWNING,KISUMU,17/05/2022,0,0,0
30221,ELECTROCUTION,KAKAMEGA,2022/5/0,0,0,0
30219,ROAD ACCIDENT,NAIROBI,18/05/2022,0,0,0
30218,ROAD ACCIDENT,NAIROBI,17/05/2022,0,0,0
30217,ROAD ACCIDENT,KIAMBU,18/05/2022,0,0,0
30217,ROAD ACCIDENT,KIAMBU,18/05/2022,0,0,0
30216,STRUCTURAL COLLAPSE,KIAMBU,18/05/2022,0,0,0
30214,FIRE,MERU,23/05/2022,0,0,0
30214,FIRE,MERU,23/05/2022,0,0,0
30213,FIRE,MOMBASA,19/05/2022,0,0,0
30212,FIRE,KAKAMEGA,20/05/2022,0,0,0
30211,ROAD ACCIDENT,HOMABAY,20/05/2022,0,0,0
30210,ROAD ACCIDENT,BARINGO,20/05/2022,0,0,0
30209,ROAD ACCIDENT,NAIROBI,20/05/2022,0,0,0
30208,FIRE,NAIROBI,20/05/2022,0,0,0
30206,ROAD ACCIDENT,KISII,23/05/2022,0,0,0
30205,ROAD ACCIDENT,BUNGOMA,20/05/2022,0,0,0
30204,STRUCTURAL COLLAPSE,MURANGA,18/05/2022,0,0,0
30202,FIRE,MURANGA,14/05/2022,0,0,0
30199,DROWNING,MACHAKOS,16/05/2022,0,0,0
30199,DROWNING,MACHAKOS,16/05/2022,0,0,0
30199,DROWNING,MACHAKOS,16/05/2022,0,0,0
30198,DROWNING,MACHAKOS,12/05/2022,0,0,0
30198,DROWNING,MACHAKOS,12/05/2022,0,0,0
30197,ROAD ACCIDENT,NAROK,16/05/2022,0,0,0
30197,ROAD ACCIDENT,NAROK,16/05/2022,0,0,0
30196,ROAD ACCIDENT,TAITA-TAVETA,12/05/2022,0,0,0
30196,ROAD ACCIDENT,TAITA-TAVETA,12/05/2022,0,0,0
30193,ROAD ACCIDENT,MAKUENI,16/05/2022,0,0,0
30191,DROWNING,NAIROBI,12/05/2022,0,0,0
30191,DROWNING,NAIROBI,12/05/2022,0,0,0
30188,ROAD ACCIDENT,NAKURU,12/05/2022,0,0,0
30185,FIRE,HOMABAY,2022/5/76,0,0,0
30185,FIRE,HOMABAY,2022/5/76,0,0,0
30185,FIRE,HOMABAY,2022/5/76,0,0,0
30184,ROAD ACCIDENT,NAIROBI,10/05/2022,0,0,0
30184,ROAD ACCIDENT,NAIROBI,10/05/2022,0,0,0
30183,FIRE,MOMBASA,15/05/2022,0,0,0
30181,ROAD ACCIDENT,SIAYA,10/05/2022,0,0,0
30181,ROAD ACCIDENT,SIAYA,10/05/2022,0,0,0
30180,ROAD ACCIDENT,LAIKIPIA,09/05/2022,0,0,0
30179,ROAD ACCIDENT,THARAKA-NITHI,09/05/2022,0,0,0
30178,ROAD ACCIDENT,HOMABAY,09/05/2022,0,0,0
30176,DROWNING,KAJIADO,16/05/2022,0,0,0
30175,FIRE,NAIROBI,05/05/2022,0,0,0
30173,FIRE,MOMBASA,14/05/2022,0,0,0
30170,ROAD ACCIDENT,NAROK,25/04/2022,0,0,0
30169,DROWNING,WEST POKOT,24/04/2022,0,0,0
30168,ROAD ACCIDENT,MERU,23/04/2022,0,0,0
30166,ROAD ACCIDENT,NAIROBI,24/04/2022,0,0,0
30164,ROAD ACCIDENT,NAIROBI,25/04/2022,0,0,0
30165,ROAD ACCIDENT,KIAMBU,31/03/2022,0,0,0
30162,ROAD ACCIDENT,KIAMBU,12/05/2022,0,0,0
30163,ROAD ACCIDENT,KIAMBU,24/04/2022,0,0,0
30161,ROAD ACCIDENT,KIAMBU,24/04/2022,0,0,0
30160,ROAD ACCIDENT,MERU,01/04/2022,0,0,0
30158,ROAD ACCIDENT,KIAMBU,24/04/2022,0,0,0
30159,ROAD ACCIDENT,NAIROBI,02/04/2022,0,0,0
30156,ROAD ACCIDENT,NAIROBI,01/04/2022,0,0,0
30157,ROAD ACCIDENT,NAKURU,25/04/2022,0,0,0
30155,ROAD ACCIDENT,UASIN-GISHU,11/05/2022,0,0,0
30154,DROWNING,MURANGA,08/05/2022,0,0,0
30153,ROAD ACCIDENT,MURANGA,09/05/2022,0,0,0
30152,ROAD ACCIDENT,MURANGA,09/05/2022,0,0,0
30151,ROAD ACCIDENT,MACHAKOS,09/05/2022,0,0,0
30149,FIRE,HOMABAY,08/05/2022,0,0,0
30148,ROAD ACCIDENT,NAIROBI,01/04/2022,0,0,0
30147,ROAD ACCIDENT,NAIROBI,09/05/2022,0,0,0
30146,ROAD ACCIDENT,MACHAKOS,02/04/2022,0,0,0
30145,FIRE,MACHAKOS,01/04/2022,0,0,0
30143,LIGHTNING,NYANDARUA,07/05/2022,0,0,0
30141,ROAD ACCIDENT,VIHIGA,01/04/2022,0,0,0
30140,ROAD ACCIDENT,MERU,04/05/2022,0,0,0
30138,DROWNING,NAIROBI,04/05/2022,0,0,0
30138,DROWNING,NAIROBI,04/05/2022,0,0,0
30138,DROWNING,NAIROBI,04/05/2022,0,0,0
30137,DROWNING,LAIKIPIA,04/05/2022,0,0,0
30136,FIRE,UASIN-GISHU,04/05/2022,0,0,0
30133,ROAD ACCIDENT,KISII,04/05/2022,0,0,0
30130,ELECTROCUTION,KISII,04/05/2022,0,0,0
30129,DROWNING,HOMABAY,06/05/2022,0,0,0
30127,DROWNING,MOMBASA,04/05/2022,0,0,0
30128,ROAD ACCIDENT,KAJIADO,05/05/2022,0,0,0
30126,ROAD ACCIDENT,MACHAKOS,06/05/2022,0,0,0
30125,ROAD ACCIDENT,HOMABAY,04/05/2022,0,0,0
30124,ROAD ACCIDENT,LAIKIPIA,05/05/2022,0,0,0
30123,ROAD ACCIDENT,BOMET,05/05/2022,0,0,0
30122,ROAD ACCIDENT,BUNGOMA,11/05/2022,0,0,0
30121,ROAD ACCIDENT,NAIROBI,05/05/2022,0,0,0
30120,FIRE,NYERI,05/05/2022,0,0,0
30119,ROAD ACCIDENT,NAIROBI,06/05/2022,0,0,0
30118,FIRE,MURANGA,05/05/2022,0,0,0
30117,FIRE,KAKAMEGA,06/05/2022,0,0,0
30116,ROAD ACCIDENT,KAKAMEGA,05/05/2022,0,0,0
30116,ROAD ACCIDENT,KAKAMEGA,05/05/2022,0,0,0
30114,ROAD ACCIDENT,NAIROBI,04/05/2022,0,0,0
30115,ROAD ACCIDENT,NYAMIRA,02/05/2022,0,0,0
30112,ROAD ACCIDENT,EMBU,02/05/2022,0,0,0
30111,FIRE,MIGORI,02/05/2022,0,0,0
30110,FIRE,KISUMU,02/05/2022,0,0,0
30109,DROWNING,LAMU,02/05/2022,0,0,0
30108,DROWNING,BUNGOMA,02/05/2022,0,0,0
30107,DROWNING,KILIFI,02/05/2022,0,0,0
30106,FIRE,NAIROBI,11/05/2022,0,0,0
30105,ROAD ACCIDENT,NAIROBI,02/05/2022,0,0,0
30104,ROAD ACCIDENT,KIRINYAGA,30/04/2022,0,0,0
30103,DROWNING,EMBU,01/05/2022,0,0,0
30101,ROAD ACCIDENT,KIAMBU,01/05/2022,0,0,0
30100,ROAD ACCIDENT,KIAMBU,01/05/2022,0,0,0
30099,ROAD ACCIDENT,NYAMIRA,03/05/2022,0,0,0
30097,DROWNING,NAIROBI,01/05/2022,0,0,0
30098,ROAD ACCIDENT,KIAMBU,03/05/2022,0,0,0
30096,DROWNING,KIAMBU,03/05/2022,0,0,0
30095,ROAD ACCIDENT,KIAMBU,03/05/2022,0,0,0
30093,FLOOD,BARINGO,30/04/2022,0,0,0
30094,ROAD ACCIDENT,MAKUENI,03/05/2022,0,0,0
30092,ROAD ACCIDENT,MURANGA,03/05/2022,0,0,0
30090,ELECTROCUTION,NAIROBI,03/05/2022,0,0,0
30089,ROAD ACCIDENT,NYERI,30/04/2022,0,0,0
30088,FIRE,KAKAMEGA,30/04/2022,0,0,0
30087,ROAD ACCIDENT,MACHAKOS,01/05/2022,0,0,0
30086,ROAD ACCIDENT,KISUMU,29/04/2022,0,0,0
30085,ROAD ACCIDENT,BOMET,30/04/2022,0,0,0
30084,ROAD ACCIDENT,BUSIA,30/04/2022,0,0,0
30083,ROAD ACCIDENT,MURANGA,10/05/2022,0,0,0
30082,FIRE,HOMABAY,10/05/2022,0,0,0
30081,FIRE,KIAMBU,10/05/2022,0,0,0
30080,DROWNING,SIAYA,08/05/2022,0,0,0
30076,ELECTROCUTION,KILIFI,08/05/2022,0,0,0
30075,ROAD ACCIDENT,NAIROBI,07/05/2022,0,0,0
30074,ROAD ACCIDENT,EMBU,08/05/2022,0,0,0
30073,ROAD ACCIDENT,BARINGO,08/05/2022,0,0,0
30072,ROAD ACCIDENT,KIAMBU,08/05/2022,0,0,0
30071,FIRE,KISUMU,08/05/2022,0,0,0
30069,ROAD ACCIDENT,VIHIGA,01/04/2022,0,0,0
30066,FLOOD,KISUMU,22/04/2022,0,0,0
30064,ROAD ACCIDENT,KAJIADO,22/04/2022,0,0,0
30063,ROAD ACCIDENT,NAKURU,22/04/2022,0,0,0
30062,ROAD ACCIDENT,MERU,2022/4/923,0,0,0
