Serial,Event,&quot;Ostan&quot;,Date (YMD),Directly affected,Indirectly Affected,Losses $USD
2781b,EARTHQUAKE,Khorasan razavi,05/02/1996,0,0,0
2781k,EARTHQUAKE,Tehran,13/10/2003,0,0,0
2779s,EARTHQUAKE,Kordestan,16/11/1992,0,0,0
2778k,EARTHQUAKE,Gilan,13/10/2003,0,0,0
2773b,EARTHQUAKE,Hormozgan,04/02/1996,0,0,0
2777s,EARTHQUAKE,Gilan,23/11/1992,0,0,0
2776k,EARTHQUAKE,Gilan,13/10/2003,0,0,0
2774s,EARTHQUAKE,Gilan,23/11/1992,0,0,0
2775k,EARTHQUAKE,Azarbayejan Gharbi,20/10/2003,0,0,0
2772k,EARTHQUAKE,Khuzestan,11/10/2003,0,0,0
2772s,EARTHQUAKE,Gilan,29/11/1992,0,0,0
2770b,EARTHQUAKE,Semnan,04/02/1996,0,0,0
2768k,EARTHQUAKE,Esfahan,11/10/2003,0,0,0
2769s,EARTHQUAKE,Semnan,05/12/1994,0,0,0
2768b,EARTHQUAKE,Kermanshah,28/01/1996,0,0,0
2768s,EARTHQUAKE,Semnan,14/07/1992,0,0,0
2765k,EARTHQUAKE,Khuzestan,07/10/2003,0,0,0
2764s,EARTHQUAKE,Semnan,22/07/1992,0,0,0
2762k,EARTHQUAKE,Kerman,07/10/2003,0,0,0
2752s,EARTHQUAKE,Esfahan,02/08/1992,0,0,0
2761b,EARTHQUAKE,Bushehr,24/01/1996,0,0,0
2761k,EARTHQUAKE,Kohgiluyeh Va Boyerahmad,06/10/2003,0,0,0
2759k,EARTHQUAKE,Khorasan Shomali,06/10/2003,0,0,0
2757k,EARTHQUAKE,Khorasan Shomali,05/10/2003,0,0,0
2755b,EARTHQUAKE,Bushehr,24/01/1996,0,0,0
2756k,EARTHQUAKE,Fars,04/10/2003,0,0,0
2755k,EARTHQUAKE,Fars,03/10/2003,0,0,0
2754k,EARTHQUAKE,Fars,03/10/2003,0,0,0
2751k,EARTHQUAKE,Fars,03/10/2003,0,0,0
2749b,EARTHQUAKE,Golestan,23/01/1996,0,0,0
2749s,EARTHQUAKE,Golestan,04/08/1982,0,0,0
2750k,EARTHQUAKE,Fars,03/10/2003,0,0,0
2745k,EARTHQUAKE,Kohgiluyeh Va Boyerahmad,03/10/2003,0,0,0
2745b,EARTHQUAKE,Gilan,16/01/1996,0,0,0
2747s,EARTHQUAKE,Bushehr,15/08/1992,0,0,0
2746s,EARTHQUAKE,Bushehr,16/08/1992,0,0,0
2743s,EARTHQUAKE,Bushehr,16/08/1992,0,0,0
2742b,EARTHQUAKE,Hormozgan,14/01/1996,0,0,0
2742k,EARTHQUAKE,Kerman,01/10/2003,0,0,0
2740s,EARTHQUAKE,Golestan,18/08/1992,0,0,0
2739k,EARTHQUAKE,Qazvin,01/10/2003,0,0,0
2737b,EARTHQUAKE,Golestan,13/01/1996,0,0,0
2738s,EARTHQUAKE,Yazd,06/09/1992,0,0,0
2735k,EARTHQUAKE,Mazandaran,30/09/2003,0,0,0
2735s,EARTHQUAKE,Fars,08/08/1992,0,0,0
2731b,EARTHQUAKE,Lorestan,13/01/1996,0,0,0
2726a,FLOOD,Azarbayejan Sharghi,15/04/1998,0,0,0
2733s,EARTHQUAKE,Kerman,08/09/1992,0,0,0
2732k,EARTHQUAKE,Khorasan Shomali,30/09/2003,0,0,0
2726s,EARTHQUAKE,Kerman,09/09/1992,0,0,0
2731k,EARTHQUAKE,Tehran,30/09/2003,0,0,0
2726b,EARTHQUAKE,Ardebil,03/01/1996,0,0,0
2729k,EARTHQUAKE,Khorasan razavi,15/09/2003,0,0,0
2728k,EARTHQUAKE,Khorasan jonubi,22/09/2003,0,0,0
2727k,EARTHQUAKE,Tehran,19/09/2003,0,0,0
2724k,EARTHQUAKE,Tehran,19/09/2003,0,0,0
2721s,EARTHQUAKE,Golestan,09/09/1992,0,0,0
2723a,FLOOD,Mazandaran,07/04/1998,0,0,0
2723k,EARTHQUAKE,Tehran,19/09/2003,0,0,0
2719a,FLOOD,Khorasan razavi,06/04/1998,0,0,0
2719s,EARTHQUAKE,Golestan,09/09/1992,0,0,0
2715k,EARTHQUAKE,Khorasan Shomali,11/09/2003,0,0,0
2717s,EARTHQUAKE,Sistan Va Baluchestan,11/09/1992,0,0,0
2717a,FLOOD,Zanjan,04/04/1998,0,0,0
2712s,EARTHQUAKE,Kohgiluyeh Va Boyerahmad,11/09/1992,0,0,0
2714a,FLOOD,Khuzestan,31/03/1998,0,0,0
2713k,EARTHQUAKE,Khorasan jonubi,10/09/2003,0,0,0
2713a,FLOOD,Chaharmahal Va Bakhtiyari,30/03/1998,0,0,0
2711k,EARTHQUAKE,Lorestan,07/09/2003,0,0,0
2710s,EARTHQUAKE,Bushehr,12/09/1992,0,0,0
2709k,EARTHQUAKE,Khorasan Shomali,08/09/2003,0,0,0
2708s,EARTHQUAKE,Khorasan Shomali,17/09/1992,0,0,0
2708k,EARTHQUAKE,Khorasan razavi,15/09/2003,0,0,0
2707a,FLOOD,Fars,31/03/1998,0,0,0
2706a,FLOOD,Lorestan,29/03/1998,0,0,0
2705a,FLOOD,Gilan,30/03/1998,0,0,0
2704a,FLOOD,Khorasan Shomali,30/03/1998,0,0,0
2703a,FLOOD,Kermanshah,28/03/1998,0,0,0
2702a,FLOOD,Esfahan,29/03/1998,0,0,0
2701a,FLOOD,Ilam,29/03/1998,0,0,0
2700a,FLOOD,Kohgiluyeh Va Boyerahmad,29/03/1998,0,0,0
2699a,FLOOD,Mazandaran,25/03/1998,0,0,0
2698a,FLOOD,Khorasan Shomali,25/03/1998,0,0,0
2697a,FLOOD,Sistan Va Baluchestan,03/03/1998,0,0,0
2696a,FLOOD,Lorestan,08/03/1998,0,0,0
2695a,FLOOD,Khuzestan,08/03/1998,0,0,0
2694a,FLOOD,Khuzestan,08/03/1998,0,0,0
2693a,FLOOD,Hamedan,18/03/1998,0,0,0
2692a,FLOOD,Bushehr,13/02/1998,0,0,0
2691a,FLOOD,Chaharmahal Va Bakhtiyari,13/02/1998,0,0,0
2690a,FLOOD,Sistan Va Baluchestan,13/02/1998,0,0,0
2689a,FLOOD,Fars,11/02/1998,0,0,0
2688a,FLOOD,Kohgiluyeh Va Boyerahmad,11/02/1998,0,0,0
2687a,FLOOD,Fars,1998/0/0,0,0,0
2686a,SNOWSTORM,Azarbayejan Gharbi,26/01/1998,0,0,0
2685a,FLOOD,Sistan Va Baluchestan,28/01/1998,0,0,0
2684a,FLOOD,Kordestan,12/01/1998,0,0,0
2683a,FLOOD,Esfahan,12/01/1998,0,0,0
2682a,FLOOD,Kohgiluyeh Va Boyerahmad,06/01/1998,0,0,0
2681a,FLOOD,Hormozgan,06/01/1998,0,0,0
2680a,FLOOD,Bushehr,06/01/1997,0,0,0
2679a,FLOOD,Lorestan,06/01/1998,0,0,0
2678a,FLOOD,Fars,05/01/1998,0,0,0
2677a,FLOOD,Khuzestan,22/12/1997,0,0,0
2676a,FLOOD,Kohgiluyeh Va Boyerahmad,20/12/1997,0,0,0
2675a,FLOOD,Tehran,10/12/1997,0,0,0
2674a,FLOOD,Sistan Va Baluchestan,06/12/1997,0,0,0
2673a,FLOOD,Gilan,23/11/1997,0,0,0
2672a,FLOOD,Mazandaran,05/11/1997,0,0,0
2671a,FLOOD,Kermanshah,04/11/1997,0,0,0
2670a,FLOOD,Ilam,04/11/1997,0,0,0
2669a,FLOOD,Lorestan,05/11/1997,0,0,0
2668a,FLOOD,Sistan Va Baluchestan,25/10/1997,0,0,0
2667a,FLOOD,Semnan,08/10/1997,0,0,0
2666a,FLOOD,Sistan Va Baluchestan,23/10/1997,0,0,0
2665a,FLOOD,Mazandaran,23/10/1997,0,0,0
2664a,FLOOD,Hormozgan,23/10/1997,0,0,0
2663a,FLOOD,Kermanshah,19/10/1997,0,0,0
2662a,FLOOD,Khorasan Shomali,07/10/1997,0,0,0
2661a,FLOOD,Golestan,07/10/1997,0,0,0
2660a,FLOOD,Gilan,12/09/1997,0,0,0
2659a,FLOOD,Khorasan razavi,31/07/1997,0,0,0
2658a,FLOOD,Zanjan,06/07/1997,0,0,0
2646a,FLOOD,Azarbayejan Gharbi,05/07/1997,0,0,0
2656k,EARTHQUAKE,Yazd,10/09/2003,0,0,0
2655k,FLOOD,Qazvin,30/08/2003,0,0,0
2654k,EARTHQUAKE,Bushehr,29/08/2003,0,0,0
2653k,EARTHQUAKE,Khorasan razavi,26/08/2003,0,0,0
2652k,EARTHQUAKE,Khuzestan,24/08/2003,0,0,0
2651k,EARTHQUAKE,Chaharmahal Va Bakhtiyari,20/08/2003,0,0,0
2649k,EARTHQUAKE,Esfahan,23/08/2003,0,0,0
2640s,EARTHQUAKE,Khuzestan,02/01/1993,0,0,0
2648k,EARTHQUAKE,Kerman,21/08/2003,0,0,0
2647k,EARTHQUAKE,Semnan,20/08/2003,0,0,0
2646k,EARTHQUAKE,Esfahan,16/08/2003,0,0,0
2645k,EARTHQUAKE,Ilam,16/08/2003,0,0,0
2644k,EARTHQUAKE,Hamedan,10/08/2003,0,0,0
2643k,EARTHQUAKE,Zanjan,08/08/2003,0,0,0
2642k,EARTHQUAKE,Ardebil,06/08/2003,0,0,0
2641k,EARTHQUAKE,Kerman,04/08/2003,0,0,0
2639k,EARTHQUAKE,Khorasan razavi,02/08/2003,0,0,0
2639s,EARTHQUAKE,Gilan,10/01/1993,0,0,0
2636s,EARTHQUAKE,Khuzestan,11/01/1993,0,0,0
2637k,EARTHQUAKE,Ilam,01/08/2003,0,0,0
2635k,EARTHQUAKE,Kerman,31/07/2003,0,0,0
2634s,EARTHQUAKE,Khuzestan,13/01/1993,0,0,0
2633k,EARTHQUAKE,Kerman,31/07/2003,0,0,0
2633s,EARTHQUAKE,Gilan,18/01/1993,0,0,0
2629k,EARTHQUAKE,Kerman,31/07/2003,0,0,0
2626s,EARTHQUAKE,Gilan,19/01/1993,0,0,0
2625k,EARTHQUAKE,Ilam,30/07/2003,0,0,0
2620s,EARTHQUAKE,Ilam,23/01/1993,0,0,0
2623k,EARTHQUAKE,Kerman,25/07/2003,0,0,0
2621b,EARTHQUAKE,Qazvin,22/12/2002,0,0,0
2622k,EARTHQUAKE,Fars,20/07/2003,0,0,0
2619k,EARTHQUAKE,Fars,20/07/2003,0,0,0
2618b,EARTHQUAKE,Kermanshah,21/12/2002,0,0,0
2618s,EARTHQUAKE,Khorasan Shomali,18/02/1993,0,0,0
2616k,EARTHQUAKE,Kerman,18/07/2003,0,0,0
2612b,EARTHQUAKE,Kermanshah,21/12/2002,0,0,0
2608s,EARTHQUAKE,Fars,28/02/1993,0,0,0
2615k,EARTHQUAKE,Fars,13/07/2003,0,0,0
2613k,EARTHQUAKE,Fars,13/07/2003,0,0,0
2606a,FLOOD,Kordestan,03/07/1997,0,0,0
2611k,EARTHQUAKE,Fars,10/07/2003,0,0,0
2610b,EARTHQUAKE,Semnan,19/12/2002,0,0,0
2610k,EARTHQUAKE,Fars,13/07/2003,0,0,0
2607k,EARTHQUAKE,Khorasan razavi,09/07/2003,0,0,0
2607b,EARTHQUAKE,Azarbayejan Gharbi,19/12/2002,0,0,0
2606s,EARTHQUAKE,Mazandaran,08/03/1993,0,0,0
2606b,EARTHQUAKE,Zanjan,15/12/2002,0,0,0
2604b,EARTHQUAKE,Qazvin,13/12/2002,0,0,0
2604a,FLOOD,Mazandaran,03/07/1997,0,0,0
2598b,EARTHQUAKE,Azarbayejan Gharbi,09/12/2002,0,0,0
2600a,FLOOD,Lorestan,23/06/1997,0,0,0
2601k,EARTHQUAKE,Yazd,07/07/2003,0,0,0
2597k,EARTHQUAKE,Yazd,07/07/2003,0,0,0
2594a,FLOOD,Yazd,24/06/1997,0,0,0
2595b,EARTHQUAKE,Qazvin,09/12/2002,0,0,0
2594k,EARTHQUAKE,Yazd,07/07/2003,0,0,0
2592b,EARTHQUAKE,Hamedan,04/12/2002,0,0,0
2590k,EARTHQUAKE,Khorasan razavi,09/07/2003,0,0,0
2587b,EARTHQUAKE,Ardebil,30/11/2002,0,0,0
2585k,EARTHQUAKE,Khorasan razavi,12/07/2003,0,0,0
2584a,FLOOD,Semnan,19/05/1997,0,0,0
2584b,EARTHQUAKE,Khorasan Shomali,27/11/2002,0,0,0
2579s,EARTHQUAKE,Chaharmahal Va Bakhtiyari,23/11/1996,0,0,0
2582k,EARTHQUAKE,Fars,10/07/2003,0,17525,21666000
2581b,EARTHQUAKE,Yazd,19/11/2002,0,0,0
2560a,FLOOD,Semnan,19/05/1997,0,0,0
2580k,EARTHQUAKE,Fars,10/07/2003,0,0,0
2578b,EARTHQUAKE,Tehran,18/11/2002,0,0,0
2577k,EARTHQUAKE,Kerman,06/07/2003,0,0,0
2563s,EARTHQUAKE,Fars,24/11/1996,0,0,0
2570b,EARTHQUAKE,Fars,17/11/2002,0,0,0
2576k,EARTHQUAKE,Esfahan,05/07/2003,0,0,0
2575k,EARTHQUAKE,Khorasan razavi,04/07/2003,0,0,0
2574k,EARTHQUAKE,Khorasan razavi,03/07/2003,0,0,0
2573k,EARTHQUAKE,Khorasan razavi,03/07/2003,0,0,0
2572k,EARTHQUAKE,Khorasan razavi,03/07/2003,0,1091,0
2571k,EARTHQUAKE,Khorasan Shomali,01/07/2003,0,0,0
2569k,EARTHQUAKE,Lorestan,24/06/2003,0,0,0
2568b,EARTHQUAKE,Khorasan jonubi,14/11/2002,0,0,0
2567k,EARTHQUAKE,Kerman,24/06/2003,0,0,0
2565b,EARTHQUAKE,Golestan,14/11/2002,0,0,0
2566k,EARTHQUAKE,Sistan Va Baluchestan,24/06/2003,0,0,0
2564k,EARTHQUAKE,Sistan Va Baluchestan,24/06/2003,0,0,0
2559b,EARTHQUAKE,Semnan,14/11/2002,0,0,0
2563k,EARTHQUAKE,Tehran,22/06/2003,0,0,0
2559s,EARTHQUAKE,Bushehr,26/12/1996,0,0,0
2561k,EARTHQUAKE,Tehran,21/06/2003,0,0,0
2558k,EARTHQUAKE,Tehran,16/06/2003,0,0,0
2553a,FLOOD,Esfahan,19/05/1997,0,0,0
2554s,EARTHQUAKE,Kohgiluyeh Va Boyerahmad,26/12/1996,0,0,0
2555b,EARTHQUAKE,Kermanshah,14/11/2002,0,0,0
2556k,EARTHQUAKE,Gilan,02/06/2003,0,0,0
2551k,EARTHQUAKE,Ardebil,27/05/2003,0,0,0
2552b,EARTHQUAKE,Kermanshah,14/11/2002,0,0,0
2548s,EARTHQUAKE,Kohgiluyeh Va Boyerahmad,26/12/1996,0,0,0
2550a,FLOOD,Azarbayejan Sharghi,24/06/1997,0,0,0
2549b,EARTHQUAKE,Khorasan razavi,12/11/2002,0,0,0
2549k,EARTHQUAKE,Fars,27/05/2003,0,0,0
2549a,FLOOD,Semnan,24/06/1997,0,0,0
2546k,EARTHQUAKE,Bushehr,27/05/2003,0,0,0
2542s,EARTHQUAKE,Kohgiluyeh Va Boyerahmad,23/07/1996,0,0,0
2540a,FLOOD,Ardebil,18/06/1997,0,0,20000000
2544k,EARTHQUAKE,Khorasan Shomali,25/05/2003,0,0,0
2537b,EARTHQUAKE,Khorasan Shomali,12/11/2002,0,0,0
2543k,EARTHQUAKE,Khuzestan,26/05/2003,0,0,0
2539k,EARTHQUAKE,Qazvin,25/05/2003,0,0,0
2539s,EARTHQUAKE,Kohgiluyeh Va Boyerahmad,26/12/1996,0,0,0
2532a,FLOOD,Golestan,01/06/1997,0,0,0
2538k,EARTHQUAKE,Semnan,25/05/2003,0,0,0
2537k,EARTHQUAKE,Fars,17/05/2003,0,0,0
2534b,EARTHQUAKE,Hamedan,07/11/2002,0,0,0
2535k,EARTHQUAKE,Khuzestan,15/05/2003,0,0,0
2534k,EARTHQUAKE,Kohgiluyeh Va Boyerahmad,12/05/2003,0,0,0
2528b,EARTHQUAKE,Esfahan,05/11/2002,0,0,0
2530k,EARTHQUAKE,Fars,09/05/2003,0,0,0
2528a,FLOOD,Sistan Va Baluchestan,11/06/1997,0,0,0
2528k,EARTHQUAKE,Gilan,02/05/2003,0,0,0
2522b,EARTHQUAKE,Qazvin,07/11/2002,0,0,0
2523k,EARTHQUAKE,Golestan,09/05/2003,0,0,0
2521a,FLOOD,Sistan Va Baluchestan,15/06/1997,0,0,0
2520s,EARTHQUAKE,Chaharmahal Va Bakhtiyari,22/11/1996,0,0,0
2521k,EARTHQUAKE,Kerman,06/05/2003,0,0,0
2515b,EARTHQUAKE,Alborz,05/11/2002,0,0,0
2518k,EARTHQUAKE,Khorasan razavi,02/05/2003,0,0,0
2511a,FLOOD,Khorasan razavi,04/06/1997,0,0,0
2517k,EARTHQUAKE,Khorasan razavi,02/05/2003,0,0,0
2513k,EARTHQUAKE,Khorasan razavi,02/05/2003,0,0,0
2514b,EARTHQUAKE,Kermanshah,03/11/2002,0,0,0
2505b,EARTHQUAKE,Hamedan,03/11/2002,0,0,0
2511k,EARTHQUAKE,Yazd,02/05/2003,0,0,0
2511s,EARTHQUAKE,Gilan,08/01/1997,0,0,0
2507k,EARTHQUAKE,Lorestan,05/05/2003,0,0,0
2508a,FLOOD,Ardebil,04/05/1997,0,0,0
2503a,FLOOD,Azarbayejan Sharghi,09/06/1997,0,0,0
2506k,EARTHQUAKE,Lorestan,05/05/2003,0,0,0
2504k,EARTHQUAKE,Fars,03/05/2003,0,0,0
2502b,EARTHQUAKE,Khuzestan,31/10/2002,0,0,0
2500k,EARTHQUAKE,Bushehr,03/05/2003,0,0,0
2499a,FLOOD,Semnan,02/06/1997,0,0,0
2497s,EARTHQUAKE,Khorasan razavi,06/08/1996,0,0,0
2492b,EARTHQUAKE,Ardebil,29/10/2002,0,0,0
2498k,EARTHQUAKE,Mazandaran,27/04/2003,0,0,0
2339a,FLOOD,Ardebil,28/04/1997,0,0,0
2496k,EARTHQUAKE,Fars,18/04/2003,0,0,0
2495s,EARTHQUAKE,Azarbayejan Gharbi,28/07/1996,0,0,0
2494k,EARTHQUAKE,Esfahan,18/04/2003,0,0,0
2493s,EARTHQUAKE,Khorasan razavi,15/08/1996,0,0,0
2491k,EARTHQUAKE,Kerman,16/04/2003,0,0,0
2489s,EARTHQUAKE,Khorasan jonubi,24/07/1996,0,0,0
2479b,EARTHQUAKE,Azarbayejan Sharghi,29/10/2002,0,0,0
2490k,EARTHQUAKE,Azarbayejan Gharbi,15/04/2003,0,0,0
2487k,EARTHQUAKE,Azarbayejan Gharbi,15/04/2003,0,0,0
2488s,EARTHQUAKE,Chaharmahal Va Bakhtiyari,24/08/1996,0,0,0
2486s,EARTHQUAKE,Fars,26/09/1996,0,0,0
2484k,EARTHQUAKE,Khuzestan,08/04/2003,0,0,0
2482s,EARTHQUAKE,Fars,26/09/1996,0,0,0
2483k,EARTHQUAKE,Khuzestan,04/04/2003,0,0,0
2481k,EARTHQUAKE,Fars,04/04/2003,0,0,0
2480s,EARTHQUAKE,Gilan,07/10/1996,0,0,0
2479k,EARTHQUAKE,Fars,04/04/2003,0,0,0
2475s,EARTHQUAKE,Khorasan razavi,17/10/1996,0,0,0
2476b,EARTHQUAKE,Hamedan,27/10/2002,0,0,0
2477k,EARTHQUAKE,Golestan,30/03/2003,0,0,0
2474k,EARTHQUAKE,Kohgiluyeh Va Boyerahmad,27/03/2003,0,0,0
2474b,EARTHQUAKE,Lorestan,27/10/2002,0,0,0
2473s,EARTHQUAKE,Hormozgan,29/10/1996,0,0,0
2471k,EARTHQUAKE,Khuzestan,25/03/2003,0,0,0
2469s,EARTHQUAKE,Hormozgan,02/11/1996,0,0,0
2470k,FLOOD,Khorasan Shomali,19/09/2000,0,0,0
2469k,FLOOD,Khorasan Shomali,11/09/2000,0,0,0
2467s,EARTHQUAKE,Bushehr,02/11/1996,0,0,0
2462k,FLOOD,Gilan,05/09/2000,0,0,0
2465s,EARTHQUAKE,Chaharmahal Va Bakhtiyari,12/11/1996,0,0,0
2464s,EARTHQUAKE,Chaharmahal Va Bakhtiyari,12/11/1996,0,0,0
2455b,EARTHQUAKE,Qazvin,26/10/2002,0,0,0
2461s,EARTHQUAKE,Chaharmahal Va Bakhtiyari,12/11/1996,0,0,0
2460k,FLOOD,Mazandaran,06/09/2000,0,0,0
2459s,EARTHQUAKE,Semnan,16/11/1996,0,0,0
2458k,FLOOD,Khorasan Shomali,02/09/2000,0,0,0
2457s,EARTHQUAKE,Fars,18/11/1996,0,0,0
2457k,FLOOD,Golestan,02/09/2000,0,0,0
2453k,FLOOD,Golestan,02/09/2000,0,0,0
2454s,EARTHQUAKE,Gilan,15/12/1996,0,0,0
2425b,EARTHQUAKE,Semnan,26/10/2002,0,0,0
2452s`,EARTHQUAKE,Chaharmahal Va Bakhtiyari,09/12/1996,0,0,0
2451k,FLOOD,Khorasan Shomali,02/09/2000,0,0,0
2450k,FLOOD,Ardebil,07/08/2000,0,0,0
2449k,FLOOD,Golestan,08/08/2000,0,0,0
2447k,FLOOD,Semnan,08/08/2000,0,0,0
2446s,EARTHQUAKE,Chaharmahal Va Bakhtiyari,02/12/1996,0,0,0
2445k,FLOOD,Khorasan Shomali,07/08/2000,0,0,0
2444s,EARTHQUAKE,Fars,15/01/1997,0,0,0
2443k,FLOOD,Mazandaran,23/07/1995,0,0,0
2441s,EARTHQUAKE,Kohgiluyeh Va Boyerahmad,12/01/1997,0,0,0
2442k,FLOOD,Azarbayejan Sharghi,12/07/2000,0,0,0
2440,FLOOD,Semnan,08/07/2000,0,0,0
2439s,EARTHQUAKE,Gilan,08/01/1997,0,0,0
2438k,FLOOD,Azarbayejan Sharghi,10/06/2000,0,0,0
2437s,EARTHQUAKE,Esfahan,08/01/1997,0,0,0
2437k,FLOOD,Kermanshah,06/05/2000,0,0,0
2436k,FLOOD,Kermanshah,06/05/2000,0,0,0
2433k,FLOOD,Gilan,27/03/2000,0,0,0
2434s,EARTHQUAKE,Esfahan,09/01/1997,0,0,0
2432s,EARTHQUAKE,Semnan,04/01/1997,0,0,0
2431k,FIRE,Khorasan razavi,27/07/1996,0,0,0
2430s,EARTHQUAKE,Gilan,02/01/1997,0,0,0
2429k,FIRE,Bushehr,10/09/1996,0,0,0
2428s,EARTHQUAKE,Gilan,26/01/1997,0,0,0
2427k,FIRE,Bushehr,10/09/1996,0,0,0
2426s,EARTHQUAKE,Khorasan Shomali,04/02/1997,0,0,0
2425k,FIRE,Bushehr,30/08/1996,0,0,0
2423s,EARTHQUAKE,Khorasan Shomali,04/02/1997,0,84500,30000000
2416b,EARTHQUAKE,Kohgiluyeh Va Boyerahmad,25/10/2002,0,0,0
2422k,FIRE,Kohgiluyeh Va Boyerahmad,10/09/1996,0,0,0
2420s,EARTHQUAKE,Khorasan Shomali,04/02/1997,0,0,0
2421k,FIRE,Tehran,19/08/1996,0,0,0
2415k,FIRE,Bushehr,30/08/1996,0,0,0
2419s,EARTHQUAKE,Kerman,08/02/1997,0,0,0
2418s,EARTHQUAKE,Hormozgan,17/02/1997,0,0,0
2417s,EARTHQUAKE,Khuzestan,18/01/1997,0,0,0
2416s,EARTHQUAKE,Golestan,18/02/1997,0,0,0
2413b,EARTHQUAKE,Hamedan,25/10/2002,0,0,0
2413k,STORM,Kerman,27/08/1996,0,0,0
2411s,EARTHQUAKE,Khorasan Shomali,18/02/1997,0,0,0
2394b,EARTHQUAKE,Kerman,24/10/2002,0,0,0
2410k,FIRE,Khorasan Shomali,24/08/1996,0,0,0
2409s,EARTHQUAKE,Khorasan Shomali,18/02/1997,0,0,0
2408k,STORM,Hormozgan,06/08/1996,0,0,0
2407s,EARTHQUAKE,Khorasan Shomali,19/02/1997,0,0,0
2405k,STRONG WIND,Bushehr,31/07/1996,0,0,0
2406s,EARTHQUAKE,Khorasan Shomali,19/02/1997,0,0,0
2404s,EARTHQUAKE,Khorasan jonubi,04/02/1997,0,0,0
2403k,STORM,Hormozgan,10/07/1996,0,0,0
2402s,EARTHQUAKE,Khorasan jonubi,04/02/1997,0,0,0
2400k,STORM,Hormozgan,06/08/1996,0,0,0
2401s,EARTHQUAKE,Khorasan jonubi,15/02/1997,0,0,0
2398k,STORM,Khuzestan,18/07/1996,0,0,0
2398s,EARTHQUAKE,Khorasan jonubi,15/02/1997,0,0,0
2396s,EARTHQUAKE,Khorasan jonubi,15/02/1997,0,0,0
2396k,STORM,Khorasan razavi,27/07/1996,0,0,0
2395k,FIRE,Khorasan Shomali,04/08/1996,0,0,0
2392k,FIRE,Khorasan razavi,28/07/1996,0,0,0
2390b,EARTHQUAKE,Tehran,20/10/2002,0,0,0
2391s,EARTHQUAKE,Khorasan jonubi,15/02/1997,0,0,0
2388k,FIRE,Esfahan,19/07/1996,0,0,0
2388s,EARTHQUAKE,Khorasan jonubi,26/01/1997,0,0,0
2389b,EARTHQUAKE,Esfahan,20/10/2002,0,0,0
2349b,EARTHQUAKE,Tehran,19/10/2002,0,0,0
2386s,EARTHQUAKE,Khorasan jonubi,26/02/1997,0,0,0
2382k,STRUCTURE,Chaharmahal Va Bakhtiyari,12/07/1996,0,0,0
2385s,EARTHQUAKE,Khorasan jonubi,26/02/1997,0,0,0
2384s,EARTHQUAKE,Khorasan jonubi,13/02/1997,0,0,0
2383s,EARTHQUAKE,Khorasan jonubi,22/02/1997,0,0,0
2381s,EARTHQUAKE,Khorasan jonubi,22/02/1997,0,0,0
2380k,THUNDER STORM,Kerman,07/07/1996,0,0,0
2379s,EARTHQUAKE,Khorasan Shomali,23/02/1997,0,0,0
2378k,STORM,Sistan Va Baluchestan,29/06/1996,0,0,0
2377s,EARTHQUAKE,Khorasan Shomali,23/02/1997,0,0,0
2376k,OTHER,Tehran,18/06/1996,0,0,0
2375s,EARTHQUAKE,Khorasan Shomali,23/02/1997,0,0,0
2374k,OTHER,Esfahan,07/06/1996,0,0,0
2373s,EARTHQUAKE,Khorasan Shomali,23/02/1997,0,0,0
2365k,ACCIDENT,Tehran,30/06/1996,0,0,0
2372s,EARTHQUAKE,Fars,15/02/1997,0,0,0
2371s,EARTHQUAKE,Kermanshah,25/02/1997,0,0,0
2370s,EARTHQUAKE,Ardebil,01/03/1997,0,0,0
2369s,EARTHQUAKE,Ardebil,28/02/1997,0,0,0
2368s,EARTHQUAKE,Kohgiluyeh Va Boyerahmad,01/03/1997,0,0,0
2367s,EARTHQUAKE,Ardebil,02/03/1997,0,0,0
2366s,EARTHQUAKE,Khorasan jonubi,12/03/1997,0,0,0
2364s,EARTHQUAKE,Tehran,18/03/1997,0,0,0
2362k,FIRE,Bushehr,22/06/1996,0,0,0
2363s,EARTHQUAKE,Ardebil,19/03/1997,0,0,0
2361s,EARTHQUAKE,Ardebil,22/03/1997,0,0,0
2360k,FIRE,Khuzestan,19/06/1996,0,0,0
2359s,EARTHQUAKE,Khorasan Shomali,23/07/1994,0,0,0
2358k,OTHER,Markazi,11/05/1996,0,0,0
2357s,EARTHQUAKE,Kohgiluyeh Va Boyerahmad,28/03/1997,0,0,0
2356k,OTHER,Kerman,01/06/1996,0,0,0
2355s,EARTHQUAKE,Hormozgan,28/03/1997,0,0,0
2353k,HAILSTORM,Hormozgan,12/06/1996,0,0,0
2354s,EARTHQUAKE,Lorestan,10/04/1997,0,0,0
2353s,EARTHQUAKE,Hormozgan,19/04/1997,0,0,0
2350k,STORM,Fars,17/08/1996,0,0,0
2351s,EARTHQUAKE,Hormozgan,20/01/1997,0,0,0
2349s,EARTHQUAKE,Hormozgan,19/01/1997,0,0,0
2335k,STORM,Fars,17/06/1996,0,0,0
2348s,EARTHQUAKE,Hormozgan,23/01/1997,0,0,0
2347s,EARTHQUAKE,Khorasan Shomali,17/04/1997,0,0,0
2344s,EARTHQUAKE,Gilan,08/06/1997,0,0,0
2342s,EARTHQUAKE,Gilan,28/05/1997,0,0,0
2341s,EARTHQUAKE,Fars,30/04/1997,0,0,0
