Serial,Event,&quot;Ostan&quot;,Date (YMD),Directly affected,Indirectly Affected,Losses $USD
18478,FLOOD,Fars,13/12/2004,0,0,0
18477,FLOOD,Fars,04/02/2004,0,0,0
18476,FLOOD,Fars,14/01/2004,0,0,0
18475,FLOOD,Fars,09/01/2004,0,0,0
18474,FLOOD,Fars,08/01/2004,0,0,0
18473,FLOOD,Fars,06/12/2003,0,0,0
18472,FLOOD,Fars,11/08/2003,0,0,0
18471,FLOOD,Fars,06/08/2003,0,0,0
18470,FLOOD,Fars,02/08/2003,0,0,0
18469,FLOOD,Fars,29/07/2003,0,0,0
18468,FLOOD,Fars,03/02/2002,0,0,0
18467,FLOOD,Fars,02/02/2002,0,0,0
18466,FLOOD,Fars,12/01/2002,0,0,0
18465,FLOOD,Fars,12/01/2002,0,0,0
18464,FLOOD,Fars,11/01/2002,0,0,0
18463,FLOOD,Fars,11/01/2002,0,0,0
18462,FLOOD,Fars,11/01/2002,0,0,0
18461,FLOOD,Fars,11/01/2002,0,0,0
18460,FLOOD,Fars,11/01/2002,0,0,0
18459,FLOOD,Fars,20/12/2001,0,0,0
18458,FLOOD,Fars,16/12/2001,0,0,0
18457,FLOOD,Fars,11/12/2000,0,0,0
18456,FLOOD,Fars,14/08/2000,0,0,0
18455,FLOOD,Fars,07/08/2000,0,0,0
18454,FLOOD,Fars,16/03/1999,0,0,0
18453,FLOOD,Fars,08/03/1999,0,0,0
18452,FLOOD,Fars,07/03/1999,0,0,0
18451,FLOOD,Fars,02/03/1999,0,0,0
18450,FLOOD,Fars,02/03/1999,0,0,0
18449,FLOOD,Fars,02/03/1999,0,0,0
18448,FLOOD,Fars,02/03/1999,0,0,0
18447,FLOOD,Fars,02/03/1999,0,0,0
18446,FLOOD,Fars,02/03/1999,0,0,0
18445,FLOOD,Fars,01/03/1999,0,0,0
18444,FLOOD,Fars,01/03/1999,0,0,0
18443,FLOOD,Fars,06/02/1999,0,0,0
18442,FLOOD,Fars,06/02/1999,0,0,0
18441,FLOOD,Fars,06/02/1999,0,0,0
18440,FLOOD,Fars,06/02/1999,0,0,0
18439,FLOOD,Fars,18/01/1999,0,0,0
18438,FLOOD,Fars,09/07/1998,0,0,0
18437,FLOOD,Fars,28/06/1998,0,0,0
18436,FLOOD,Fars,19/06/1998,0,0,0
18435,FLOOD,Fars,07/06/1998,0,0,0
18434,FLOOD,Fars,18/05/1998,0,0,0
18433,FLOOD,Fars,22/04/1998,0,0,0
18432,FLOOD,Fars,07/04/1998,0,0,0
18431,FLOOD,Fars,06/04/1998,0,0,0
18430,FLOOD,Fars,01/04/1998,0,0,0
18429,FLOOD,Fars,29/03/1998,0,0,0
18428,FLOOD,Fars,24/03/1998,0,0,0
18427,FLOOD,Fars,01/03/1998,0,0,0
18426,FLOOD,Fars,12/02/1998,0,0,0
18425,FLOOD,Fars,11/02/1998,0,0,0
18424,FLOOD,Fars,10/02/1998,0,0,0
18423,FLOOD,Fars,10/02/1998,0,0,0
18422,FLOOD,Fars,09/02/1998,0,0,0
18421,FLOOD,Fars,07/02/1998,0,0,0
18420,FLOOD,Fars,15/01/1998,0,0,0
18419,FLOOD,Fars,07/01/1998,0,0,0
18418,FLOOD,Fars,06/01/1998,0,0,0
18417,FLOOD,Fars,05/01/1998,0,0,0
18416,FLOOD,Fars,05/01/1998,0,0,0
18415,FLOOD,Fars,04/01/1998,0,0,0
18414,FLOOD,Fars,23/06/1997,0,0,0
18413,FLOOD,Fars,18/04/1997,0,0,0
18412,FLOOD,Fars,14/06/1996,0,0,0
18411,FLOOD,Fars,04/04/1996,0,0,0
18410,FLOOD,Fars,03/04/1996,0,0,0
18409,FLOOD,Fars,29/03/1996,0,0,0
18408,FLOOD,Fars,07/03/1996,0,0,0
18407,FLOOD,Fars,03/03/1996,0,0,0
18406,FLOOD,Fars,26/02/1996,0,0,0
18405,FLOOD,Fars,24/10/1995,0,0,0
18404,FLOOD,Fars,31/05/1995,0,0,0
18403,FLOOD,Fars,19/12/1994,0,0,0
18402,FLOOD,Fars,05/12/1994,0,0,0
18401,FLOOD,Fars,05/12/1994,0,0,0
18400,FLOOD,Fars,20/11/1994,0,0,0
18399,FLOOD,Fars,10/11/1994,0,0,0
18398,FLOOD,Fars,09/05/1994,0,0,0
18397,FLOOD,Fars,08/04/1993,0,0,0
18396,FLOOD,Fars,11/03/1993,0,0,0
18395,FLOOD,Fars,11/03/1993,0,0,0
18394,FLOOD,Fars,01/03/1993,0,0,0
18393,FLOOD,Fars,25/02/1993,0,0,0
18392,FLOOD,Fars,24/02/1993,0,0,0
18391,FLOOD,Fars,10/02/1993,0,0,0
18390,FLOOD,Fars,09/02/1993,0,0,0
18389,FLOOD,Fars,08/02/1993,0,0,0
18388,FLOOD,Fars,08/02/1993,0,0,0
18387,FLOOD,Fars,06/02/1993,0,0,0
18386,FLOOD,Fars,06/02/1993,0,0,0
18385,FLOOD,Fars,17/01/1993,0,0,0
18384,FLOOD,Fars,11/01/1993,0,0,0
18383,FLOOD,Fars,09/01/1993,0,0,0
18382,FLOOD,Fars,06/01/1993,0,0,0
18381,FLOOD,Fars,06/01/1993,0,0,0
18380,FLOOD,Fars,06/01/1993,0,0,0
18379,FLOOD,Fars,03/01/1993,0,0,0
18378,FLOOD,Fars,24/12/1992,0,0,0
18377,FLOOD,Fars,23/12/1992,0,0,0
18376,FLOOD,Fars,23/12/1992,0,0,0
18375,FLOOD,Fars,23/12/1992,0,0,0
18374,FLOOD,Fars,23/12/1992,0,0,0
18373,FLOOD,Fars,25/07/1992,0,0,0
18372,FLOOD,Fars,08/05/1992,0,0,0
18371,FLOOD,Fars,08/05/1992,0,0,0
18370,FLOOD,Fars,26/02/1992,0,0,0
18369,FLOOD,Fars,16/12/1991,0,0,0
18368,FLOOD,Fars,16/12/1991,0,0,0
18367,FLOOD,Fars,15/12/1991,0,0,0
18366,FLOOD,Fars,10/12/1991,0,0,0
18365,FLOOD,Fars,10/12/1991,0,0,0
18364,FLOOD,Fars,10/12/1991,0,0,0
18363,FLOOD,Fars,03/10/1991,0,0,0
18362,FLOOD,Fars,02/10/1991,0,0,0
18361,FLOOD,Fars,10/09/1991,0,0,0
18360,FLOOD,Fars,28/03/1991,0,0,0
18359,FLOOD,Fars,09/03/1991,0,0,0
18358,FLOOD,Fars,24/01/1991,0,0,0
18357,FLOOD,Fars,05/04/1990,0,0,0
18356,FLOOD,Fars,05/04/1990,0,0,0
18355,FLOOD,Fars,06/12/1989,0,0,0
18354,FLOOD,Fars,06/12/1989,0,0,0
18353,FLOOD,Fars,23/08/1989,0,0,0
18352,FLOOD,Fars,23/08/1989,0,0,0
18351,FLOOD,Fars,18/07/1989,0,0,0
18350,FLOOD,Fars,17/07/1989,0,0,0
18349,FLOOD,Fars,06/10/1988,0,0,0
18348,FLOOD,Fars,14/09/1988,0,0,0
18347,FLOOD,Fars,09/07/1988,0,0,0
18346,FLOOD,Fars,28/04/1988,0,0,0
18345,FLOOD,Fars,04/04/1988,0,0,0
18344,FLOOD,Fars,20/08/1987,0,0,0
18343,FLOOD,Fars,20/08/1987,0,0,0
18342,FLOOD,Fars,10/08/1987,0,0,0
18341,FLOOD,Fars,28/07/1987,0,0,0
18340,FLOOD,Fars,22/06/1987,0,0,0
18339,FLOOD,Fars,10/03/1987,0,0,0
18338,FLOOD,Fars,18/12/1986,0,0,0
18337,FLOOD,Fars,18/12/1986,0,0,0
18336,FLOOD,Fars,18/12/1986,0,0,0
18335,FLOOD,Fars,07/12/1986,0,0,0
18334,FLOOD,Fars,07/12/1986,0,0,0
18333,FLOOD,Fars,06/12/1986,0,0,0
18332,FLOOD,Fars,04/12/1986,0,0,0
18331,FLOOD,Fars,04/12/1986,0,0,0
18330,FLOOD,Fars,04/12/1986,0,0,0
18329,FLOOD,Fars,04/12/1986,0,0,0
18328,FLOOD,Fars,04/12/1986,0,0,0
18327,FLOOD,Fars,04/12/1986,0,0,0
18326,FLOOD,Fars,03/12/1986,0,0,0
18325,FLOOD,Fars,01/12/1986,0,0,0
18324,FLOOD,Fars,15/10/1986,0,0,0
18323,FLOOD,Fars,31/07/1986,0,0,0
18322,FLOOD,Fars,15/05/1986,0,0,0
18321,FLOOD,Fars,10/03/1986,0,0,0
18320,FLOOD,Fars,11/12/1985,0,0,0
18319,FLOOD,Fars,14/06/1984,0,0,0
18318,FLOOD,Fars,10/05/1984,0,0,0
18317,FLOOD,Fars,13/10/1982,0,0,0
18316,FLOOD,Fars,22/12/1979,0,0,0
18315,FLOOD,Fars,15/01/1978,0,0,0
18314,FLOOD,Fars,12/01/1978,0,0,0
18313,FLOOD,Fars,11/01/1978,0,0,0
18312,FLOOD,Fars,11/01/1978,0,0,0
18311,FLOOD,Fars,30/12/1976,0,0,0
18310,FLOOD,Fars,02/08/1976,0,0,0
18309,FLOOD,Fars,26/07/1976,0,0,0
18308,FLOOD,Fars,22/04/1976,0,0,0
18307,FLOOD,Fars,08/04/1976,0,0,0
18306,FLOOD,Fars,04/04/1976,0,0,0
18305,FLOOD,Fars,23/07/1973,0,0,0
18304,FLOOD,Fars,25/04/1972,0,0,0
18303,FLOOD,Fars,25/04/1972,0,0,0
18302,FLOOD,Fars,04/02/1972,0,0,0
18301,FLOOD,Fars,26/01/1969,0,0,0
18300,FLOOD,Fars,25/01/1969,0,0,0
18299,FLOOD,Fars,10/12/1968,0,0,0
18298,FLOOD,Fars,10/12/1968,0,0,0
18297,FLOOD,Fars,06/12/1968,0,0,0
18296,FLOOD,Fars,04/04/1966,0,0,0
18295,FLOOD,Fars,31/01/1965,0,0,0
18294,FLOOD,Fars,15/12/1964,0,0,0
18293,FLOOD,Fars,24/07/1964,0,0,0
18292,FLOOD,Fars,20/07/1964,0,0,0
18291,FLOOD,Fars,20/07/1964,0,0,0
18290,FLOOD,Fars,24/05/1958,0,0,0
18289,FLOOD,Fars,19/11/1957,0,0,0
18288,FLOOD,Fars,10/03/1957,0,0,0
18287,FLOOD,Fars,26/07/1956,0,0,0
18286,FLOOD,Fars,26/07/1956,0,0,0
18285,FLOOD,Fars,21/07/1956,0,0,0
18284,FLOOD,Fars,10/06/1956,0,0,0
18283,FLOOD,Fars,10/06/1956,0,0,0
18282,FLOOD,Fars,24/05/1956,0,0,0
18281,FLOOD,Fars,24/05/1956,0,0,0
18280,FLOOD,Fars,24/05/1956,0,0,0
18279,FLOOD,Fars,24/05/1956,0,0,0
18278,FLOOD,Fars,05/04/1955,0,0,0
18277,FLOOD,Kerman,16/01/2000,0,0,0
18276,FLOOD,Kerman,10/02/1993,0,0,0
18275,FLOOD,Kerman,02/01/1993,0,0,0
18274,FLOOD,Kerman,06/01/1992,0,0,0
18273,FLOOD,Kerman,12/03/1991,0,0,0
18272,FLOOD,Kerman,09/03/1991,0,0,0
18271,FLOOD,Kerman,09/02/1991,0,0,0
18270,FLOOD,Kerman,27/01/1991,0,0,0
18269,FLOOD,Kerman,11/08/1985,0,0,0
18268,FLOOD,Kerman,03/08/1985,0,0,0
18267,FLOOD,Kerman,16/05/2006,0,0,0
18266,FLOOD,Kerman,08/04/2006,0,0,0
18265,FLOOD,Kerman,26/03/2006,0,0,0
18264,FLOOD,Kerman,17/11/2003,0,0,0
18263,FLOOD,Kerman,02/08/2003,0,0,0
18262,FLOOD,Kerman,22/07/2003,0,0,0
18261,FLOOD,Kerman,21/07/2003,0,0,0
18260,FLOOD,Kerman,11/04/2002,0,0,0
18259,FLOOD,Kerman,09/04/2002,0,0,0
18258,FLOOD,Kerman,03/04/2002,0,0,0
18257,FLOOD,Kerman,22/03/2002,0,0,0
18256,FLOOD,Kerman,08/03/2002,0,0,0
18255,FLOOD,Kerman,01/03/2002,0,0,0
18254,FLOOD,Kerman,27/02/2002,0,0,0
18253,FLOOD,Kerman,26/02/2002,0,0,0
18252,FLOOD,Kerman,16/12/2001,0,0,0
18251,FLOOD,Kerman,15/12/2001,0,0,0
18250,FLOOD,Kerman,02/09/2001,0,0,0
18249,FLOOD,Kerman,16/01/2000,0,0,0
18248,FLOOD,Kerman,23/04/1998,0,0,0
18247,FLOOD,Kerman,02/04/1998,0,0,0
18246,FLOOD,Kerman,01/04/1998,0,0,0
18245,FLOOD,Kerman,19/03/1998,0,0,0
18244,FLOOD,Kerman,06/01/1998,0,0,0
18243,FLOOD,Kerman,05/01/1998,0,0,0
18242,FLOOD,Kerman,31/10/1997,0,0,0
18241,FLOOD,Kerman,14/03/1996,0,0,0
18240,FLOOD,Kerman,24/09/1995,0,0,0
18239,FLOOD,Kerman,31/05/1995,0,0,0
18238,FLOOD,Kerman,26/11/1994,0,0,0
18237,FLOOD,Kerman,26/10/1994,0,0,0
18236,FLOOD,Kerman,23/02/1994,0,0,0
18235,FLOOD,Kerman,08/03/1993,0,0,0
18234,FLOOD,Kerman,15/02/1993,0,0,0
18233,FLOOD,Kerman,10/02/1993,0,0,0
18232,FLOOD,Kerman,08/02/1993,0,0,0
18231,FLOOD,Kerman,06/02/1993,0,0,0
18230,FLOOD,Kerman,06/01/1993,0,0,0
18229,FLOOD,Kerman,23/12/1992,0,0,0
18228,FLOOD,Kerman,16/09/1991,0,0,0
18227,FLOOD,Kerman,30/04/1991,0,0,0
18226,FLOOD,Kerman,21/04/1991,0,0,0
18225,FLOOD,Kerman,04/04/1991,0,0,0
18224,FLOOD,Kerman,31/03/1991,0,0,0
18223,FLOOD,Kerman,17/03/1991,0,0,0
18222,FLOOD,Kerman,03/03/1991,0,0,0
18221,FLOOD,Kerman,09/02/1991,0,0,0
18220,FLOOD,Kerman,29/01/1991,0,0,0
18219,FLOOD,Kerman,27/01/1991,0,0,0
18218,FLOOD,Kerman,15/07/1990,0,0,0
18217,FLOOD,Kerman,31/12/1986,0,0,0
18216,FLOOD,Kerman,03/08/1985,0,0,0
18215,FLOOD,Kerman,29/01/1985,0,0,0
18214,FLOOD,Kerman,02/05/1981,0,0,0
18213,FLOOD,Kerman,12/03/1981,0,0,0
18212,FLOOD,Kerman,31/01/1981,0,0,0
18211,FLOOD,Kerman,31/03/1980,0,0,0
18210,FLOOD,Kerman,05/11/1976,0,0,0
18209,FLOOD,Kerman,04/04/1971,0,0,0
18208,FLOOD,Kerman,04/04/1961,0,0,0
18207,FLOOD,Kerman,30/07/1956,0,0,0
18206,FLOOD,Kerman,24/07/1956,0,0,0
18205,FLOOD,Kerman,21/07/1956,0,0,0
18204,FLOOD,Kerman,10/06/1956,0,0,0
18203,FLOOD,Kerman,05/11/2002,0,0,0
18202,FLOOD,Kerman,12/01/2002,0,0,0
18201,FLOOD,Kerman,22/12/2001,0,0,0
18200,FLOOD,Kerman,14/03/1996,0,0,0
18199,FLOOD,Kerman,26/10/1994,0,0,0
18198,FLOOD,Kerman,09/02/1993,0,0,0
18197,FLOOD,Kerman,08/02/1993,0,0,0
18196,FLOOD,Kerman,06/02/1993,0,0,0
18195,FLOOD,Kerman,19/05/1992,0,0,0
18194,FLOOD,Kerman,13/05/1992,0,0,0
18193,FLOOD,Kerman,28/09/1987,0,0,0
18192,FLOOD,Kerman,16/09/1987,0,0,0
18191,FLOOD,Kerman,21/06/1987,0,0,0
18190,FLOOD,Kerman,14/05/1987,0,0,0
18189,FLOOD,Kerman,26/03/1987,0,0,0
18188,FLOOD,Kerman,20/01/1987,0,0,0
18187,FLOOD,Kerman,12/01/1987,0,0,0
18186,FLOOD,Kerman,05/01/1987,0,0,0
18185,FLOOD,Kerman,21/12/1986,0,0,0
18184,FLOOD,Kerman,16/09/1986,0,0,0
18183,FLOOD,Kerman,26/04/1986,0,0,0
18182,FLOOD,Kerman,06/02/1965,0,0,0
18181,FLOOD,Kerman,10/06/1956,0,0,0
18180,FLOOD,Kerman,24/05/1956,0,0,0
18179,FLOOD,Kerman,14/03/1996,0,0,0
18178,FLOOD,Kerman,31/05/1995,0,0,0
18177,FLOOD,Kerman,10/05/1994,0,0,0
18176,FLOOD,Kerman,15/02/1993,0,0,0
18175,FLOOD,Kerman,06/02/1993,0,0,0
18174,FLOOD,Kerman,24/12/1992,0,0,0
18173,FLOOD,Kerman,23/12/1992,0,0,0
18172,FLOOD,Kerman,27/03/1991,0,0,0
18171,FLOOD,Kerman,09/02/1991,0,0,0
18170,FLOOD,Kerman,27/01/1991,0,0,0
18169,FLOOD,Kerman,07/12/1986,0,0,0
18168,FLOOD,Kerman,08/02/1965,0,0,0
18167,FLOOD,Kerman,21/07/1956,0,0,0
18166,FLOOD,Kerman,28/03/2007,0,0,0
18165,FLOOD,Kerman,07/04/2006,0,0,0
18164,FLOOD,Kerman,19/07/2003,0,0,0
18163,FLOOD,Kerman,05/04/2003,0,0,0
18162,FLOOD,Kerman,26/03/2003,0,0,0
18161,FLOOD,Kerman,13/03/2003,0,0,0
18160,FLOOD,Kerman,22/03/2002,0,0,0
18159,FLOOD,Kerman,21/03/2002,0,0,0
18158,FLOOD,Kerman,12/01/2002,0,0,0
18157,FLOOD,Kerman,11/01/2002,0,0,0
18156,FLOOD,Kerman,23/04/1998,0,0,0
18155,FLOOD,Kerman,31/05/1995,0,0,0
18154,FLOOD,Kerman,10/05/1994,0,0,0
18153,FLOOD,Kerman,24/05/1988,0,0,0
18152,FLOOD,Kerman,10/06/1987,0,0,0
18151,FLOOD,Kerman,05/06/1987,0,0,0
18150,FLOOD,Kerman,14/05/1987,0,0,0
18149,FLOOD,Kerman,12/02/1987,0,0,0
18148,FLOOD,Kerman,03/01/1987,0,0,0
18147,FLOOD,Kerman,11/12/1986,0,0,0
18146,FLOOD,Kerman,02/12/1986,0,0,0
18145,FLOOD,Kerman,31/03/1986,0,0,0
18144,FLOOD,Kerman,08/03/1981,0,0,0
18143,FLOOD,Kerman,08/02/1965,0,0,0
18142,FLOOD,Kerman,19/11/1957,0,0,0
18141,FLOOD,Kerman,27/03/2003,0,0,0
18140,FLOOD,Kerman,06/02/1999,0,0,0
18139,FLOOD,Kerman,16/08/1998,0,0,0
18138,FLOOD,Kerman,01/04/1998,0,0,0
18137,FLOOD,Kerman,20/03/1998,0,0,0
18136,FLOOD,Kerman,06/01/1998,0,0,0
18135,FLOOD,Kerman,05/01/1998,0,0,0
18134,FLOOD,Kerman,02/01/1998,0,0,0
18133,FLOOD,Kerman,17/10/1997,0,0,0
18132,FLOOD,Kerman,14/03/1996,0,0,0
18131,FLOOD,Kerman,26/11/1994,0,0,0
18130,FLOOD,Kerman,24/02/1993,0,0,0
18129,FLOOD,Kerman,09/02/1993,0,0,0
18128,FLOOD,Kerman,05/05/1991,0,0,0
18127,FLOOD,Kerman,12/11/1989,0,0,0
18126,FLOOD,Kerman,04/12/1986,0,0,0
18125,FLOOD,Kerman,02/12/1986,0,0,0
18124,FLOOD,Kerman,31/05/1986,0,0,0
18123,FLOOD,Kerman,05/05/1986,0,0,0
18122,FLOOD,Kerman,21/04/1986,0,0,0
18121,FLOOD,Kerman,21/04/1981,0,0,0
18120,FLOOD,Kerman,01/04/1981,0,0,0
18119,FLOOD,Kerman,09/03/1981,0,0,0
18118,FLOOD,Kerman,05/06/1980,0,0,0
18117,FLOOD,Kerman,19/06/1979,0,0,0
18116,FLOOD,Kerman,10/05/1979,0,0,0
18115,FLOOD,Kerman,21/04/1979,0,0,0
18114,FLOOD,Kerman,24/07/1976,0,0,0
18113,FLOOD,Kerman,22/05/1975,0,0,0
18112,FLOOD,Kerman,21/04/1975,0,0,0
18111,FLOOD,Kerman,08/02/1965,0,0,0
18110,FLOOD,Kerman,24/07/1956,0,0,0
18109,FLOOD,Kerman,21/07/1956,0,0,0
18108,FLOOD,Kerman,15/05/2003,0,0,0
18107,FLOOD,Kerman,24/02/2003,0,0,0
18106,FLOOD,Kerman,07/02/2003,0,0,0
18105,FLOOD,Kerman,14/01/2003,0,0,0
18104,FLOOD,Kerman,12/01/2003,0,0,0
18103,FLOOD,Kerman,11/01/2003,0,0,0
18102,FLOOD,Kerman,16/12/2002,0,0,0
18101,FLOOD,Kerman,17/10/1997,0,0,0
18100,FLOOD,Kerman,26/07/1976,0,0,0
18099,FLOOD,Kerman,17/10/1998,0,0,0
18098,FLOOD,Kerman,13/02/1998,0,0,0
18097,FLOOD,Kerman,17/10/1997,0,0,0
18096,FLOOD,Kerman,12/09/1997,0,0,0
18095,FLOOD,Kerman,14/03/1996,0,0,0
18094,FLOOD,Kerman,03/03/1996,0,0,0
18093,FLOOD,Kerman,10/07/1994,0,0,0
18092,FLOOD,Kerman,10/02/1993,0,0,0
18091,FLOOD,Kerman,08/02/1993,0,0,0
18090,FLOOD,Kerman,09/02/1991,0,0,0
18089,FLOOD,Kerman,01/02/1991,0,0,0
18088,FLOOD,Kerman,06/01/1985,0,0,0
18087,FLOOD,Kerman,08/08/1983,0,0,0
18086,FLOOD,Kerman,26/03/1980,0,0,0
18085,FLOOD,Kerman,08/04/1976,0,0,0
18084,FLOOD,Kerman,16/02/1976,0,0,0
18083,FLOOD,Kerman,10/12/1975,0,0,0
18082,FLOOD,Kerman,13/03/1972,0,0,0
18081,FLOOD,Kerman,23/03/1961,0,0,0
18080,FLOOD,Kerman,21/07/1956,0,0,0
18079,FLOOD,Kerman,26/03/2007,0,0,0
18078,FLOOD,Kerman,16/03/2007,0,0,0
18077,FLOOD,Kerman,04/02/2007,0,0,0
18076,FLOOD,Kerman,02/08/2003,0,0,0
18075,FLOOD,Kerman,21/07/2003,0,0,0
18074,FLOOD,Kerman,17/04/2003,0,0,0
18073,FLOOD,Kerman,16/04/2003,0,0,0
18072,FLOOD,Kerman,29/03/2003,0,0,0
18071,FLOOD,Kerman,23/03/2003,0,0,0
18070,FLOOD,Kerman,21/03/2003,0,0,0
18069,FLOOD,Kerman,30/08/2002,0,0,0
18068,FLOOD,Kerman,17/06/2002,0,0,0
18067,FLOOD,Kerman,11/01/2002,0,0,0
18066,FLOOD,Kerman,02/09/2001,0,0,0
18065,FLOOD,Kerman,06/03/1999,0,0,0
18064,FLOOD,Kerman,06/02/1999,0,0,0
18063,FLOOD,Kerman,17/10/1998,0,0,0
18062,FLOOD,Kerman,23/04/1998,0,0,0
18061,FLOOD,Kerman,20/03/1998,0,0,0
18060,FLOOD,Kerman,19/03/1998,0,0,0
18059,FLOOD,Kerman,23/11/1997,0,0,0
18058,FLOOD,Kerman,31/10/1997,0,0,0
18057,FLOOD,Kerman,29/06/1996,0,0,0
18056,FLOOD,Kerman,31/05/1995,0,0,0
18055,FLOOD,Kerman,10/07/1994,0,0,0
18054,FLOOD,Kerman,08/03/1993,0,0,0
18053,FLOOD,Kerman,10/02/1993,0,0,0
18052,FLOOD,Kerman,13/01/1993,0,0,0
18051,FLOOD,Kerman,06/01/1992,0,0,0
18050,FLOOD,Kerman,09/02/1991,0,0,0
18049,FLOOD,Kerman,02/06/1988,0,0,0
18048,FLOOD,Kerman,20/06/1987,0,0,0
18047,FLOOD,Kerman,06/06/1987,0,0,0
18046,FLOOD,Kerman,04/02/1987,0,0,0
18045,FLOOD,Kerman,11/12/1986,0,0,0
18044,FLOOD,Kerman,03/08/1983,0,0,0
18043,FLOOD,Kerman,11/04/1983,0,0,0
18042,FLOOD,Kerman,13/04/1977,0,0,0
18041,FLOOD,Kerman,06/04/1976,0,0,0
18040,FLOOD,Kerman,21/07/1956,0,0,0
18039,FLOOD,Kerman,30/03/2007,0,0,0
18038,FLOOD,Kerman,07/03/2007,0,0,0
18037,FLOOD,Kerman,02/08/2004,0,0,0
18036,FLOOD,Kerman,27/03/2003,0,0,0
18035,FLOOD,Kerman,26/03/2003,0,0,0
18034,FLOOD,Kerman,25/03/2003,0,0,0
18033,FLOOD,Kerman,25/03/2002,0,0,0
18032,FLOOD,Kerman,13/07/1999,0,0,0
18031,FLOOD,Kerman,12/07/1999,0,0,0
18030,FLOOD,Kerman,15/02/1993,0,0,0
18029,FLOOD,Kerman,08/02/1993,0,0,0
18028,FLOOD,Kerman,13/01/1993,0,0,0
18027,FLOOD,Kerman,29/01/1991,0,0,0
18026,FLOOD,Kerman,21/07/1956,0,0,0
18025,FLOOD,Kerman,24/05/1956,0,0,0
18024,FLOOD,Kerman,26/03/2003,0,0,0
18023,FLOOD,Kerman,29/08/2002,0,0,0
18022,FLOOD,Kerman,28/08/2002,0,0,0
18021,FLOOD,Kerman,23/08/2002,0,0,0
18020,FLOOD,Kerman,17/07/1999,0,0,0
18019,FLOOD,Kerman,29/06/1996,0,0,0
18018,FLOOD,Kerman,14/03/1996,0,0,0
18017,FLOOD,Kerman,24/09/1995,0,0,0
18016,FLOOD,Kerman,23/10/1994,0,0,0
18015,FLOOD,Kerman,24/02/1993,0,0,0
18014,FLOOD,Kerman,15/02/1993,0,0,0
18013,FLOOD,Kerman,10/02/1993,0,0,0
18012,FLOOD,Kerman,08/02/1993,0,0,0
18011,FLOOD,Kerman,10/01/1993,0,0,0
18010,FLOOD,Kerman,09/01/1993,0,0,0
18009,FLOOD,Kerman,03/01/1993,0,0,0
18008,FLOOD,Kerman,24/12/1992,0,0,0
18007,FLOOD,Kerman,23/12/1992,0,0,0
18006,FLOOD,Kerman,04/07/1991,0,0,0
18005,FLOOD,Kerman,27/04/1989,0,0,0
18004,FLOOD,Kerman,16/03/1989,0,0,0
18003,FLOOD,Kerman,01/08/1988,0,0,0
18002,FLOOD,Kerman,28/07/1988,0,0,0
18001,FLOOD,Kerman,28/07/1987,0,0,0
18000,FLOOD,Kerman,13/08/1984,0,0,0
17999,FLOOD,Kerman,23/07/1973,0,0,0
17998,FLOOD,Kerman,21/07/1956,0,0,0
17997,FLOOD,Chaharmahal Va Bakhtiyari,27/03/2007,0,0,0
17996,FLOOD,Chaharmahal Va Bakhtiyari,26/03/2007,0,0,0
17995,FLOOD,Chaharmahal Va Bakhtiyari,26/03/2007,0,0,0
17994,FLOOD,Chaharmahal Va Bakhtiyari,09/02/2006,0,0,0
17993,FLOOD,Chaharmahal Va Bakhtiyari,09/02/2006,0,0,0
17992,FLOOD,Chaharmahal Va Bakhtiyari,09/02/2006,0,0,0
17991,FLOOD,Chaharmahal Va Bakhtiyari,09/02/2006,0,0,0
17990,FLOOD,Chaharmahal Va Bakhtiyari,19/07/2005,0,0,0
17989,FLOOD,Chaharmahal Va Bakhtiyari,19/07/2005,0,0,0
17988,FLOOD,Chaharmahal Va Bakhtiyari,04/04/2004,0,0,0
17987,FLOOD,Chaharmahal Va Bakhtiyari,14/04/2002,0,0,0
17986,FLOOD,Chaharmahal Va Bakhtiyari,03/04/2002,0,0,0
17985,FLOOD,Chaharmahal Va Bakhtiyari,01/04/2002,0,0,0
17984,FLOOD,Chaharmahal Va Bakhtiyari,01/04/2002,0,0,0
17983,FLOOD,Chaharmahal Va Bakhtiyari,03/04/2001,0,0,0
17982,FLOOD,Chaharmahal Va Bakhtiyari,20/09/1998,0,0,0
17981,FLOOD,Chaharmahal Va Bakhtiyari,20/09/1998,0,0,0
17980,FLOOD,Chaharmahal Va Bakhtiyari,20/09/1998,0,0,0
17979,FLOOD,Chaharmahal Va Bakhtiyari,20/09/1998,0,0,0
17978,FLOOD,Chaharmahal Va Bakhtiyari,16/05/1998,0,0,0
17977,FLOOD,Chaharmahal Va Bakhtiyari,14/05/1998,0,0,0
17976,FLOOD,Chaharmahal Va Bakhtiyari,14/05/1998,0,0,0
17975,FLOOD,Chaharmahal Va Bakhtiyari,14/05/1998,0,0,0
17974,FLOOD,Chaharmahal Va Bakhtiyari,14/05/1998,0,0,0
17973,FLOOD,Chaharmahal Va Bakhtiyari,14/05/1998,0,0,0
17972,FLOOD,Chaharmahal Va Bakhtiyari,14/05/1998,0,0,0
17971,FLOOD,Chaharmahal Va Bakhtiyari,14/05/1998,0,0,0
17970,FLOOD,Chaharmahal Va Bakhtiyari,14/05/1998,0,0,0
17969,FLOOD,Chaharmahal Va Bakhtiyari,14/05/1998,0,0,0
